juego,equipo,nombre,posicion,elemento,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,tecnicas
IE1,Raimon,Mark Evans,PR,tierra,191,184,72,72,70,77,68,69,79,God Hand | Grenade Shot | Majin The Hand | Triple Defence
IE1,Scouting by name,Nick Swagg,PR,fuego,143,149,68,69,71,64,64,64,60,Tornado Catch | Doppelganger | Whirlwind | About Face
IE1,Scouting by name,Les Tarrant,PR,aire,123,118,52,63,40,44,47,53,56,Killer Blade | Wood Chopper | Bamboo Pattern | Blazing Knuckle
IE1,Scouting by name,Tim Toppel,PR,bosque,176,172,69,65,64,60,64,69,61,Pressure Punch | Shot Pocket | Wood Chopper | Whirlwind
IE1,Scouting by name,Boe Tyer,PR,fuego,151,149,49,59,65,51,53,63,62,Power Shield | Rodeo Clown | Dirt Ball | Full Power Shield
IE1,Scouting by name,Julius Vernon,PR,tierra,140,184,77,45,44,76,39,51,48,Wild Claw | Dash Accelerator | Wood Chopper | About Face
IE1,Scouting by name,Rainier Welkin,PR,fuego,147,154,48,60,68,76,56,61,52,Fireball Knuckle | Toughness Block | Rocket Kobushi | Counter Strike
IE1,Scouting by name,Gerry Attrick,DF,tierra,96,142,60,65,44,70,62,60,60,Quick Draw | Whirlwind Twister | Blade Attack | Shadow Stitch
IE1,Scouting by name,Pascal Blaise,DF,bosque,118,142,49,56,60,61,68,45,57,Magic | Spinning Cut | Defence Scan | Breakthrough
IE1,Scouting by name,Scot Chopper,DF,bosque,132,146,48,28,30,62,70,59,56,Spider Web | Bamboo Pattern | Dash Storm | Shine Drive
IE1,Scouting by name,Dan Dandy,DF,aire,154,150,61,43,44,63,68,65,68,Coil Turn | Spinning Cut | Moonsault | Dash Storm
IE1,Scouting by name,Beau Fort,DF,aire,145,137,48,48,45,60,68,52,54,Spinning Cut | Illusion Ball | Cyclone | Bewildered
IE1,Scouting by name,Jack Frosty,DF,aire,178,166,65,70,64,65,67,60,68,Coil Turn | Magic | Spider Web | Hawk Shot
IE1,Scouting by name,Shaun Imago,DF,aire,123,132,42,36,30,55,60,60,60,Coil Turn | Cross Drive | Illusion Ball | Clone Shot
IE1,Scouting by name,Sirley Ladyman,DF,bosque,167,150,51,31,30,53,68,60,62,Coil Turn | Whirlwind Twister | Cyclone | Whirlwind Cut
IE1,Scouting by name,Doug Lee,DF,fuego,112,158,44,36,30,55,70,62,57,Sumo Stomp | The Wall | Mole Fake | Divine Stamp
IE1,Scouting by name,Scout Messenger,DF,bosque,154,156,69,61,56,58,63,56,52,Coil Turn | Dash Accelerator | Whirlwind Cut | Cyclone
IE1,Scouting by name,Sam Murray,DF,aire,107,142,67,54,52,69,35,68,59,Shadow Stitch | Poison Fog | Clone Faker | Clone Shot
IE1,Scouting by name,Drew Reiner,DF,tierra,165,168,66,71,70,66,62,68,63,Coil Turn | Blade Attack | Spider Web | Cross Drive
IE1,Scouting by name,Reg Thrift,DF,tierra,94,146,45,56,54,63,77,53,60,Coil Turn | Quick Draw | Spider Web | Illusion Ball
IE1,Scouting by name,Dan Vega,DF,bosque,167,154,66,64,62,60,64,62,68,Ghost Pull | Afterimage | Spider Web | Bamboo Pattern
IE1,Scouting by name,Walter Walken,DF,aire,127,128,44,42,48,49,50,51,73,Coil Turn | Monkey Turn | About Face | Back Tornado
IE1,Scouting by name,Des Ainer,MC,fuego,160,158,71,60,61,63,34,60,59,Sumo Stomp | Earthquake | Bewildered | Dirt Ball
IE1,Scouting by name,Bryce Bergman,MC,fuego,165,140,45,61,59,60,64,69,60,Dash Accelerator | Breakthrough | Utter Gutsiness Bat | Emperor Penguin No.2
IE1,Scouting by name,Tim Bergoods,MC,aire,198,134,51,52,62,52,78,39,62,Bewildered | Zigzag Spark | Poison Fog | Dash Storm
IE1,Scouting by name,Holly Cricket,MC,fuego,118,156,61,70,48,63,63,67,56,Breakthrough | Fake Ball | Poison Fog | Kung Fu Header
IE1,Scouting by name,Grew Driver,MC,aire,165,172,67,64,64,64,68,64,64,Zigzag Spark | Cross Drive | Clone Faker | Twin Boost
IE1,Scouting by name,Waite Forrit,MC,tierra,165,140,61,55,59,58,59,68,59,Kung Fu Header | Whirlwind Twister | Clone Shot | Divine Stamp
IE1,Scouting by name,Garland Gathers,MC,tierra,118,124,56,44,52,44,52,61,46,Magic | Teleport Shot | Illusion Ball | Freeze Shot
IE1,Scouting by name,Cameron Hameha,MC,bosque,129,116,44,49,58,44,46,55,50,Rodeo Clown | Magic | Afterimage | Moonsault
IE1,Scouting by name,Bert Neptune,MC,bosque,178,178,64,70,64,64,62,61,61,Attack Scan | Defence Scan | Harvest | Freeze Shot
IE1,Scouting by name,Ton Nino,MC,aire,151,150,66,60,63,56,55,71,63,Flurry Dash | Zigzag Spark | Blade Attack | Clone Shot
IE1,Scouting by name,Phil Occifer,MC,bosque,169,176,51,55,65,44,60,61,62,Magic | Black Magic | Ghost Pull | Psycho Shot
IE1,Scouting by name,Vinny O'Gaines,MC,bosque,158,133,46,61,64,52,52,52,55,Black Magic | Afterimage | Cyclone | Clone Shot
IE1,Scouting by name,Bobby Peel,MC,tierra,165,146,60,62,55,56,59,52,62,Bewildered | Blade Attack | Clone Faker | Rolling Hell
IE1,Scouting by name,Biron Pendexter,MC,bosque,112,192,62,68,53,71,63,60,59,Dash Accelerator | Zigzag Spark | Clone Faker | Dash Storm
IE1,Scouting by name,Harry Redcastle,MC,aire,121,178,63,60,53,69,52,56,60,Flurry Dash | Zigzag Spark | Wrath Shot | Back Tornado
IE1,Scouting by name,Ollie Seeker,MC,tierra,112,133,71,60,52,58,52,63,62,Sumo Stomp | Mole Fake | The Wall | Dirt Ball
IE1,Scouting by name,Gabriel Shekinah,MC,aire,79,132,62,58,82,60,52,64,56,Whirlwind Twister | Spiral Shot | Whirlwind Cut | Cross Drive
IE1,Scouting by name,Rupert Spiers,MC,aire,127,152,55,64,70,70,74,68,63,Flurry Dash | Breakthrough | Utter Gutsiness Bat | Dash Storm
IE1,Scouting by name,Daley Switcher,MC,tierra,132,176,61,66,63,63,59,60,56,Bewildered | Spinning Cut | Spinning Shot | Dash Storm
IE1,Scouting by name,Kay Acker,DL,aire,182,144,58,71,48,60,62,74,60,Phantom Shot | Tiro ripetuto | Clone Faker | Back Tornado
IE1,Scouting by name,Dave Altair,DL,aire,213,136,61,63,57,58,53,69,60,Dash Accelerator | Spiral Shot | Patriot Shot | Shine Drive
IE1,Scouting by name,Manny Atom,DL,fuego,213,148,67,59,54,68,64,61,54,Dash Accelerator | Wrath Shot | Run Ball Run | Zigzag Spark
IE1,Scouting by name,Gene Bottle,DL,aire,83,138,62,60,40,68,52,69,52,Doppelganger | Spinning Shot | Afterimage | Divine Arrows
IE1,Scouting by name,Ashley Dale,DL,bosque,187,160,55,60,78,61,70,61,68,Rolling Kick | Phantom Shot | Afterimage | Utter Gutsiness Bat
IE1,Scouting by name,Ike Doerflinger,DL,bosque,138,152,53,60,58,61,52,56,52,Spinning Shot | Utter Gutsiness Bat | About Face | Boost Glider
IE1,Scouting by name,Ben Evolent,DL,aire,169,154,68,52,60,60,52,59,52,Snake Shot | Phantom Shot | Meteor Attack | Run Ball Run
IE1,Scouting by name,Ashley Fay,DL,aire,123,100,62,56,40,51,40,57,52,Snake Shot | Wrath Shot | Illusion Ball | Back Tornado
IE1,Scouting by name,Mo Hawkes,DL,fuego,140,141,60,69,47,63,60,62,60,Sumo Stomp | Mole Fake | Earthquake | Dirt Ball
IE1,Scouting by name,Eggbert Heading,DL,bosque,217,140,68,53,58,71,38,76,62,Attack Scan | Defence Scan | Rolling Kick | Psycho Shot
IE1,Scouting by name,Monty Hillary,DL,tierra,88,146,42,56,59,63,65,64,52,Phantom Shot | Attack Scan | Defence Scan | Twin Boost
IE1,Scouting by name,Jimmy Mach,DL,aire,158,149,52,61,60,58,79,76,50,Grenade Shot | Afterimage | Cyclone | Back Tornado
IE1,Scouting by name,Pat Maclean,DL,aire,167,168,63,64,62,69,60,60,68,Rolling Kick | Dynamite Shot | Bewildered | Freeze Shot
IE1,Scouting by name,Bill Moony,DL,tierra,103,152,79,53,56,60,64,61,52,Toughness Block | Freeze Shot | Illusion Ball | Bamboo Pattern
IE1,Scouting by name,Will Racer,DL,bosque,171,158,56,61,56,60,60,54,60,Snake Shot | Tarzan Kick | Dirt Ball | Reflect Buster
IE1,Scouting by name,Char Shumaker,DL,tierra,171,132,60,60,59,57,57,59,55,Dynamite Shot | Bewildered | Dirt Ball | Mole Fake
IE1,Scouting by name,Scott Springer,DL,aire,96,134,78,59,63,53,52,60,54,Phantom Shot | Dynamite Shot | Clone Shot | Rolling Hell
IE1,Scouting by name,Derek Terr,DL,fuego,110,138,50,32,31,61,77,58,59,Doppelganger | Phantom Shot | Psycho Shot | Blade Attack
IE1,Scouting by name,George Winters,DL,bosque,140,180,44,72,76,68,79,70,73,Rodeo Clown | Utter Gutsiness Bat | Clone Faker | Clone Shot
IE1,Scouting by name,Evan Yielding,DL,bosque,160,160,53,46,50,60,76,65,64,Psycho Shot | Illusion Ball | Twin Boost | Death Zone
IE1,Special Scouting,Darrel Jeeling,PR,bosque,173,150,47,60,68,46,58,59,53,Grenade Shot | Shine Drive | Shot Pocket | Full Power Shield
IE1,Special Scouting,Paul Peabody,DF,aire,217,192,65,76,62,69,64,73,74,Rodeo Clown | About Face | God Hand | Majin The Hand
IE1,Special Scouting,Miles Ryan,DF,aire,171,174,59,48,46,69,76,64,65,Flurry Dash | Zigzag Spark | Whirlwind Cut | Cyclone
IE1,Special Scouting,Duncan Jump,DF,fuego,209,120,40,48,48,40,43,76,48,Dash Accelerator | Horn Train | Heat Tackle | Dash Storm
IE1,Special Scouting,Saul Dowd,DF,tierra,171,174,52,56,58,54,61,53,63,Sumo Stomp | Ghost Pull | Poison Fog | Earthquake
IE1,Special Scouting,Chester Horse jr.,MC,bosque,158,129,55,72,71,58,63,59,59,Bewildered | Monkey Turn | Utter Gutsiness Bat | Clone Faker
IE1,Special Scouting,Nathin Gaunt,MC,tierra,74,140,40,56,52,61,76,52,61,Bewildered | Monkey Turn | Spider Web | Moonsault
IE1,Special Scouting,Rory Boomer,MC,tierra,171,156,71,62,57,56,60,65,79,Killer Slide | Heat Tackle | About Face | Reflect Buster
IE1,Special Scouting,Erik Eagle,MC,bosque,154,197,79,60,76,64,63,53,71,Spinning Shot | Spinning Cut | Illusion Ball | The Phoenix
IE1,Special Scouting,Cash Barganier,DL,fuego,167,156,43,35,38,52,76,37,61,Comet Shot | Dynamite Shot | Patriot Shot | Shine Drive
IE1,Special Scouting,Saggy,DL,bosque,195,165,77,71,60,70,64,70,67,Dash Accelerator | Attack Scan | Patriot Shot | Reflect Buster
IE1,Special Scouting,Shadow Cimmerian,DL,bosque,193,176,60,74,68,73,63,60,64,Shadow Stitch | Dark Tornado | Doppelganger | Death Zone
IE1,Wi-fi Downloads,Rich Cave,PR,fuego,81,156,44,63,59,56,63,71,63,Tornado Catch | Power Shield | Wood Chopper | Coil Turn
IE1,Wi-fi Downloads,Nester Damus,PR,aire,143,156,63,60,63,61,53,54,56,Black Magic | Killer Blade | Wood Chopper | Counter Strike
IE1,Wi-fi Downloads,Tabor Drummond,PR,tierra,114,146,40,34,29,55,61,58,57,Toughness Block | Wild Claw | Wood Chopper | Full Power Shield
IE1,Wi-fi Downloads,Cal Emarry,PR,bosque,105,150,42,56,52,55,68,57,60,Tornado Catch | Spinning Cut | Whirlwind | Cyclone
IE1,Wi-fi Downloads,Max Scara,PR,aire,127,198,62,62,40,40,40,52,52,Ghost Pull | Magic | Killer Blade | Counter Strike
IE1,Wi-fi Downloads,Lux Sidebottom,PR,fuego,81,158,40,59,52,60,63,61,54,Tornado Catch | Shot Pocket | Mistral | Spider Web
IE1,Wi-fi Downloads,Brook Atwater,DF,aire,151,148,57,60,54,56,53,60,59,Killer Slide | Rolling Kick | Twin Boost | Cyclone
IE1,Wi-fi Downloads,Ace Breaker,DF,tierra,112,170,57,60,67,71,71,68,70,Quick Draw | Bewildered | Cyclone | Dash Storm
IE1,Wi-fi Downloads,Ropert Chapp,DF,aire,92,148,61,64,50,62,55,63,62,Breakthrough | Killer Slide | About Face | Dirt Ball
IE1,Wi-fi Downloads,Horace Coop,DF,bosque,151,116,54,59,44,48,50,60,53,Ghost Pull | Black Magic | Poison Fog | Shadow Stitch
IE1,Wi-fi Downloads,Jack Mate,DF,aire,136,153,62,68,61,69,53,60,56,Killer Slide | Fake Ball | Spinning Cut | Hurricane Arrows
IE1,Wi-fi Downloads,Dexter Ambie,DF,tierra,103,146,68,59,57,54,61,61,52,Quick Draw | Whirlwind Twister | Cyclone | Dash Storm
IE1,Wi-fi Downloads,John Maggie,DF,bosque,121,76,76,79,61,72,31,79,72,Sumo Stomp | Toughness Block | Earthquake | Counter Strike
IE1,Wi-fi Downloads,Chops Denton,MC,fuego,191,132,79,76,46,70,56,76,53,Rodeo Clown | Horn Train | Dirt Ball | Bamboo Pattern
IE1,Wi-fi Downloads,Ainsley Burns,DL,tierra,171,144,46,58,68,51,60,62,63,Sumo Stomp | Grenade Shot | Meteor Attack | Mega Quake
IE1,Wi-fi Downloads,Esau Fagus,DL,aire,85,156,46,52,46,58,41,43,40,Black Magic | Teleport Shot | Psycho Shot | Divine Arrows
IE1,Wi-fi Downloads,Loughrey Mose,DL,aire,143,178,77,69,62,52,52,73,61,Phantom Shot | Wrath Shot | Utter Gutsiness Bat | Whirlwind Cut
IE1,Wi-fi Downloads,Ty Priter,DL,fuego,209,154,71,53,61,52,62,60,54,Rolling Kick | Whirlwind Twister | Wrath Shot | Whirlwind Cut
IE1,Wi-fi Downloads,Percy Verence,DL,fuego,127,173,52,62,64,68,68,72,60,Defence Scan | Attack Scan | Teleport Shot | Divine Arrows
IE2,Raimon,Mark Evans (Mark),PR,tierra,191,184,72,72,70,77,68,69,79,God Hand | Majin The Hand | Fist of Justice | The Earth
IE2,Raimon,Jack Wallside (Jack),DF,tierra,206,165,62,68,62,66,49,54,54,The Wall | Super Armadillo | Mole Fake | Stone Wall
IE2,Raimon,Jim Wraith (Jim),DF,bosque,195,140,58,53,75,59,53,62,60,Coil Turn | About Face | Shadow Stitch | Bamboo Pattern
IE2,Raimon,Bobby Shearer (Bobby),DF,bosque,202,176,76,61,72,76,60,72,72,Killer Slide | Volcano Cut | Back Tornado | Triple Boost
IE2,Raimon,Tod Ironside (Tod),DF,fuego,184,161,54,55,53,56,59,56,65,Monkey Turn | Comet Shot | Utter Gutsiness Bat | Armadillo Circus
IE2,Raimon,Nathan Swift (Nathan),DF,aire,169,156,64,58,68,54,76,58,56,Flurry Dash | Clone Faker | Clone Defence | Fire Rooster
IE2,Raimon,Steve Grim (Steve),MC,aire,154,144,62,64,71,64,71,71,71,Zigzag Spark | Rolling Kick | Shooting Star | Shot Force
IE2,Raimon,Tim Saunders (Timmy),MC,bosque,156,149,63,76,61,60,55,48,58,Whirlwind Twister | Gyro Head | Kung Fu Fighting | Clone Defence
IE2,Raimon,Sam Kincaid (Sam),MC,fuego,167,136,71,57,56,56,52,56,76,Grenade Shot | Bewildered | Fake Ball | Inazuma Drop
IE2,Raimon,Jude Sharp (Jude),MC,aire,191,180,63,79,79,79,76,76,68,Illusion Ball | Twin Boost | Inazuma Break | Death Zone 2
IE2,Raimon,Erik Eagle (Erik),MC,bosque,154,197,79,60,76,64,63,53,71,Spinning Shot | Illusion Ball | Flame Dance | The Phoenix
IE2,Raimon,Maxwell Carson (Max),DL,aire,156,160,60,56,78,64,60,56,62,Quick Draw | Illusion Ball | Dash Storm | Speed Force
IE2,Raimon,Kevin Dragonfly (Kevin),DL,bosque,195,144,71,60,59,61,60,64,70,Dragon Crash | Dragon Tornado | Wyvern Crash | Wyvern Blizzard
IE2,Raimon,Axel Blaze (Axel),DL,fuego,200,176,79,66,76,64,72,68,60,Fire Tornado | Heat Tackle | Inazuma Drop | Fireball Storm
IE2,Raimon,William Glass (Willy),DL,bosque,147,168,56,51,68,57,56,53,60,Jinx | Black Magic | Attack Scan | God Break
IE2,Alpine,Adam Ropes,PR,aire,195,129,62,56,62,62,77,67,66,Aurora Curtain | Mistral | Land of Ice | Double Cyclone
IE2,Alpine,Trent Peggs,PR,tierra,147,144,60,60,59,66,57,66,78,Wood Chopper | Mistral | Whirlwind | Aurora Curtain
IE2,Alpine,Spike Gleeson,DF,bosque,154,149,60,63,65,52,52,60,69,Rodeo Clown | Doppelganger | Spider Web | Shadow Stitch
IE2,Alpine,Milton Bindings,DF,aire,169,153,52,67,57,55,54,60,62,Ghost Pull | Land of Ice | Run Ball Run | Cyclone
IE2,Alpine,Joaquine Downtown,DF,fuego,127,133,57,54,68,59,58,56,60,Land of Ice | Sleeping Dust | Rainbow Arc | Aurora Dribble
IE2,Alpine,Gem Strata,DF,fuego,143,116,56,57,52,53,60,53,60,Horn Train | Super Armadillo | The Wall | Earthquake
IE2,Alpine,Martin Ursus,DF,bosque,189,132,60,69,56,68,56,58,56,Killer Slide | Mole Fake | Land of Ice | Volcano Cut
IE2,Alpine,Kerry Bootgaiter,MC,aire,154,136,62,59,57,60,63,64,60,Whirlwind Twister | About Face | Deceptor Dribble | Rolling Hell
IE2,Alpine,Maddox Rock (Maddox),MC,bosque,167,140,56,60,61,54,61,53,65,Deceptor Dribble | Double Touch | Gyro Head | Aurora Dribble
IE2,Alpine,Pete Bogg,MC,fuego,123,109,60,54,69,57,60,53,58,Double Touch | Meteor Attack | Aurora Dribble | Utter Gutsiness Bat
IE2,Alpine,Robert Skipolson,MC,bosque,132,137,56,52,62,53,68,54,55,Comet Shot | Cross Drive | Hawk Shot | Deceptor Dribble
IE2,Alpine,Sean Snowfield,MC,tierra,195,169,59,65,60,72,72,76,68,Never Give Up | About Face | Super Sumo Stomp | Mega Quake
IE2,Alpine,Horace Onlign,DL,bosque,132,113,55,63,52,52,60,58,60,Rolling Kick | Flurry Dash | Run Ball Run | Freeze Shot
IE2,Alpine,Quentin Rackner,DL,bosque,145,149,56,57,56,58,64,65,64,Freeze Shot | Flurry Dash | Whirlwind Cut | Eternal Blizzard
IE2,Alpine,Roland Climbstein,DL,aire,156,129,65,62,52,59,58,58,61,Cool Up! | Land of Ice | Freeze Shot | Eternal Blizzard
IE2,Cloister Divinity,Crane Kik,PR,bosque,200,149,71,71,76,62,58,75,69,Never Give Up | Flame Breath | Wood Chopper | Clone Block
IE2,Cloister Divinity,Earnest Bookworm,PR,aire,162,145,53,70,60,60,55,55,70,Tornado Catch | Fireball Head | Kung Fu Header | Flame Breath
IE2,Cloister Divinity,Ollie Gami,DF,bosque,171,133,62,57,59,58,57,60,58,Ghost Pull | Black Magic | Teleport Shot | Spider Web
IE2,Cloister Divinity,Parry Waxon,DF,aire,171,129,64,64,68,64,62,60,60,Spider Web | Clone Defence | Black Magic | Divine Stamp
IE2,Cloister Divinity,Max Fortune (Maxi),DF,bosque,213,129,56,67,55,59,68,71,70,Whirlwind Twister | Quick Draw | Kung Fu Fighting | Divine Stamp
IE2,Cloister Divinity,Bri Spark (Sparky),DF,tierra,187,149,56,53,62,52,57,69,64,Poison Fog | Shadow Stitch | Dark Whirlwind | Clone Faker
IE2,Cloister Divinity,Brendan Water,DF,fuego,193,144,53,58,67,56,62,59,53,Sumo Stomp | Super Sumo Stomp | Heat Tackle | Mole Fake
IE2,Cloister Divinity,Lee Dinglite,MC,bosque,184,164,57,52,70,61,56,68,64,Kung Fu Header | Clone Shot | Doppelganger | Moonsault
IE2,Cloister Divinity,Ian Telektual,MC,aire,191,149,60,57,62,52,61,69,56,Clone Faker | Bewildered | Utter Gutsiness Bat | Whirlwind Cut
IE2,Cloister Divinity,Roman Kandel,MC,fuego,176,149,60,61,54,52,57,58,60,Monkey Turn | Heat Tackle | Fire Tornado | Volcano Cut
IE2,Cloister Divinity,Junior Fardream,MC,bosque,187,153,58,53,70,62,60,66,63,Double Touch | Dark Whirlwind | Shadow Stitch | Clone Shot
IE2,Cloister Divinity,Don Ation,DL,aire,151,165,69,60,54,57,52,56,57,Teleport Shot | Kung Fu Header | Whirlwind Twister | Dragon Cannon
IE2,Cloister Divinity,Tyke Wando,DL,bosque,149,132,60,56,65,61,70,58,55,Double Touch | Dragon Crash | Shadow Stitch | Dragon Cannon
IE2,Cloister Divinity,Marshall Artz (Marshall),DL,fuego,215,160,63,56,68,63,68,74,76,Big Moves! | Kung Fu Fighting | Whirlwind Twister | Dual Strike
IE2,Cloister Divinity,Dirk Artz (Dirk),DL,aire,154,180,77,55,68,57,72,52,71,Critical! | Dragon Cannon | Gale Dash | Eagle Buster
IE2,Royal Academy Redux,Joseph King,PR,fuego,200,153,72,75,69,72,55,74,60,Critical! | Beast Fang | Power Shield | Full Power Shield
IE2,Royal Academy Redux,Jimbo Cellar,PR,bosque,165,149,52,76,56,72,54,63,68,Killer Slide | Shot Pocket | Full Power Shield | Spinning Cut
IE2,Royal Academy Redux,Blade Healen,DF,tierra,147,136,53,56,70,60,62,63,62,Killer Slide | Breakthrough 2 | About Face | Double Touch
IE2,Royal Academy Redux,Argie Bargie,DF,bosque,200,153,76,60,62,64,64,79,60,Recovery | Horn Train | Tarzan Kick | Mega Quake
IE2,Royal Academy Redux,Lee Bamboo,DF,fuego,149,137,68,62,68,69,62,59,62,Killer Slide | Breakthrough | Spinning Cut | Breakthrough 2
IE2,Royal Academy Redux,Dawson Little,DF,aire,169,153,73,54,61,54,65,60,53,Quick Draw | Defence Scan | Zigzag Spark | Cyclone
IE2,Royal Academy Redux,Rowan Beltzer,DF,aire,149,136,60,62,63,60,64,69,58,Cyclone | Double Cyclone | Grenade Shot | Back Tornado
IE2,Royal Academy Redux,Maston Color,MC,tierra,169,156,68,53,59,64,53,66,69,Magic | Killer Slide | Super Sumo Stomp | Mole Fake
IE2,Royal Academy Redux,Sue Sparrow,MC,aire,158,164,57,63,64,54,62,59,60,Back Tornado | Cyclone | Poison Fog | Clone Faker
IE2,Royal Academy Redux,Jonah Spark,MC,tierra,195,156,62,64,61,62,70,63,74,Ghost Pull | Illusion Ball | Dark Whirlwind | Shadow Stitch
IE2,Royal Academy Redux,Cosimo Beck,MC,bosque,149,132,59,52,63,60,61,52,68,Dash Accelerator | Moonsault | Utter Gutsiness Bat | Utter Gutsiness Club
IE2,Royal Academy Redux,Eton Messer,MC,bosque,154,165,60,63,70,52,68,56,67,Wrath Shot | Attack Scan | Defence Scan | Invisible Fake
IE2,Royal Academy Redux,Caleb Stonewall,MC,fuego,182,169,75,60,78,60,64,66,69,Move It! | Triple Boost | Breakthrough 2 | Killer Slide
IE2,Royal Academy Redux,Zenn Wildhorse,DL,aire,165,137,60,57,61,61,60,56,64,Rodeo Clown | Phantom Shot | Back Tornado | Armadillo Circus
IE2,Royal Academy Redux,Riley Jamm,DL,bosque,154,129,70,55,64,64,60,69,60,Wrath Shot | Double Wrath Shot | Breakthrough | Death Zone
IE2,Royal Academy Redux,David Samford,DL,bosque,193,193,70,60,78,66,66,67,71,Offence Force | Emperor Penguin No.1 | Breakthrough | Emperor Penguin No.2
IE2,Triple C,Daisy Fields (Daisy),PR,fuego,182,133,60,61,70,67,69,52,71,Flower Power | Claw Slash | Supreme Spin | Table-Turner
IE2,Triple C,Dell Closeout,PR,tierra,145,133,52,60,52,60,55,58,52,Killer Blade | Flower Power | About Face | Claw Slash
IE2,Triple C,Janine Brook,PR,fuego,149,109,62,70,63,62,61,57,58,Toughness Block | Supreme Spin | Utter Gutsiness Bat | Sliding Goal
IE2,Triple C,Rose Pinkpetal,DF,bosque,138,133,52,60,68,60,66,52,52,Fake Bomber | Bubble Gum | Moonsault | Ribbon Shower
IE2,Triple C,Esther Greenland,DF,fuego,154,132,62,67,60,58,68,52,63,Sleeping Dust | Blade Attack | Comet Shot | Shine Drive
IE2,Triple C,Alexia Sand,DF,bosque,151,137,61,56,61,65,60,52,52,Rodeo Clown | Fake Bomber | Bewildered | Circus Block
IE2,Triple C,Amy Spires,DF,bosque,121,112,54,55,56,55,52,60,52,Rodeo Clown | Blade Attack | Spider Web | Steeple Shot
IE2,Triple C,Hellen Hearth (Earth),DF,bosque,123,144,63,52,56,55,60,55,57,Charm Up! | Sleeping Dust | Prima Donna | Bed Of Roses
IE2,Triple C,Peony Cash,MC,fuego,154,124,52,58,60,52,58,62,68,Double Touch | Bubble Gum | Ribbon Shower | Prima Donna
IE2,Triple C,Natalie Sunrise,MC,bosque,160,156,57,58,63,57,67,60,58,Bubble Gum | About Face | Fake Bomber | Breakthrough
IE2,Triple C,Hillary Bush,MC,aire,143,132,63,66,59,71,53,60,54,Ribbon Shower | Spiral Shot | Coil Turn | Rainbow Arc
IE2,Triple C,Bela Bluebells,MC,aire,125,116,56,55,64,63,61,63,59,Spinning Shot | About Face | Monkey Turn | Ribbon Shower
IE2,Triple C,Gayle Revel,MC,bosque,167,109,71,64,60,56,64,63,70,Spiral Shot | Moonsault | Dynamite Shot | Big Fan
IE2,Triple C,Mary Moor,MC,tierra,143,129,56,65,58,56,66,54,69,Rolling Kick | Moonsault | Ribbon Shower | Utter Gutsiness Bat
IE2,Triple C,Lily Willow,DL,bosque,151,132,67,64,62,63,53,56,61,Charm Up! | Butterfly Trance | Ribbon Shower | Sleeping Dust
IE2,Triple C,Suzette Hartland,DL,bosque,162,153,62,65,70,62,68,60,64,Bed Of Roses | Butterfly Trance | Prima Donna | Steeple Shot
IE2,Fauxshore,Darren LaChance,PR,bosque,217,157,60,76,66,79,56,71,64,God Hand | Majin The Hand | Big Fan | Mugen The Hand
IE2,Fauxshore,Wiley Cracker,PR,fuego,138,140,52,64,56,66,60,56,56,Toughness Block | Fireball Knuckle | Utter Gutsiness Catch | Counter Strike
IE2,Fauxshore,Knowle Bathers,PR,aire,180,100,59,59,52,58,59,71,62,Power Shield | Fireball Head | Spinning Cut | Shooting Star
IE2,Fauxshore,Maurice Badgame,DF,tierra,206,133,73,66,52,60,57,65,71,The Wall | Big Fan | Wood Chopper | Table-Turner
IE2,Fauxshore,Mick Mishap,DF,bosque,160,136,60,60,53,60,59,66,60,Shooting Star | Horn Train | Flurry Dash | Rolling Hell
IE2,Fauxshore,Louis Leave,DF,fuego,191,129,69,63,60,70,60,64,52,Utter Gutsiness Club | Horn Train | Heat Tackle | Fake Bomber
IE2,Fauxshore,Drancis Fake,DF,aire,162,160,55,56,60,55,60,60,60,Cool Up! | Circus Block | Coil Turn | Big Fan
IE2,Fauxshore,Spencer Duskplay,MC,aire,147,140,77,52,62,57,52,64,53,Double Grenade | Magic | Big Fan | Utter Gutsiness Club
IE2,Fauxshore,Cannon Random,MC,fuego,169,148,53,62,60,53,68,63,55,Quick Draw | Armadillo Circus | Fireball Head | Flame Breath
IE2,Fauxshore,Alton Cotts,MC,tierra,171,169,60,68,62,71,54,68,71,Grenade Shot | Horn Train | Rainbow Arc | Fake Bomber
IE2,Fauxshore,Ulric Richmen,MC,bosque,151,133,62,61,59,55,57,61,58,Snake Shot | Circus Block | Dirt Ball | Acrobat Bomber
IE2,Fauxshore,Mark Failing,DL,bosque,145,133,61,61,56,57,54,54,55,Bubble Gum | Grenade Shot | Dynamite Shot | Breakthrough
IE2,Fauxshore,Mike Passing,DL,aire,127,141,52,56,71,57,68,57,63,Spiral Shot | Gyro Head | Twin Boost | Three Legged Rush
IE2,Fauxshore,Jonathan Luckyman,DL,bosque,173,149,65,62,62,71,69,61,64,Never Give Up | Rainbow Arc | Three Legged Rush | Dynamite Shot
IE2,Fauxshore,Joe Poker,DL,fuego,158,129,54,62,63,55,67,55,64,Utter Gutsiness Bat | Big Fan | Meteor Attack | Three Legged Rush
IE2,Fauxshore,Dave Fate,DL,tierra,143,136,54,64,54,56,70,62,61,Move It! | Sumo Stomp | Big Fan | Super Sumo Stomp
