juego,nombre,posicion,elemento,tiro,regate,tecnica,defensa,parada,velocidad,aguante,extra
IE2,Carey Vanpark,MC,fuego,51,44,45,55,55,57,63,52
IE2,Garland Gathers,MC,tierra,56,44,52,44,44,52,61,46
IE2,David Burnum,DF,fuego,44,51,52,46,46,48,46,49
IE2,Tad Trinket,MC,fuego,44,47,52,43,43,53,52,48
IE2,Harvey Lifter,DF,tierra,52,53,51,52,52,53,46,52
IE2,Kurt Price,MC,bosque,45,48,47,51,51,41,43,42
IE2,Cameron Hameha,MC,bosque,44,49,58,44,44,46,55,50
IE2,Will Stonehead,DF,fuego,70,57,57,65,65,51,70,59
IE2,Hugh Marble,DF,tierra,61,59,46,46,46,45,54,61
IE2,Urson Brown,PR,bosque,57,61,40,48,48,43,59,56
IE2,Bo Luger,DL,bosque,78,56,54,56,56,54,58,61
IE2,Kim Ono,DL,tierra,53,60,74,61,61,60,56,55
IE2,Bully Thrower,DL,aire,44,54,69,41,41,61,55,57
IE2,Bill Wordsworthy,MC,tierra,45,73,40,43,43,42,41,46
IE2,Mo Lusk,DL,tierra,56,60,60,71,71,53,62,56
IE2,Ben Curd,DF,fuego,70,77,58,79,79,68,68,65
IE2,Powers Squatts,PR,fuego,62,62,40,71,71,28,60,56
IE2,Paisley Onepiece,DF,aire,62,61,51,60,60,52,61,60
IE2,Gauge Diven,DF,fuego,54,61,59,61,61,57,55,55
IE2,Zane Laughead,MC,aire,56,63,44,70,70,57,67,54
IE2,Daz Tighthead,PR,bosque,68,76,62,69,69,63,70,64
IE2,Sandy Beecher,DL,aire,61,59,52,59,59,58,65,62
IE2,Ty Priter,DL,fuego,71,53,61,52,52,62,60,54
IE2,Nick Savers,PR,aire,71,70,68,72,72,40,76,65
IE2,Percy Wrench,MC,fuego,63,60,48,48,48,40,60,59
IE2,Max Scara,PR,aire,62,62,40,40,40,40,52,52
IE2,Jonny Strutt,DL,bosque,40,48,53,55,55,57,47,46
IE2,Larry Oldman,DL,tierra,36,49,44,40,40,53,54,41
IE2,Dom Anding,MC,tierra,52,60,43,62,62,61,69,63
IE2,Pip Goodweather,PR,tierra,53,59,57,59,59,60,61,52
IE2,Bamber Mandrina,DF,bosque,32,71,31,78,78,36,79,30
IE2,Scrap Salvadge,PR,tierra,60,57,44,44,44,68,57,52
IE2,Michael Angeloni,PR,aire,40,60,74,46,46,60,56,61
IE2,Ryder Wheeling,DF,tierra,60,55,49,44,44,48,56,49
IE2,Stu Venier,DF,fuego,41,59,58,52,52,62,68,54
IE2,Linden Dray,DF,bosque,41,57,64,45,45,57,55,60
IE2,Patsy Cornish,MC,fuego,41,56,62,43,43,58,62,57
IE2,Sharkey Gobble,DF,aire,54,62,59,60,60,57,58,52
IE2,Olly Popman,MC,aire,67,63,61,58,58,53,60,62
IE2,Tyche Winham,PR,bosque,60,56,59,58,58,63,60,52
IE2,Page Helper,MC,tierra,49,55,57,59,59,77,54,52
IE2,Barry Lugh,DL,aire,42,58,59,54,54,64,67,62
IE2,Jen Quibble,PR,tierra,56,67,40,70,70,62,67,58
IE2,Dan Drobium,DL,bosque,52,60,62,53,53,56,62,57
IE2,Lyle O'Day,DL,tierra,60,61,56,52,52,60,60,62
IE2,Crane Clawson,MC,aire,60,64,60,68,68,56,52,61
IE2,Raven Crowe,DF,tierra,70,55,52,66,66,37,67,61
IE2,Shirley Ladyman,DF,bosque,51,31,30,53,53,68,60,62
IE2,Cody Barani,PR,tierra,47,35,32,61,61,68,61,52
IE2,Bob Shishker,DL,fuego,44,54,52,56,56,62,37,57
IE2,Pica Vellosum,DL,tierra,59,56,56,56,56,52,60,63
IE2,Sascha Powder,PR,fuego,51,36,33,60,60,68,56,60
IE2,Gore Lyath,MC,fuego,52,54,63,53,53,59,56,62
IE2,Marty Gras,DL,aire,58,53,40,51,51,47,53,58
IE2,Bob Dingnagian,MC,tierra,46,56,59,60,60,60,63,59
IE2,Hugh Dyer,PR,tierra,48,56,61,52,52,70,71,60
IE2,Carl Penter,DL,tierra,66,53,54,52,52,59,73,58
IE2,Jebb Ettow,DL,tierra,60,60,63,56,56,56,57,54
IE2,Julian Siezer,DL,tierra,40,32,34,58,58,64,60,58
IE2,Bill Dozer,PR,tierra,54,57,52,56,56,54,52,59
IE2,Benny Factor,PR,fuego,56,61,54,56,56,58,63,58
IE2,Roman Candler,MC,fuego,44,52,70,45,45,62,52,53
IE2,Ray Whitehead,MC,bosque,49,59,62,60,60,70,62,58
IE2,Aston Isher,MC,fuego,66,54,53,54,54,60,57,57
IE2,Grover Bearing,PR,fuego,61,54,52,57,57,52,58,60
IE2,Andy Sided,DF,tierra,63,66,60,67,67,59,59,52
IE2,Phil O'Biblist,MC,fuego,65,58,60,67,67,30,52,61
IE2,Roy Plimsole,PR,aire,47,52,56,55,55,69,58,57
IE2,Jem Paste,PR,bosque,46,57,63,55,55,61,64,56
IE2,Mike Creasewell,MC,aire,58,67,58,67,67,54,60,63
IE2,Hale Quinn,DF,fuego,61,69,57,68,68,35,75,52
IE2,Al Askan,DL,tierra,49,63,76,69,69,53,56,62
IE2,Scot Chopper,DF,bosque,48,28,30,62,62,70,59,56
IE2,Nick Templeton,DL,fuego,45,58,67,47,47,55,59,52
IE2,Butler Chambers,DL,fuego,71,58,40,42,42,48,60,56
IE2,Pip Skinner,PR,bosque,41,52,65,46,46,56,57,53
IE2,Dan Vega,DF,bosque,66,64,62,60,60,64,62,68
IE2,Manny Kinsland,DL,tierra,55,63,46,68,68,56,60,57
IE2,Chick Adiddy,DL,fuego,52,62,56,69,69,63,56,55
IE2,Jig Charleston,MC,tierra,60,76,61,56,56,56,69,61
IE2,Powers Flawless,PR,tierra,57,65,52,60,60,60,58,56
IE2,Alistair Horizon,MC,bosque,42,63,77,40,40,61,61,59
IE2,Tim Bergoods,MC,aire,51,52,62,52,52,78,39,62
IE2,Lux Sidebottom,PR,fuego,40,59,52,60,60,63,61,54
IE2,Nat Picker,MC,fuego,51,32,28,56,56,68,52,56
IE2,Harold Derry,DF,fuego,38,34,34,68,68,60,64,68
IE2,Josh Rogan,MC,fuego,55,60,52,47,47,52,53,52
IE2,Ronny O'Mania,DF,aire,62,63,56,56,56,54,54,60
IE2,Buck Teachey,DF,tierra,54,60,54,60,60,60,52,56
IE2,Rayburn Lightly,MC,bosque,55,54,55,60,60,57,61,58
IE2,Pat Greene,MC,fuego,53,56,44,41,41,46,58,63
IE2,Sylver Stone,DL,tierra,46,57,52,56,56,68,66,62
IE2,Equin Knocks,MC,fuego,60,60,58,64,64,60,56,54
IE2,Hans Bigger,DF,bosque,59,60,52,60,60,56,53,60
IE2,Creed Wrighter,DL,bosque,55,56,58,53,53,56,60,53
IE2,Fran Zimmer,DF,aire,60,56,53,61,61,55,64,56
IE2,Chaz Anover,MC,bosque,53,62,53,61,61,58,56,53
IE2,Kurt O'Graphy,DF,bosque,45,56,56,53,53,62,68,52
IE2,Pace Storey,DL,fuego,52,48,61,55,55,53,58,52
IE2,Paddy Streehan,PR,bosque,58,61,47,43,43,41,58,55
IE2,Carson Haynes,DF,bosque,58,60,56,58,58,57,60,66
IE2,Earl Grayson,DF,bosque,64,65,60,71,71,67,64,60
IE2,Pip Aminty,DF,tierra,61,67,61,70,70,59,55,57
IE2,Noel Vacancies,PR,fuego,57,65,59,70,70,52,62,54
IE2,Jon Quill,DL,bosque,68,62,56,53,53,54,63,54
IE2,Bill Looney,DF,bosque,52,61,72,63,63,61,53,52
IE2,Dan Nettles,PR,bosque,62,60,58,60,60,61,38,53
IE2,Clark Watcher,DF,tierra,45,56,56,63,63,69,60,55
IE2,Tim Eisback,DF,bosque,48,58,57,57,57,69,60,58
IE2,Sam Aritan,MC,bosque,52,61,47,47,47,49,57,62
IE2,Cal Emarry,PR,bosque,42,56,52,55,55,68,57,60
IE2,Bambis Shakin,DL,tierra,50,57,59,57,57,76,55,60
IE2,Zin Giber,MC,bosque,41,59,54,58,58,74,59,54
IE2,Wes Abbey,DL,bosque,68,64,64,61,61,62,66,60
IE2,Alec Dote,PR,aire,41,55,64,40,40,60,58,60
IE2,Dougie McFlea,MC,aire,52,56,62,61,61,57,59,59
IE2,Jacky Lantern,PR,fuego,60,46,45,67,67,34,54,49
IE2,Matt Tudor,DF,fuego,29,46,44,79,79,56,62,50
IE2,Gabriel Shekinah,MC,aire,62,58,82,60,60,50,64,56
IE2,Biron Pendexter,MC,bosque,62,68,53,71,71,63,60,59
IE2,Rod Entwhistle,PR,aire,66,58,56,68,68,39,79,60
IE2,Toby Patient,DF,bosque,44,57,55,60,60,71,32,58
IE2,Glen Garry,MC,aire,48,51,44,44,44,51,48,40
IE2,Bill Yards,PR,bosque,61,55,47,46,46,44,57,60
IE2,Kay Acker,DL,aire,58,71,48,60,60,62,74,60
IE2,Django Keyes,PR,aire,43,76,46,76,76,42,38,41
IE2,John Demi,DF,tierra,59,62,60,71,71,62,60,57
IE2,Sage Wisdom,MC,tierra,49,63,60,56,56,64,52,59
IE2,Nick Washing,DF,bosque,54,69,48,67,67,53,64,60
IE2,Steve Pinner,PR,bosque,43,52,61,62,62,61,52,61
IE2,Vance Bookings,PR,tierra,49,33,39,55,55,66,76,56
IE2,Bud Dahman,DL,bosque,54,56,51,48,48,43,59,54
IE2,Reagan Boneman,MC,bosque,54,57,54,63,63,58,63,60
IE2,Erhard Blower,DL,aire,54,60,62,55,55,54,56,52
IE2,Jack Tradesman,DL,tierra,59,54,61,60,60,56,61,61
IE2,Rufus Judge,DL,fuego,52,58,52,61,61,52,52,63
IE2,Ace Fettick,PR,tierra,42,44,49,69,69,43,40,61
IE2,Lance Lotts,PR,bosque,62,56,53,59,59,63,61,62
IE2,Attley Hightable,PR,bosque,46,62,69,48,48,55,59,57
IE2,Jim Nastick,DL,bosque,60,61,55,64,64,55,59,59
IE2,Theo Riser,MC,fuego,42,60,60,64,64,43,44,48
IE2,Weldon Wrought,DF,aire,41,55,62,42,42,62,55,58
IE2,Seymour Senary,DL,fuego,45,55,52,56,56,71,62,59
IE2,Finn Carper,PR,tierra,62,52,49,60,60,42,63,57
IE2,Herc Bigsby,DF,tierra,56,62,56,71,71,54,60,56
IE2,Bramley Cox,DL,aire,64,62,54,71,71,61,52,60
IE2,Mitch Hett,DL,aire,54,53,72,59,59,57,58,55
IE2,Mo Zarella,MC,bosque,70,60,61,66,66,29,63,53
IE2,Scout Messenger,DF,bosque,69,61,56,58,58,63,56,52
IE2,Paul Chucker,PR,bosque,61,52,51,44,44,43,63,58
IE2,Andy Wallpole,MC,fuego,61,61,62,54,54,56,67,56
IE2,Solomon Justice,MC,bosque,62,60,53,53,53,59,62,56
IE2,Mark Tinney,MC,tierra,60,58,56,53,53,52,53,60
IE2,Archy Medez,PR,aire,53,60,62,54,54,63,60,58
IE2,Jay Pan,PR,tierra,64,79,48,52,52,36,52,77
IE2,Jonah Troutman,DL,bosque,47,59,68,48,48,55,57,58
IE2,Carl Nivor,PR,bosque,48,52,58,52,52,67,64,56
IE2,Phil Occifer,MC,bosque,51,55,65,44,44,60,61,62
IE2,Noah Gerkin,PR,fuego,75,49,48,49,49,44,40,43
IE2,Colin Eager,DL,tierra,52,60,45,49,49,48,52,56
IE2,Don Ringo,PR,tierra,50,48,77,47,47,43,48,39
IE2,Nick Crew,PR,fuego,45,57,60,43,43,60,59,61
IE2,Ivor Parrot,MC,aire,62,52,48,51,51,41,62,56
IE2,Matthew Pencil,DL,bosque,34,41,43,50,50,53,51,44
IE2,Ropert Chapp,DF,aire,61,64,50,62,62,55,63,62
IE2,Hal LeButt,PR,aire,41,52,68,44,44,59,63,60
IE2,Al Chemmy,DF,fuego,69,68,60,65,65,64,62,60
IE2,Rob Zervatory,DL,bosque,68,52,58,57,57,62,63,52
IE2,Joe Stick,MC,fuego,48,63,61,43,43,54,62,58
IE2,Nick Turine,DF,bosque,70,62,59,63,63,44,64,53
IE2,Marc O'Lepsy,DF,bosque,68,61,58,60,60,57,62,57
IE2,Jim Makegood,DL,bosque,42,52,62,57,57,64,70,60
IE2,Vin Spinner,DF,aire,46,29,39,59,59,68,60,60
IE2,Grew Driver,MC,aire,67,64,64,64,64,68,64,64
IE2,Ed Dupee,DF,bosque,40,28,38,53,53,68,60,60
IE2,Hank Shortman,MC,aire,47,52,74,43,43,52,61,52
IE2,Aaron Peacy,PR,tierra,42,54,56,59,59,71,52,52
IE2,Harvey Sweats,DL,bosque,66,61,60,68,68,35,60,54
IE2,Harry Overton,PR,bosque,52,68,44,68,68,62,60,56
IE2,Archie Tate,PR,aire,40,28,31,52,52,71,53,60
IE2,Neville List,DF,bosque,40,57,55,52,52,74,70,52
IE2,Lee Dorr,PR,fuego,48,44,42,42,42,44,47,48
IE2,Sam Which,PR,aire,69,63,60,62,62,56,60,56
IE2,Dwight Self,DL,aire,65,52,54,53,53,56,70,56
IE2,Shep Shank,DL,aire,48,55,61,53,53,62,55,61
IE2,Dylan Swan,DL,tierra,44,40,40,43,43,49,41,47
IE2,Theo Bernoulli,MC,bosque,60,70,51,68,68,56,70,55
IE2,Sul Tarner,MC,bosque,60,60,57,65,65,52,54,54
IE2,Silas Scrooge,DF,fuego,70,73,68,65,65,64,67,60
IE2,Mario Nette,DF,tierra,43,45,47,48,48,48,44,42
IE2,Telly Fonbocks,MC,fuego,62,54,60,53,53,59,52,52
IE2,Bones Size,DF,bosque,45,55,61,59,59,74,60,54
IE2,Frank Koshar,DL,aire,54,61,40,64,64,58,67,56
IE2,Keifer Tiliser,DF,fuego,63,60,62,64,64,62,63,53
IE2,Jak Hammerslam,DL,fuego,43,59,52,63,63,66,64,60
IE2,Rob Freeby,DL,tierra,65,63,55,67,67,28,60,56
IE2,Chris Talise,DF,bosque,41,34,32,59,59,68,60,57
IE2,Derek Longhand,DL,bosque,63,68,53,68,68,62,58,61
IE2,Manny Gerry,DL,fuego,43,57,72,46,46,57,60,52
IE2,Des Count,DF,aire,62,60,63,71,71,63,60,54
IE2,Rocky Rollans,DF,fuego,62,71,61,68,68,63,63,56
IE2,Shaun Staid,PR,aire,43,61,53,61,61,79,77,56
IE2,Heath Freke,PR,tierra,64,56,63,52,52,56,61,60
IE2,Olly Gammy,MC,tierra,51,68,50,44,44,48,69,66
IE2,Aidan Model,DL,fuego,64,54,40,49,49,44,61,60
IE2,Mick Thatcher,PR,tierra,44,59,72,44,44,54,52,61
IE2,Owen Greenfield,MC,bosque,60,67,72,64,64,63,63,60
IE2,Charlie Krelborn,DL,tierra,41,59,65,41,41,61,55,62
IE2,Rory Circles,MC,tierra,45,37,36,55,55,62,63,63
IE2,Barry Sterr,MC,aire,41,63,61,48,48,53,62,61
IE2,John Baird,MC,tierra,56,60,54,65,65,57,60,60
IE2,Tyson Moodey,PR,bosque,40,54,61,55,55,77,61,61
IE2,Al Istatin,MC,fuego,61,57,60,59,59,56,65,59
IE2,Paddy Popper,MC,aire,74,61,63,52,52,53,55,57
IE2,Dwayne Woo,MC,aire,63,63,54,60,60,56,77,63
IE2,Pete Sadow,MC,fuego,40,62,52,61,61,76,72,60
IE2,Troy Glodight,DF,tierra,60,60,60,79,79,62,56,52
IE2,Chris Hypogee,MC,tierra,46,60,62,48,48,56,52,59
IE2,Connor Bation,DL,bosque,55,59,45,41,41,44,56,61
IE2,Rhys Masher,MC,aire,58,52,49,48,48,45,55,61
IE2,Charlie Shearing,DF,bosque,59,61,52,55,55,62,60,56
IE2,Al Mannack,DF,tierra,40,56,63,63,63,63,60,55
IE2,Nathan Weyton,DF,aire,45,33,33,54,54,64,63,60
IE2,Simon Stryker,PR,bosque,45,60,61,46,46,56,59,60
IE2,Will Bayeux,PR,tierra,61,57,55,62,62,58,55,52
IE2,Thomas Ediston,MC,bosque,59,76,60,68,68,56,53,75
IE2,Aubry Dient,PR,fuego,63,61,55,64,64,35,69,60
IE2,Les Tarrant,PR,aire,52,63,40,44,44,47,53,56
IE2,Sim Cope,DF,fuego,42,56,63,56,56,68,60,60
IE2,Cal O'Rees,DF,tierra,49,62,56,52,52,67,63,52
IE2,Ringo Spinning,PR,fuego,60,62,44,65,65,52,62,60
IE2,Dec O'Rator,DL,aire,55,62,50,45,45,49,54,59
IE2,Pat Shinko,DF,fuego,43,37,28,61,61,76,56,59
IE2,Ryan Ferry,DL,aire,58,58,51,46,46,44,60,61
IE2,Les Belisha,DL,fuego,59,68,54,65,65,53,62,55
IE2,Tim Crochett,DF,aire,52,62,57,70,70,62,62,53
IE2,Hiroshi Dot,MC,aire,58,70,40,67,67,53,68,53
IE2,Jack Nimble,DF,tierra,50,56,61,43,43,55,56,62
IE2,Patch Upright,DF,fuego,51,62,69,44,44,60,52,57
IE2,Joe Nalist,PR,bosque,63,53,55,68,68,38,68,58
IE2,Esau Fagus,DL,aire,46,52,46,58,58,41,43,40
IE2,Braden Bakewell,DL,tierra,76,33,39,48,48,70,40,44
IE2,Virgil Lantis,DL,tierra,72,58,36,62,62,48,55,40
IE2,Norm Drilling,DL,fuego,57,53,54,58,58,60,57,54
IE2,Kurt Tweedy,DL,bosque,53,62,44,65,65,60,71,52
IE2,Solomon Osaka,DL,aire,47,59,68,42,42,54,54,55
IE2,Pike Tucker,DL,fuego,44,34,28,61,61,64,56,55
IE2,Gary Osoto,DF,aire,48,60,57,56,56,71,61,53
IE2,Dec Orum,DL,bosque,70,56,63,56,56,63,74,60
IE2,Alan Carte,MC,tierra,75,52,45,40,40,51,56,60
IE2,Morgan Iser,MC,bosque,62,53,59,52,52,55,60,54
IE2,Ken Broad,MC,tierra,45,32,31,55,55,62,60,52
IE2,Scot Enguard,DF,tierra,65,60,64,60,60,60,62,64
IE2,Dick Turbin,DF,fuego,44,31,36,54,54,64,56,60
IE2,Benedict Eggers,DF,bosque,64,60,58,71,71,36,65,62
IE2,Beau Painton,MC,fuego,67,52,62,52,52,52,60,60
IE2,Butch Pythons,PR,aire,63,67,61,61,61,60,52,54
IE2,Sam Murray,DF,aire,67,54,52,69,69,35,68,59
IE2,Eathan Ringer,DL,tierra,63,61,61,63,63,36,66,61
IE2,Jack Lumbar,PR,aire,58,60,51,64,64,52,72,55
IE2,Todd Tempole,DF,fuego,61,70,56,65,65,56,54,55
IE2,Jacob Grimley,DL,aire,69,58,44,51,51,44,62,62
IE2,John Coralli,PR,bosque,76,53,52,56,56,53,59,60
IE2,Drew Faxon,DL,bosque,40,52,62,56,56,64,54,54
IE2,Cole Easteroll,DL,bosque,40,51,48,42,42,45,49,40
IE2,Cam Lensman,MC,aire,41,56,66,46,46,52,56,52
IE2,Tighe Windsor,MC,tierra,64,61,56,60,60,32,73,60
IE2,Phil Dippedes,DL,bosque,44,63,60,52,52,70,59,60
IE2,Lenny Lakeman,PR,fuego,54,60,52,46,46,48,52,63
IE2,Vaughn DeVille,DF,aire,55,62,55,55,55,61,66,59
IE2,Arthur Myrddin,DF,fuego,60,58,63,61,61,55,60,54
IE2,Guy Forker,DF,fuego,50,50,44,51,51,48,44,46
IE2,Bob Stretcher,DL,bosque,44,49,54,52,52,46,54,49
IE2,Spike Clutcher,DL,aire,53,53,53,54,54,60,55,56
IE2,Austin Tayssus,MC,bosque,47,56,69,47,47,58,63,57
IE2,Tom Stevenson,DF,fuego,52,56,60,60,60,66,59,52
IE2,Ricky Charmers,DL,bosque,54,52,52,62,62,60,60,63
IE2,Max Hurt,PR,fuego,45,59,52,60,60,69,65,63
IE2,Dexter Raleigh,DF,tierra,46,34,35,59,59,69,55,60
IE2,Pete Pang,PR,fuego,60,70,56,69,69,61,58,52
IE2,Sam Fitspire,PR,bosque,63,63,42,60,60,56,64,60
IE2,Carter Nightly,DF,tierra,68,65,63,61,61,68,60,63
IE2,Daley Switcher,MC,tierra,61,66,63,63,63,59,60,56
IE2,Dexter Ambie,DF,tierra,68,59,57,54,54,61,61,52
IE2,Gill Able,PR,fuego,68,52,60,60,60,59,76,60
IE2,Drew Reiner,DF,tierra,66,71,70,66,66,62,68,63
IE2,Kevin Boardman,PR,aire,41,60,75,42,42,56,61,62
IE2,Andy Craft,DL,bosque,40,40,47,44,44,47,41,40
IE2,Julius Vernon,PR,tierra,77,45,44,76,76,39,51,48
IE2,Robin Sherwood,DL,tierra,49,79,40,70,70,40,49,40
IE2,Ei King,DF,fuego,71,55,56,56,56,60,68,70
IE2,Travis McClean,MC,aire,70,52,54,64,64,39,66,57
IE2,Rusty Spoakes,PR,fuego,40,36,33,61,61,68,62,54
IE2,Clint Wester,DF,aire,67,68,67,68,68,64,68,60
IE2,Pete Nokeyo,DF,bosque,42,54,52,55,55,73,54,59
IE2,Will Racer,DL,tierra,56,61,56,60,60,60,54,60
IE2,Ollie Seeker,MC,tierra,71,60,52,58,58,52,63,62
IE2,Graham Hush,DL,tierra,56,65,60,63,63,58,58,54
IE2,Ronny Knowles,DF,bosque,60,62,40,60,60,60,62,52
IE2,Les Abel,DL,fuego,46,57,57,52,52,64,56,52
IE2,Reg Thrift,DF,tierra,45,56,54,63,63,77,53,60
IE2,Jools Iceberg,DL,fuego,48,52,65,48,48,56,57,54
IE2,Mark Brent,MC,aire,40,54,52,60,60,64,62,60
IE2,Vern Ironfist,DL,bosque,44,63,61,56,56,67,71,52
IE2,Rob Burnsides,DF,aire,46,55,61,62,62,69,63,54
IE2,Ace Bragg,MC,bosque,67,68,65,68,68,66,67,60
IE2,Claude Snap,DL,aire,66,62,61,64,64,67,68,68
IE2,Paul Rush,MC,bosque,60,71,60,68,68,79,62,67
IE2,Guile Crocket,DF,fuego,63,47,44,61,61,72,71,66
IE2,Carey Bean,MC,fuego,60,49,40,69,69,68,61,60
IE2,John Maggie,DF,bosque,76,79,61,72,72,31,79,72
IE2,Chops Denton,MC,fuego,79,76,46,70,70,56,76,53
IE2,Bobby Yellow,PR,bosque,47,44,46,52,52,48,49,44
IE2,Ace Breaker,DF,tierra,57,60,67,71,71,71,68,70
IE2,Percy Verence,DL,fuego,52,62,64,68,68,68,72,60
IE2,Erik Eagle,MC,bosque,79,60,76,64,64,63,53,71
IE2,Bobby Shearer,DF,bosque,76,61,72,76,76,60,72,72
IE2,Paul Peabody,DF,aire,65,76,62,69,69,64,73,74
IE2,Chester Horse Jr,MC,bosque,55,72,71,58,58,63,59,59
IE2,Sagaminator,DL,bosque,77,71,60,70,70,64,70,67
IE2,Jude Sharp,MC,aire,63,79,79,79,79,76,76,68
IE2,Shadow Cimmerian,DL,bosque,60,74,68,73,73,63,60,64
IE2,Neppten,DL,bosque,68,76,76,68,68,79,75,79
IE2,Galileo,PR,bosque,77,68,58,67,67,58,76,59
IE2,Coral,DF,aire,53,57,76,63,63,79,56,56
IE2,Gigs,DF,fuego,60,55,69,67,67,70,56,55
IE2,Ganymede,DF,tierra,64,68,67,58,58,69,68,56
IE2,Charon,DF,fuego,56,55,57,70,70,61,52,70
IE2,Pandora,MC,aire,60,61,76,54,54,66,60,60
IE2,Grengo,MC,tierra,56,66,52,69,69,57,67,65
IE2,Io,MC,fuego,52,60,66,69,69,73,67,63
IE2,Rihm,DL,bosque,60,61,72,61,61,68,63,57
IE2,Janus,MC,bosque,63,63,73,61,61,68,51,71
IE2,Diam,DL,bosque,79,69,68,61,61,52,67,52
IE2,Dvalin,PR,fuego,80,70,57,60,60,60,69,54
IE2,Kenville,DF,fuego,59,53,64,52,52,64,70,60
IE2,Mole,DF,bosque,71,59,73,56,56,76,62,58
IE2,Kayson,DF,aire,67,65,68,60,60,68,70,64
IE2,Tytan,DF,tierra,70,64,54,52,52,60,78,74
IE2,Fedora,MC,fuego,63,56,63,52,52,60,57,60
IE2,Krypto,MC,aire,59,71,61,56,56,72,53,62
IE2,Sworm,MC,bosque,53,68,75,63,63,71,61,68
IE2,Mercury,DL,aire,70,58,61,52,52,71,53,53
IE2,Metron,DL,aire,70,60,71,63,63,67,65,64
IE2,Zell,DL,aire,69,64,52,75,75,63,68,60
IE2,Dvalin,DL,aire,85,80,57,55,55,75,69,54
IE2,Nero,PR,aire,77,60,57,63,63,78,60,70
IE2,Gele,DF,aire,57,53,60,55,55,79,60,56
IE2,Kiburn,DF,fuego,56,63,77,54,54,62,60,62
IE2,Zohen,DF,tierra,68,76,71,70,70,77,56,56
IE2,Hauser,DF,tierra,64,66,65,66,66,58,68,66
IE2,Kormer,MC,fuego,60,64,78,61,61,65,55,60
IE2,Kiwill,MC,bosque,55,58,68,57,57,69,59,61
IE2,Ark,MC,bosque,56,60,78,69,69,72,62,70
IE2,Wittz,DL,bosque,68,67,62,63,63,70,68,67
IE2,Bellatrix,MC,aire,65,65,79,55,55,78,64,68
IE2,Xene,DL,fuego,79,79,73,63,63,62,68,63
IE2,Seymour Hillman,PR,tierra,61,60,69,65,65,60,74,77
IE2,Charles Island,DF,bosque,62,64,68,67,67,75,71,66
IE2,Garret Hairtown,DF,aire,68,75,64,68,68,66,70,68
IE2,Arthur Sweet,DF,tierra,65,79,76,73,73,60,68,67
IE2,Peter Mildred,MC,bosque,68,64,63,63,63,61,68,78
IE2,Josh Nathaniel,MC,bosque,68,78,75,68,68,79,76,78
IE2,Edward Gladstone,MC,fuego,68,61,67,62,62,68,69,70
IE2,Tyler Thomas,MC,tierra,70,63,70,62,62,62,70,73
IE2,Joseph Yosemite,DL,aire,69,64,62,65,65,60,68,69
IE2,Ian Suffolk,MC,fuego,64,70,69,60,60,61,73,76
IE2,Constant Builder,DL,fuego,63,61,63,62,62,60,78,72
IE2,Grent,PR,fuego,78,60,52,61,61,52,56,60
IE2,Baller,DF,bosque,65,64,62,65,65,61,58,71
IE2,Balcke,DF,fuego,71,64,57,63,63,57,60,62
IE2,Seats,DF,bosque,66,62,63,68,68,56,56,70
IE2,Bomber,MC,fuego,55,63,68,62,62,64,70,65
IE2,Heat,MC,bosque,52,79,60,60,60,62,71,55
IE2,Lean,MC,fuego,55,72,70,63,63,69,61,52
IE2,Bountine,MC,bosque,63,62,67,62,62,68,67,64
IE2,Sidern,DL,fuego,52,69,59,52,52,62,70,69
IE2,Claude Beacons,DL,fuego,69,71,64,64,64,66,70,63
IE2,Neppten,DL,bosque,60,65,61,63,63,61,67,60
IE2,Beluga,PR,tierra,70,68,53,66,66,60,60,64
IE2,Arkew,DF,aire,70,67,56,60,60,62,52,69
IE2,Clear,DF,aire,65,67,60,62,62,60,60,68
IE2,Gocker,DF,tierra,69,70,52,64,64,53,54,63
IE2,Icer,MC,aire,58,68,63,60,60,70,65,54
IE2,Balen,MC,tierra,58,69,67,58,58,64,60,62
IE2,Droll,MC,aire,62,68,62,59,59,69,62,61
IE2,Rhine,MC,aire,63,71,61,55,55,60,60,60
IE2,Blown,DL,aire,59,60,56,55,55,68,65,64
IE2,Bryce Whitingale,DL,aire,78,65,76,74,74,66,67,68
IE2,Frost,DL,tierra,60,64,62,56,56,68,68,63
IE2,Ken Ironwall,PR,tierra,68,69,60,66,66,52,68,56
IE2,Timothy Western,DF,aire,57,60,74,61,61,69,53,63
IE2,Wallace Hammond,DF,aire,65,63,68,56,56,68,52,59
IE2,Shirley Stevens,DF,bosque,64,60,59,60,60,56,60,54
IE2,Ian Smith,DF,bosque,71,67,64,58,58,56,66,61
IE2,Taylor Firepool,MC,aire,57,57,62,66,66,60,56,61
IE2,Marge Fielding,MC,aire,60,58,64,53,53,69,58,60
IE2,Marshall Firsthand,MC,bosque,63,58,55,55,55,68,62,62
IE2,Holly Mirror,DL,fuego,67,64,60,71,71,60,68,64
IE2,Victoria Vanguard,MC,aire,70,69,78,66,66,52,69,67
IE2,Joe Kenneddy,DL,bosque,60,68,65,64,64,53,57,56
IE2,Ian Sights,PR,tierra,52,58,60,63,63,69,65,62
IE2,Greene Beray,DF,aire,63,60,73,54,54,52,54,60
IE2,Ryan Tappin,MC,bosque,68,48,68,52,52,54,58,59
IE2,Linda Shadey,DL,aire,69,67,70,60,60,54,57,56
