ID,Type,Name,Tier,Real Tier,Min Power,Kakusei Power,True Power,TP,Element,Secondary type
B2,Dribble,Sprint Warp,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Void,Normal
D4,Dribble,All Delete,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Void,Normal
AE,Dribble,Judge Through 2,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
E1,Dribble,Bungee Thust,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
E9,Dribble,Round Spark,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
B1,Dribble,Sky Walk,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Earth,Normal
BC,Dribble,Noboriryuu,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Earth,Normal
A0,Dribble,Aikido,Lv. 2,Lv. 2,70.0,80.0,80,30.0,Wind,Normal
A4,Dribble,Echo Ball,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wood,Normal
A3,Dribble,Water Veil,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
CE,Dribble,Lightning Accel,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Fire,Normal
BE,Dribble,Fuujin no Mai,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
BF,Dribble,Fuujin no Mai,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
C7,Dribble,Heaven's Time,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
CD,Dribble,Liar Shot,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Fire,Normal
C3,Dribble,Flame Veil,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Fire,Normal
DA,Dribble,Spark Edge Dribble,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Fire,Normal
C9,Dribble,Matador Feint,Lv. 2,Lv. 2,60.0,70.0,70,30.0,Wood,Normal
B6,Dribble,Dash Storm,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Wind,Normal
A8,Dribble,Claymore,Lv. 2,Lv. 2,60.0,70.0,70,30.0,Earth,Normal
E4,Dribble,White Blade,Lv. 2,Lv. 2,60.0,70.0,70,30.0,Wind,Normal
C5,Dribble,Bunshin Feint,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Wood,Normal
D8,Dribble,Zigzag Spark,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Wind,Normal
D0,Dribble,Aggressive Beat,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Fire,Normal
A1,Dribble,Acrobat Keep,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Earth,Normal
A2,Dribble,Illusion Ball,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
C4,Dribble,Presto Turn,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
CA,Dribble,Maboroshi Dribble,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
EA,Dribble,Linear Drive,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
DC,Dribble,Spinning Upper,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wind,Normal
BB,Dribble,Naraku Otoshi,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Normal
CB,Dribble,Meteor Shower,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Normal
E0,Dribble,Burning Summer,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Normal
AB,Dribble,Scissors Bomb,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Earth,Normal
C2,Dribble,Prima Donna,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Earth,Normal
B4,Dribble,Soyokaze Step,Lv. 1,Lv. 1,30.0,40.0,40,20.0,Wind,Normal
C0,Dribble,Fuusen Gum,Lv. 1,Lv. 1,30.0,40.0,40,20.0,Fire,Normal
E3,Dribble,Boomerang Feint,Lv. 1,Lv. 1,30.0,40.0,40,20.0,Earth,Normal
A9,Dribble,Zanzou,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wood,Normal
CF,Dribble,Warp Drive,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wood,Normal
B3,Dribble,Zeroyon,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
BA,Dribble,Naminori Pierrot,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
BD,Dribble,Heat Tackle,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Fire,Normal
AC,Dribble,Shippuu Dash,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Wind,Normal
AD,Dribble,Shippuu Dash,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Wind,Normal
B7,Dribble,Tatsumaki Senpuu,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Wind,Normal
B8,Dribble,Tamanori Piero,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Wind,Normal
E2,Dribble,Hitori One-Two,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Fire,Normal
E7,Dribble,Mad Juggler,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Fire,Normal
B5,Dribble,Dash Accel,Lv. 1,Lv. 1,20.0,30.0,30,20.0,Earth,Normal
,,,,,,,,,,
97,Catch,Buttobi Punch (Armed),Lv. 3,Armed,120.0,130.0,130,60.0,Earth,Punch 1
81,Catch,Mugen No Kabe,Lv. 3,Co-Op 3P,120.0,130.0,130,50.0,Earth,Normal
73,Catch,High Voltage,Lv. 3,Co-Op 3P,120.0,130.0,130,50.0,Wind,Punch 2
98,Catch,Buttobi Punch (Armed),Lv. 3,Armed,120.0,130.0,130,60.0,Earth,Punch 1
89,Catch,King Fire,Lv. 3,Keshin,110.0,120.0,120,60.0,Fire,Normal
8A,Catch,King Fire,Lv. 3,Keshin,110.0,120.0,120,60.0,Fire,Normal
5D,Catch,Great The Hand,Lv. 3,Keshin,110.0,120.0,120,60.0,Earth,Normal
86,Catch,Gigantic Bomb,Lv. 3,Keshin,110.0,120.0,120,60.0,Earth,Normal
87,Catch,Gigantic Bomb,Lv. 3,Keshin,110.0,120.0,120,60.0,Earth,Normal
99,Catch,Majin The Hand (Keshin),Lv. 3,Keshin,110.0,120.0,120,60.0,Earth,Normal
9A,Catch,Majin The Hand (Keshin),Lv. 3,Keshin,110.0,120.0,120,60.0,Earth,Normal
91,Catch,Taikoku Ouka,Lv. 3,MIX,110.0,120.0,120,60.0,Earth,Normal
6D,Catch,Dual Smash,Lv. 3,Co-Op 2P,110.0,120.0,120,50.0,Wood,Normal
7C,Catch,Maou The Hand,Lv. 3,Lv. 3,110.0,120.0,120,60.0,Wood,Normal
5E,Catch,God Catch,Lv. 3,Lv. 3,110.0,120.0,120,60.0,Earth,Normal
6B,Catch,Tamashii The Hand,Lv. 3,Lv. 3,110.0,120.0,120.0,60.0,Fire,Normal
61,Catch,God Hand V,Lv. 3,Lv. 3,100.0,110.0,110,50.0,Earth,Normal
5A,Catch,Omega The Hand,Lv. 3,Lv. 3,100.0,110.0,110,60.0,Earth,Normal
79,Catch,Burai Hand,Lv. 3,Lv. 3,100.0,110.0,110,50.0,Fire,Normal
8C,Catch,God Hand W,Lv. 3,Lv. 3,100.0,110.0,110,50.0,Earth,Normal
67,Catch,Jikuu no Kabe,Lv. 3,Lv. 3,100.0,110.0,110.0,50.0,Wind,Punch 2
8E,Catch,Shining Hole,Lv. 3,Lv. 3,100.0,110.0,110,50.0,Wind,Normal
92,Catch,Destiny Cloud,Lv. 3,Lv. 3,100.0,110.0,110,50.0,Wood,Normal
66,Catch,The End,Lv. 3,Lv. 3,100.0,110.0,110,40.0,Wood,Normal
95,Catch,Big Spider,Lv. 3,Lv. 3,90.0,100.0,100,40.0,Wood,Normal
85,Catch,Counter Drive,Lv. 3,Lv. 3,90.0,100.0,100,40.0,Fire,Normal
8D,Catch,Sand Cutter,Lv. 3,Lv. 3,90.0,100.0,100,40.0,Fire,Normal
65,Catch,Serpent Fang,Lv. 3,Lv. 3,90.0,100.0,100,40.0,Earth,Normal
80,Catch,Mugen The Hand,Lv. 3,Lv. 3,90.0,100.0,100,50.0,Wood,Normal
8B,Catch,Gravity Point,Lv. 3,Lv. 3,90.0,100.0,100,50.0,Wood,Normal
72,Catch,Burn Out V2,Lv. 3,Lv. 3,90.0,100.0,100,50.0,Fire,Normal
5B,Catch,Gigant Wall,Lv. 3,Lv. 3,90.0,100.0,100,50.0,Earth,Normal
6F,Catch,Drill Smasher V2,Lv. 3,Lv. 3,90.0,100.0,100,60.0,Fire,Punch 1
64,Catch,Colosseo Guard Kai,Lv. 3,Lv. 3,80.0,90.0,90,40.0,Earth,Punch 1
58,Catch,Ijigen The Hand,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wood,Normal
8F,Catch,Gyro Saving,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wood,Normal
7E,Catch,Shin Majin The Hand,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Earth,Normal
84,Catch,Excellent Brest Kai,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Earth,Normal
77,Catch,Beast Fang,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Fire,Normal
5C,Catch,Crystal Barrier,Lv. 2,Lv. 2,70.0,80.0,80,30.0,Wind,Normal
75,Catch,Hanafubuki Kai,Lv. 2,Lv. 2,70.0,80.0,80,30.0,Wind,Normal
90,Catch,Shoot Break,Lv. 2,Lv. 2,70.0,80.0,80,30.0,Fire,Normal
59,Catch,Electric Trap,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
69,Catch,Seigi No Tekken,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Punch 2
7B,Catch,Procyon Net,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Wind,Normal
6A,Catch,Double Rocket,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Fire,Punch 1
57,Catch,Ikari no Tettsui,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Earth,Normal
78,Catch,Fence of Gaia,Lv. 2,Lv. 2,70.0,80.0,80,40.0,Earth,Punch 1
7F,Catch,Majin The Hand (Tachimukai),Lv. 2,Lv. 2,60.0,70.0,70,30.0,Wood,Normal
6C,Catch,Tsunami Wall,Lv. 2,Lv. 2,60.0,70.0,70,30.0,Wind,Punch 2
63,Catch,Colosseo Guard,Lv. 2,Lv. 2,60.0,70.0,70,30.0,Earth,Punch 1
93,Catch,Doon Shout,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Wood,Normal
62,Catch,God Hand X,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Fire,Normal
6E,Catch,Drill Smasher,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Fire,Punch 1
71,Catch,Burn Out,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Fire,Normal
83,Catch,Excellent Brest,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Earth,Normal
7D,Catch,Majin The Hand,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Earth,Normal
96,Catch,Buttobi Punch,Lv. 2,Lv. 2,50.0,60.0,60,30.0,Earth,Punch 1
7A,Catch,Full Power Shield,Lv. 2,Lv. 2,50.0,60.0,60,40.0,Fire,Punch 1
60,Catch,God Hand (Tachimukai),Lv. 1,Lv. 1,40.0,50.0,50,20.0,Wood,Normal
88,Catch,Killer Blade,Lv. 1,Lv. 1,40.0,50.0,50,20.0,Wood,Normal
74,Catch,Hanafubuki,Lv. 1,Lv. 1,40.0,50.0,50,20.0,Wind,Normal
68,Catch,Shoot Pocket,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
82,Catch,Worm Hole,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
70,Catch,Burning Catch,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Normal
76,Catch,Power Shield,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Punch 1
94,Catch,Power Spike,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Fire,Normal
5F,Catch,God Hand,Lv. 1,Lv. 1,30.0,40.0,40,20.0,Earth,Normal
,,,,,,,,,,
44,Block,Deep Mist (Armed),Lv. 3,Armed,90.0,100.0,100,70.0,Wood,Block
51,Block,Mochi Mochi Kinako Mochi (Armed),Lv. 3,Armed,90.0,100.0,100,70.0,Fire,Block
24,Block,Dark Space,Lv. 3,Keshin,90.0,100.0,100,70.0,Wood,Normal
3A,Block,Valkyrie Flag,Lv. 3,Keshin,90.0,100.0,100,70.0,Wood,Normal
45,Block,Dragon Storm,Lv. 3,Keshin,90.0,100.0,100,70.0,Wind,Normal
46,Block,Dragon Storm,Lv. 3,Keshin,90.0,100.0,100,70.0,Wind,Normal
48,Block,Hunting Lance,Lv. 3,Keshin,90.0,100.0,100,70.0,Wind,Normal
1E,Block,Strong Tower,Lv. 3,Keshin,90.0,100.0,100,70.0,Earth,Normal
43,Block,Deep Jungle,Lv. 3,Lv. 3 (Co-Op 3P),90.0,100.0,100,40.0,Wood,Block
54,Block,Wonder Trap (Armed),Lv. 3,Armed,90.0,100.0,100,60.0,Wind,Normal
2B,Block,Perfect Tower,Lv. 3,Lv. 3 (Co-Op 3P),90.0,100.0,100,40.0,Wind,Block
3D,Block,Kira Kira Illusion,Lv. 3,MIX,80.0,90.0,90,60.0,Wood,Normal
3F,Block,Kodai No Tsubasa,Lv. 3,MIX,80.0,90.0,90,60.0,Wind,Normal
52,Block,La Flamme,Lv. 3,MIX,80.0,90.0,90,60.0,Fire,Block
1A,Block,Shooting Star,Lv. 3,Lv. 3 (Co-Op 2P),80.0,90.0,90,50.0,Fire,Block
12,Block,Go To Hell,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wood,Normal
27,Block,Dimension Cut,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wood,Normal
34,Block,Bushin Defense,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wood,Normal
1B,Block,Shinkuuma,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wind,Block
11,Block,Go To Heaven,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Wind,Normal
47,Block,Vanishing Cut,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Void,Normal
D,Block,Crazy Sunlight,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
E,Block,Crazy Sunlight,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
F,Block,Crazy Sunlight,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Fire,Normal
4F,Block,Magical Flower,Lv. 3,Lv. 3,80.0,90.0,90,50.0,Earth,Normal
26,Block,Deep Mist,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Wood,Block
2D,Block,Hunter's Net,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Wood,Block
3B,Block,Air Bullet,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Wind,Block
38,Block,Asterisk Rock,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Fire,Block
50,Block,Mochi Mochi Kinako Mochi,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Fire,Block
16,Block,The Mountain,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Earth,Block
4,Block,Atlantis Wall,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Earth,Block
C,Block,Ground Quake,Lv. 3,Lv. 3,80.0,90.0,90,60.0,Earth,Block
1C,Block,Shinkuuma (Mixi-Max),Lv. 3,MIX,70.0,80.0,80.0,20.0,Wind,Block
40,Block,Sargasso,Lv. 2,Lv. 2 (Co-Op 2P),70.0,80.0,80,40.0,Wind,Normal
49,Block,Big Scissors,Lv. 2,Lv. 2 (Co-Op 2P),70.0,80.0,80,40.0,Fire,Normal
33,Block,Block Circus,Lv. 2,Lv. 2 (Co-Op 2P),70.0,80.0,80,40.0,Earth,Normal
4C,Block,Fractal House,Lv. 2,Lv. 2 (Co-Op 3P),70.0,80.0,80,40.0,Earth,Normal
39,Block,Ichiyajou,Lv. 2,Lv. 2 (Co-Op 3P),70.0,80.0,80,50.0,Fire,Block
6,Block,Kattobi Defense,Lv. 2,Lv. 2,70.0,80.0,80,50.0,Earth,Block
28,Block,Demon Cut,Lv. 2,Lv. 2,70.0,80.0,80,60.0,Wood,Block
2A,Block,Barbarian No Tate,Lv. 2,Lv. 2,70.0,80.0,80,60.0,Earth,Block
1F,Block,Snow Angel,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Wind,Normal
32,Block,Frozen Steal,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Wind,Normal
42,Block,Screwdriver,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Fire,Normal
5,Block,Ignite Steal,Lv. 2,Lv. 2,60.0,70.0,70,40.0,Fire,Normal
4D,Block,Magnet Draw,Lv. 2,Lv. 2,60.0,70.0,70,50.0,Wood,Normal
4E,Block,Magnet Draw,Lv. 2,Lv. 2,60.0,70.0,70,50.0,Wood,Normal
22,Block,Senpuujin,Lv. 2,Lv. 2,60.0,70.0,70,50.0,Wind,Block
23,Block,Senpuujin,Lv. 2,Lv. 2,60.0,70.0,70,50.0,Wind,Block
2,Block,Iron Wall,Lv. 2,Lv. 2,60.0,70.0,70,50.0,Earth,Block
17,Block,The Mist,Lv. 2,Lv. 2,50.0,60.0,60,40.0,Wood,Normal
53,Block,Wonder Trap,Lv. 2,Lv. 2,50.0,60.0,60,40.0,Wind,Normal
37,Block,Rolling slide,Lv. 2,Lv. 2,50.0,60.0,60,40.0,Fire,Normal
36,Block,Megaquake,Lv. 2,Lv. 2,50.0,60.0,60,40.0,Earth,Normal
15,Block,The Tower,Lv. 2,Lv. 2,50.0,60.0,60,50.0,Wind,Block
19,Block,Sabaki No Tetsui,Lv. 2,Lv. 2,50.0,60.0,60,50.0,Fire,Block
35,Block,Volcano Cut,Lv. 2,Lv. 2,50.0,60.0,60,50.0,Fire,Block
4B,Block,Heavy Baby,Lv. 2,Lv. 2,50.0,60.0,60,50.0,Earth,Block
3C,Block,Kagenui,Lv. 1,Lv. 1,40.0,50.0,50,30.0,Wood,Normal
3E,Block,Coil Upper,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Wood,Normal
A,Block,Good Smell,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Wood,Normal
29,Block,Desert Storm,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Wind,Normal
31,Block,Flame Dance,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Fire,Normal
1,Block,Earthquake,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Earth,Normal
2C,Block,Power Charge,Lv. 1,Lv. 1,40.0,50.0,50,40.0,Earth,Normal
21,Block,Spinning Cut,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Wind,Block
1D,Block,Super Shikofumi,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Fire,Block
13,Block,The Wall,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Earth,Block
14,Block,The Wall,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Earth,Block
2E,Block,Viva ! Banri No Choujo,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Earth,Block
B,Block,Gravitation,Lv. 1,Lv. 1,40.0,50.0,50,50.0,Earth,Block
18,Block,Cyclone,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
20,Block,Spiral Draw,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
3,Block,Ice Ground,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
4A,Block,Blade Attack,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
8,Block,Killer Whale,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Wind,Normal
25,Block,Dash Train,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Fire,Normal
2F,Block,Fake Bomber,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Fire,Normal
30,Block,Photon Flash,Lv. 1,Lv. 1,30.0,40.0,40,30.0,Fire,Normal
41,Block,Thief Eye,Lv. 1,Lv. 1,20.0,30.0,30,30.0,Wood,Normal
7,Block,Killer Slide,Lv. 1,Lv. 1,20.0,30.0,30,30.0,Wood,Normal
9,Block,Quick Draw,Lv. 1,Lv. 1,20.0,30.0,30,30.0,Wood,Normal
10,Block,Coil Turn,Lv. 1,Lv. 1,20.0,30.0,30,30.0,Wind,Normal
,,,,,,,,,,
EB,,Miximax Transformation,SP,SP,120.0,130.0,130,0.0,Undef,Normal
9B,,Taikoku Ouka (Transformation),SP,MIX,100.0,110.0,110,20.0,Earth,Normal
55,,Normal catch,Lv. 1,Lv. 1,0.0,10.0,10,0.0,Undef,Normal
56,,Normal catch,Lv. 1,Lv. 1,0.0,10.0,10,0.0,Undef,Normal
9D,,Sprint Warp (Mixi-Max),Lv. 3,Lv. 3,90.0,100.0,100.0,50.0,Void,Normal
9E,,Miximax Transformation (SARU),SP,SP,120.0,130.0,130,0.0,Undef,Normal
9F,,Gamma Strike (Mixi-Max),Lv. 3,Lv. 3,100.0,100.0,110.0,60.0,Wood,Long Shoot
