juego,nombre,posicion,elemento,ATT,CTL,DEF
IE2,Brenda Brandish,DL,aire,75,65,51
IE2,Isla Pullens,PR,tierra,45,37,82
IE2,Bob Jammen,PR,fuego,45,36,79
IE2,Hank Cranker,DL,tierra,67,70,53
IE2,Prunella Keep,DL,fuego,69,64,46
IE2,Jimmy Brim,DF,tierra,45,51,65
IE2,Verity Soliz,MC,aire,58,72,51
IE2,Yve Dunbar,PR,fuego,34,42,81
IE2,Cat Selima,MC,tierra,72,75,61
IE2,Aurie Garmer,MC,aire,64,70,69
IE2,Lana Service,DF,aire,59,73,80
IE2,Claire Voyant,MC,bosque,74,79,69
IE2,Algy Kelp,MC,bosque,69,73,64
IE2,Ann Taisie,DL,bosque,78,77,54
IE2,Kelly Scrivens,MC,bosque,69,67,51
IE2,Fern Mycota,DF,fuego,53,55,68
IE2,Lara Creamer,MC,aire,63,71,40
IE2,Kim Knotted,MC,aire,58,72,61
IE2,Nina Trowel,DF,tierra,55,51,60
IE2,Harriet Reaching,PR,aire,37,41,73
IE2,Sadey Stewer,MC,bosque,71,71,54
IE2,June Stagner,DF,fuego,53,61,71
IE2,Lacey Threader,MC,aire,62,66,64
IE2,Marcy Laise,MC,bosque,71,70,55
IE2,Bella Shaded,PR,fuego,42,41,76
IE2,Walter Trope,DF,bosque,63,69,83
IE2,Flora Summars,DL,bosque,72,74,56
IE2,Lucia Ander,MC,fuego,66,70,59
IE2,Rosy Roker,DF,bosque,47,62,69
IE2,Pam Vision,DF,aire,57,70,79
IE2,Ruth Karnes,MC,bosque,69,72,64
IE2,Rose Bedd,MC,fuego,76,67,69
IE2,Bailey Sitter,DL,aire,72,71,45
IE2,Adel Tactor,DF,aire,61,56,74
IE2,Emma Barres,DF,aire,43,51,66
IE2,Orpah Talkington,DL,bosque,65,61,55
IE2,Sable Tatter,DL,fuego,71,78,52
IE2,Shu Maimai,MC,bosque,77,62,69
IE2,Sym Copate,MC,bosque,79,82,78
IE2,Jerry Bateman,DL,bosque,66,67,39
IE2,Fonda Katz,MC,bosque,71,68,62
IE2,Beck Hand,DL,aire,70,77,56
IE2,Sandra Mudd,DL,bosque,66,74,36
IE2,Alexis Watchorn,DL,bosque,61,62,45
IE2,Pete Manter,MC,tierra,74,74,57
IE2,Chris Country,MC,aire,61,63,66
IE2,Paul Steed,DF,tierra,66,70,75
IE2,Ben Whistler,DF,tierra,48,52,70
IE2,Roman Blac,DF,fuego,56,72,76
IE2,Lewis Brownie,DF,aire,58,68,84
IE2,Connor Seuer,MC,fuego,73,75,67
IE2,Kaya Haskell,DL,bosque,75,65,52
IE2,Minnie Stratio,PR,tierra,28,35,65
IE2,Elegance Stuckon,DL,tierra,66,71,52
IE2,Odette Musetta,PR,bosque,38,33,71
IE2,Gertrude Choker,PR,tierra,32,36,66
IE2,Polly Targest,MC,fuego,66,73,70
IE2,Odessa Ryder,MC,aire,64,68,56
IE2,Robyn Weaver,PR,tierra,31,29,64
IE2,Tess Masters,DL,aire,74,63,47
IE2,Cale Sticklin,DL,tierra,71,71,54
IE2,Farris Stickman,DF,aire,53,64,71
IE2,Tim Personator,MC,bosque,74,66,69
IE2,Sherlock Sagers,PR,bosque,39,28,76
IE2,Ryan Haywood,DF,fuego,51,56,67
IE2,Osier Twining,DF,tierra,45,52,65
IE2,Rock Scowlon,DF,aire,44,52,69
IE2,Al Stringer,DF,fuego,49,55,69
IE2,Bill Fierce,MC,bosque,72,69,60
IE2,Rob Otts,PR,tierra,27,27,61
IE2,Chad Jowell,PR,tierra,42,39,72
IE2,Egon Omercer,PR,aire,42,38,71
IE2,Luis Springs,PR,tierra,34,33,67
IE2,Bruce Barkley,DL,fuego,80,83,55
IE2,Chip Spacek,PR,tierra,42,40,81
IE2,Mason Tirell,DF,fuego,51,62,71
IE2,Dale Riverhead,PR,bosque,41,40,73
IE2,Adelpha Lovelace,DF,aire,65,69,79
IE2,Egon Timing,MC,tierra,61,62,49
IE2,Tony Frogge,DL,fuego,66,66,34
IE2,Fred Punch,DF,fuego,52,69,77
IE2,Hannibal Whipp,DF,bosque,44,63,60
IE2,Luke Severin,MC,fuego,66,71,52
IE2,Harry Keenan,DL,fuego,75,81,62
IE2,Nick Uman,DL,fuego,76,70,47
IE2,Mac Robat,DL,bosque,71,83,58
IE2,Ace Slider,PR,tierra,42,38,79
IE2,Olivia Twist,DL,aire,76,69,44
IE2,Wiley Blinks,DL,fuego,65,61,45
IE2,Shona Shopbell,PR,aire,44,39,71
IE2,Crystal Clears,DL,bosque,68,75,44
IE2,Beata Pummel,DL,fuego,60,77,50
IE2,Aya Strand,PR,bosque,41,39,76
IE2,Tara Gaudier,DF,fuego,60,69,77
IE2,James Hearson,MC,bosque,55,60,40
IE2,Anne Somnia,DF,bosque,44,58,70
IE2,Pearl Wann,DF,fuego,48,65,72
IE2,Hugh Dunnit,PR,tierra,44,39,82
IE2,Steve Squander,DL,fuego,77,59,51
IE2,Lehman Rind,MC,bosque,57,70,45
IE2,Ian Fantile,DF,fuego,45,47,65
IE2,Zach Putter,MC,fuego,68,66,54
IE2,Juan Word,PR,fuego,34,32,64
IE2,Alex Copple,PR,tierra,42,44,76
IE2,Jan Jared,DF,fuego,54,54,69
IE2,Bigsby Pigford,DL,aire,68,68,50
IE2,Erica Hogland,DL,bosque,63,71,41
IE2,Ramona Wriston,MC,tierra,71,74,59
IE2,Mark Izushy,PR,tierra,45,37,81
IE2,Vince Tinct,PR,aire,43,41,68
IE2,Daryl Floor,DL,fuego,76,73,42
IE2,Becca Pilgreen,DF,bosque,59,72,80
IE2,Langley Span,DF,tierra,52,62,76
IE2,Swithin Sainte,MC,aire,63,71,60
IE2,Dan Cawarry,DL,fuego,75,65,49
IE2,Hans Freesing,DF,aire,65,68,76
IE2,Peter Fakhoury,MC,aire,62,72,63
IE2,Steve Sancey,MC,bosque,78,82,68
IE2,Michael Gibe,DF,bosque,54,67,66
IE2,Skeet Blaston,MC,tierra,67,67,62
IE2,Achilles Chinner,PR,tierra,37,40,77
IE2,Scott Tickle,DF,tierra,51,63,72
IE2,Junior Cage,DF,bosque,43,66,70
IE2,Terry Namby,DL,tierra,63,55,34
IE2,Joe Chugger,DF,fuego,60,73,80
IE2,Sonny Cinders,DF,aire,63,53,62
IE2,Cash Winfall,DF,fuego,47,61,65
IE2,Lou Fauntleroy,MC,tierra,69,80,63
IE2,Carol Chanter,DF,fuego,45,62,67
IE2,Guy Kogan,DF,aire,59,70,73
IE2,Max Motto,MC,bosque,72,68,55
IE2,Perry Postiche,PR,fuego,40,36,72
IE2,Nelson Levene,DF,tierra,55,58,73
IE2,Kurt Sermons,PR,tierra,44,39,79
IE2,Ed Hartsell,DF,aire,57,60,72
IE2,Chester Takes,MC,bosque,71,76,67
IE2,Curtis Rebell,DL,fuego,71,76,51
IE2,Cody Fink,MC,bosque,68,78,69
IE2,Siria Chattsley,DL,fuego,73,81,55
IE2,Darren Catt,DL,aire,74,64,48
IE2,Garry Planer,PR,tierra,33,36,67
IE2,Glenn Broth,DF,aire,51,60,70
IE2,Harry Angue,DF,aire,50,64,72
IE2,Benny Terra,MC,bosque,55,60,40
IE2,Jasmine Veile,DL,fuego,78,72,59
IE2,Belle Allure,MC,aire,69,69,61
IE2,Doug Lapp,DF,tierra,61,72,81
IE2,Eric Motter,PR,tierra,31,34,82
IE2,Gyll Netters,DL,aire,60,55,45
IE2,Farrah Fairway,DL,fuego,67,72,45
IE2,Jess Winkles,DL,tierra,73,81,56
IE2,Barbara Clector,DF,tierra,45,63,66
IE2,Marilyn Henshaw,PR,tierra,41,39,79
IE2,Nancy Pickney,DF,bosque,52,57,60
IE2,Clay Turnor,PR,fuego,43,38,78
IE2,Horace Shlock,DL,fuego,67,73,40
IE2,Sabrina Passman,DL,tierra,81,77,58
IE2,Harpo Thermier,MC,aire,67,66,70
IE2,August Dyers,MC,fuego,78,75,66
IE2,Nev Puffer,DF,bosque,57,71,67
IE2,Elata Mighty,DF,fuego,59,73,84
IE2,Ben Danna,DL,fuego,71,80,60
IE2,Elsa Roamer,DL,tierra,60,58,30
IE2,Archy Seago,DL,aire,77,78,47
IE2,Erhardt Knead,DF,tierra,44,48,63
IE2,Lynne Mandel,MC,tierra,72,72,59
IE2,Craig Placid,DL,fuego,71,72,49
IE2,Leon Morcey,DF,tierra,57,69,78
IE2,Dom Edarry,MC,tierra,67,68,50
IE2,Jay Asher,DF,tierra,65,68,75
IE2,Toby Cohill,DF,fuego,56,56,67
IE2,Nolene Ider,MC,bosque,64,69,60
IE2,Hoots Knightly,DF,aire,61,70,78
IE2,Bash Beaton,DL,tierra,72,86,56
IE2,Terry Toolan,DL,aire,68,71,47
IE2,Callum Biddy,MC,tierra,59,67,43
IE2,Alan Sumner,DF,tierra,48,74,84
IE2,Trixy Wonder,MC,aire,73,73,55
IE2,Colet First,DF,bosque,56,57,70
IE2,Mac Gabbon,DL,bosque,81,66,41
IE2,Tip Bolster,DF,fuego,47,64,63
IE2,Draco Scallon,DL,aire,68,67,40
IE2,Sofia Brashier,DL,fuego,72,79,62
IE2,Tam Boyish,MC,aire,74,81,61
IE2,Mat Halled,DF,fuego,59,71,79
IE2,James Strang,DL,fuego,65,68,49
IE2,Ian Watchen,MC,bosque,67,80,69
IE2,Rose Snelgrove,DF,aire,51,56,60
IE2,Bert Emmerson,DL,fuego,62,75,36
IE2,Irving Gusher,DL,aire,80,79,48
IE2,Lionel Silent,PR,fuego,43,41,68
IE2,Owen Rage,DF,tierra,45,58,62
IE2,Alice Nutty,DF,fuego,60,56,66
IE2,Conrad Jacket,MC,tierra,70,85,71
IE2,Hilda Bronski,DL,fuego,74,68,51
IE2,Clint Peacock,MC,tierra,73,68,54
IE2,Pace Maker,DL,fuego,73,63,56
IE2,Vanity Percy,PR,tierra,37,32,78
IE2,Phil Pagoda,PR,tierra,40,37,78
IE2,Niki Colbeck,DF,fuego,51,62,76
IE2,Guy Pinnay,MC,bosque,69,68,63
IE2,Wayne Fluke,PR,tierra,34,35,69
IE2,Red Dayers,DF,tierra,56,61,71
IE2,Shay Diebold,DL,bosque,75,74,41
IE2,Tigh Gerwhite,DL,tierra,79,79,59
IE2,Cerise Crane,MC,fuego,63,85,80
IE2,Drack Gorn,DF,aire,68,58,81
IE2,Terry Pinn,PR,bosque,29,45,77
IE2,Justin Cush,PR,fuego,42,41,81
IE2,Bert McClure,DF,aire,43,55,66
IE2,Richard Trogg,DL,fuego,66,68,55
IE2,Shirly Quirk,DF,aire,42,52,64
IE2,Elias Lens,MC,bosque,68,72,68
IE2,Terry Dryden,MC,fuego,56,60,43
IE2,Ardel Kernel,DF,tierra,42,60,68
IE2,Carl Belcher,PR,bosque,32,35,71
IE2,Mal Maroon,DF,aire,45,59,67
IE2,Ralph Fary,DL,bosque,75,76,46
IE2,Floyd Spades,MC,tierra,74,68,58
IE2,Remy Diggun,DF,bosque,54,62,68
IE2,Bern Macmahon,MC,bosque,66,69,52
IE2,Wally Cooper,DF,bosque,61,63,71
IE2,Griff Hardcasel,DL,fuego,73,77,50
IE2,Pat Lubow,DF,bosque,48,50,60
IE2,Wilma Morgan,PR,fuego,37,35,83
IE2,Carys Chaparon,DL,aire,80,74,62
IE2,Claire Hostess,DL,fuego,76,72,44
IE2,Katy Punter,DF,bosque,50,59,66
IE2,Pete Pimento,DL,fuego,75,67,41
IE2,Mary Hugland,PR,tierra,44,43,60
IE2,Lee Screener,DF,bosque,51,66,62
IE2,Camilla Textor,DL,aire,63,72,40
IE2,Bish Beaton,DL,tierra,76,80,51
IE2,Simeon Squareyes,DL,fuego,75,75,43
IE2,Stu Borneman,DF,bosque,54,62,69
IE2,Herbie Garnet,PR,bosque,32,30,61
IE2,Arvin Inkwell,DF,aire,52,58,71
IE2,Rayce Sprinton,MC,aire,62,72,49
IE2,Dreama Bartle,DL,fuego,75,72,42
IE2,Jane Ledbelly,DF,bosque,44,52,66
IE2,Dory O'Bonn,DF,aire,42,46,60
IE2,Selma Heaver,PR,aire,28,35,61
IE2,Kath Leaflin,DF,fuego,51,58,68
IE2,Marg Shuttle,MC,fuego,72,70,55
IE2,Duke Scrubine,PR,tierra,34,40,71
IE2,Waylon Tripp,DL,aire,70,69,48
IE2,Jim Bunner,PR,tierra,33,39,70
IE2,Jon Izumo,DL,bosque,72,77,59
IE2,Del Brighton,DL,tierra,69,68,53
IE2,Haden Safe,DL,fuego,70,68,48
IE2,Lisle Plotter,DL,aire,75,73,41
IE2,Fen Skates,DL,fuego,65,73,50
IE2,Rhoda Dough,DF,bosque,59,56,72
IE2,Neil Seating,MC,aire,72,69,42
IE2,Flo Nighting,DF,aire,45,53,67
IE2,Elinor Maven,DL,bosque,67,70,50
IE2,Kay Gateley,DL,fuego,72,76,54
IE2,Dexter Caise,DF,aire,61,54,73
IE2,Serena Besse,MC,bosque,75,81,71
IE2,Adrian Heartly,DF,bosque,66,68,74
IE2,Cary Fearless,DL,fuego,74,73,47
IE2,Wally Waymire,DF,aire,52,58,68
IE2,Ted Autumn,PR,aire,43,40,82
IE2,Boomer Smolen,PR,tierra,34,36,73
IE2,Hank Ershef,MC,bosque,58,71,60
IE2,Tim Opener,DF,aire,41,49,77
IE2,Hide King,DF,tierra,48,62,76
IE2,Beth Doodle,MC,bosque,63,72,64
IE2,Lamar Bonesteel,MC,tierra,55,60,48
IE2,Dom Round,DF,tierra,43,49,62
IE2,Chip Stocks,DL,tierra,74,81,62
IE2,Blake Nailor,PR,bosque,32,38,82
IE2,Dotty Hickman,MC,aire,65,80,63
IE2,Wright Tandem,DF,aire,54,61,73
IE2,Shaun Bonnie,DF,tierra,44,48,61
IE2,Andrew Hooper,DL,aire,72,74,51
IE2,Toya Boyde,DF,fuego,46,53,62
IE2,Taryn Shyder,DL,aire,74,81,57
IE2,Jasmin Trier,DF,bosque,46,55,65
IE2,Dave Lung,PR,aire,40,45,79
IE2,Teal Redsky,DL,fuego,80,67,50
IE2,Truman Verdy,DF,bosque,51,58,82
IE2,Chance Cerulean,MC,aire,69,79,58
IE2,Amy Peach,MC,aire,75,74,53
IE2,Virgil Amber,PR,tierra,36,35,81
IE2,Grant Stodgell,DL,fuego,80,65,40
IE2,Payne Outler,DF,bosque,57,61,81
IE2,Malcolm Shirker,MC,aire,71,81,53
IE2,Hanna Slack,MC,aire,71,72,54
IE2,Dom Poppy,PR,tierra,37,39,82
IE2,Portia Maricle,MC,bosque,66,74,56
IE2,Susan Doiley,MC,bosque,75,69,55
IE2,Hannah Breer,DL,aire,60,57,36
IE2,Phil Seebold,DL,aire,71,70,44
IE2,Bobbie Tomey,DL,bosque,70,76,44
IE2,Randolph Lords,PR,tierra,34,39,72
IE2,Robin Traylor,MC,fuego,70,82,70
IE2,Fawn Blossom,DF,tierra,46,55,60
IE2,Isabell Mish,MC,bosque,77,80,80
IE2,Rudy Stemper,MC,bosque,55,60,50
IE2,Betty Evenson,MC,tierra,64,71,55
IE2,Harpo Kendrick,DL,fuego,73,82,50
IE2,Colin Glower,MC,fuego,63,74,49
IE2,Tailor Wilden,DL,fuego,67,64,40
IE2,Sim Cebus,PR,bosque,45,39,82
IE2,Sam Banks,MC,fuego,65,63,80
IE2,Frank Homey,DF,tierra,42,59,67
IE2,Gregg Deremer,PR,fuego,44,37,62
IE2,Verne Spring,MC,fuego,81,72,76
IE2,Bryan Klamm,MC,aire,63,70,54
IE2,Colt Youngstein,DF,bosque,66,70,75
IE2,Will Kilmon,MC,bosque,62,61,46
IE2,Milly Vacey,DL,bosque,74,75,47
IE2,Dany Destiny,DF,fuego,52,63,68
IE2,Gary Primo,DL,fuego,80,67,43
IE2,Bobby Duo,DF,bosque,57,61,82
IE2,Stan Treece,MC,aire,67,82,58
IE2,Lillie Quattro,MC,aire,68,75,59
IE2,Eddy Pentaris,PR,tierra,34,40,82
IE2,Candice Mell,MC,bosque,77,68,53
IE2,Alex Dauger,DF,tierra,66,73,80
IE2,Joe Divide,DL,aire,70,71,44
IE2,Sam Willing,DF,bosque,52,62,66
IE2,Mary Antoine,MC,bosque,85,88,68
IE2,Edward Baron,DL,bosque,83,80,61
IE2,Tim Platton,MC,tierra,64,73,53
IE2,Argento Salvage,DF,fuego,56,67,75
IE2,Finn Geld,DL,bosque,83,76,62
IE2,Ian Moray,MC,aire,71,68,55
IE2,Gil Holden,DF,aire,46,63,65
IE2,Doyle Palmer,PR,tierra,35,35,69
IE2,Audry Orange,MC,fuego,62,63,46
IE2,May Apple,MC,tierra,55,60,44
IE2,Ginny White,DL,aire,65,60,30
IE2,Angus Hogg,DL,bosque,60,55,31
IE2,In Chikita,DL,fuego,74,75,49
IE2,Sabrina Carow,DF,aire,62,62,72
IE2,Bob Beelzy,PR,fuego,40,40,79
IE2,Patt Howell,DF,bosque,57,62,66
IE2,Ol Factory,PR,tierra,40,31,73
IE2,Tom Skipper,DL,aire,82,82,51
IE3,Mark Evans,PR,tierra,32,32,88
IE3,Nathan Swift,DF,aire,65,71,72
IE3,Jack Wallside,DF,tierra,42,58,79
IE3,Jim Wraith,DF,bosque,61,63,78
IE3,Tod Ironside,DF,fuego,52,60,70
IE3,Steve Grim,MC,aire,73,76,65
IE3,Tim Saunders,MC,bosque,76,83,63
IE3,Sam Kincaid,MC,fuego,77,72,58
IE3,Maxwell Carson,DL,aire,69,77,56
IE3,Axel Blaze,DL,fuego,85,81,49
IE3,Kevin Dragonfly,DL,bosque,83,69,43
IE3,William Glass,DL,bosque,72,71,48
IE3,Pip Daltry,DF,bosque,55,58,81
IE3,Seymour Hillman,PR,tierra,33,41,83
IE3,Charles Island,DF,bosque,65,67,79
IE3,Garret Hairtown,DF,aire,51,64,77
IE3,Arthur Sweet,DF,tierra,59,69,77
IE3,Peter Mildred,MC,bosque,72,75,75
IE3,Josh Nathaniel,MC,bosque,73,75,64
IE3,Edward Gladstone,MC,fuego,74,78,64
IE3,Tyler Thomas,MC,tierra,80,83,67
IE3,Joseph Yosemite,DL,aire,69,74,57
IE3,Ian Suffolk,MC,fuego,76,76,65
IE3,Constant Builder,DL,fuego,80,77,34
IE3,Ted Poe,DL,bosque,64,79,61
IE3,Marshall Heart,DL,aire,68,80,44
IE3,Dom Foreman,MC,tierra,75,72,67
IE3,Slot MacHines,DF,fuego,56,65,73
IE3,Bill Steakspear,DF,tierra,54,69,72
IE3,Jimmy Mach,DL,aire,66,74,45
IE3,Tony Hacker,MC,bosque,65,74,66
IE3,Dan Rhino,MC,tierra,75,71,52
IE3,Vin Fleetwood,DL,aire,74,73,51
IE3,George Winters,DL,bosque,71,75,52
IE3,Den Hidden,PR,tierra,39,34,77
IE3,Shaun Imago,DF,aire,41,46,66
IE3,Joe Straiter,PR,fuego,32,32,74
IE3,Rupert Spiers,MC,aire,67,76,67
IE3,Mark Sudor,PR,tierra,36,34,71
IE3,Ringo Stagg,DF,aire,54,61,72
IE3,Jody MacGough,DF,tierra,44,58,67
IE3,Jeeves Dropper,MC,aire,60,71,52
IE3,Dan Dandy,DF,aire,52,52,70
IE3,Rory Boomer,MC,tierra,73,70,55
IE3,Tim Toppel,PR,bosque,38,38,70
IE3,Ames Shivers,PR,bosque,35,34,68
IE3,Chris Glover,MC,bosque,72,67,70
IE3,Thor Toise,MC,tierra,62,64,42
IE3,Colin Salts,DL,bosque,69,57,32
IE3,Christian Dear,DF,bosque,56,61,72
IE3,Iggy Loyaller,DL,bosque,69,64,47
IE3,Conan Fox,PR,tierra,29,34,66
IE3,Spike Coiffs,DF,aire,46,62,63
IE3,Roger Rocket,DF,aire,40,47,68
IE3,Bill Teller,DF,bosque,48,63,72
IE3,Billy Nomates,PR,bosque,40,35,77
IE3,Harry Caine,PR,aire,39,39,71
IE3,Martin Sheller,DL,fuego,72,63,51
IE3,Alfie Fine,PR,bosque,36,31,74
IE3,Cameron Mann,MC,tierra,68,68,57
IE3,Don Keys,DL,fuego,61,55,39
IE3,Sonny East,PR,bosque,33,33,61
IE3,Dan Carpenter,PR,tierra,28,33,62
IE3,Doug Walker,PR,tierra,31,35,62
IE3,Joseph King,PR,fuego,36,37,84
IE3,Frank Drake,DF,aire,53,60,69
IE3,Chris Massey,DF,bosque,56,57,66
IE3,Carl Sacks,DL,tierra,69,69,45
IE3,Biff Beeston,PR,bosque,31,35,70
IE3,Lou Beigh,PR,bosque,29,35,66
IE3,Marv Errick,PR,fuego,40,37,77
IE3,Bob Whittle,DL,aire,71,77,49
IE3,Bert Neptune,MC,bosque,71,75,61
IE3,Sol Crater,DL,fuego,66,63,42
IE3,Percy Coldstair,DF,bosque,44,60,66
IE3,Dusky Sunfield,MC,aire,69,67,52
IE3,Rocky Shears,PR,tierra,34,35,78
IE3,Percy Stent,PR,fuego,40,37,71
IE3,Art Pendragon,PR,aire,34,36,71
IE3,Dom Ittory,PR,tierra,32,34,63
IE3,Chaz Biggins,DL,tierra,67,63,45
IE3,Peter Drent,DF,tierra,54,63,82
IE3,Sly O’Hands,PR,aire,35,40,78
IE3,Sean Lavender,DL,bosque,72,66,45
IE3,Ace Server,PR,aire,40,36,77
IE3,Horace Nelson,PR,fuego,36,33,69
IE3,Rex George,PR,aire,37,38,70
IE3,Philip Prince,PR,bosque,28,34,70
IE3,Heath Rower,MC,aire,64,67,53
IE3,Kim Arite,PR,tierra,32,37,78
IE3,Jay Archer,DL,fuego,65,69,48
IE3,Bo Ling,DF,bosque,49,61,66
IE3,Chuck Hardy,DL,aire,66,69,38
IE3,Ben Evolent,DL,aire,72,65,46
IE3,Will Noble,PR,bosque,30,31,61
IE3,Jack Frosty,DF,aire,58,66,72
IE3,Larry Helps,DL,bosque,64,67,44
IE3,Monty Patten,DF,bosque,56,59,70
IE3,Ben Simmons,DF,bosque,58,67,73
IE3,Chunk Gorman,DL,tierra,64,68,45
IE3,Balt Decker,DF,aire,50,55,69
IE3,Drew Crenshaw,DF,tierra,48,61,64
IE3,Stan Trum,DL,fuego,64,69,43
IE3,Sham Spike,MC,tierra,67,67,53
IE3,Rainier Welkin,PR,fuego,31,36,77
IE3,Evan Yielding,DL,bosque,65,65,46
IE3,Phil Anthropic,DL,tierra,78,81,56
IE3,Fane Club,PR,aire,28,29,74
IE3,Slim Lanky,PR,aire,27,27,69
IE3,Pearson Gaze,DF,fuego,41,47,66
IE3,Edward Albion,PR,tierra,36,38,68
IE3,Stu Dent,PR,fuego,36,28,60
IE3,Barry Straw,DL,aire,60,74,30
IE3,Bobby Peel,MC,tierra,68,70,53
IE3,Dan Castella,PR,tierra,34,35,66
IE3,Alan Master,MC,aire,72,77,75
IE3,Bill Moony,DL,tierra,76,66,46
IE3,Buddy Goodman,DF,bosque,46,60,62
IE3,Dex Territy,PR,tierra,35,33,66
IE3,Vinny O’Gaines,MC,bosque,61,70,52
IE3,Ray Deo,PR,aire,34,32,67
IE3,Archie Meades,PR,bosque,32,30,74
IE3,Dave Chaucer,MC,bosque,73,68,53
IE3,Billy Blanc,DL,aire,68,63,36
IE3,Creed Craving,PR,fuego,35,35,70
IE3,Phil Rosey,DL,fuego,67,70,50
IE3,Harry Redcastle,MC,aire,68,67,63
IE3,Sonny Welkin,MC,fuego,71,65,58
IE3,Teddy Kodiak,MC,tierra,66,68,53
IE3,Lloyd Tabb,DF,aire,44,58,68
IE3,Francis Paine,MC,bosque,60,69,53
IE3,Griff Strummer,PR,aire,35,33,70
IE3,Gus Martin,DF,bosque,63,64,76
IE3,Bryce Bergman,MC,fuego,60,71,59
IE3,Fingus Inky,MC,bosque,64,71,60
IE3,Walter Geyser,MC,tierra,66,69,56
IE3,Les Knightley,PR,fuego,33,36,72
IE3,Conor Abley,PR,fuego,36,32,73
IE3,Ainsley Burns,DL,tierra,65,70,41
IE3,Pete Grimes,PR,fuego,29,33,61
IE3,Manny Steele,MC,fuego,63,67,58
IE3,Trey Hugger,PR,fuego,26,36,75
IE3,Jack Mate,DF,aire,56,61,74
IE3,Mike Chequer,PR,fuego,35,33,66
IE3,Berty Adman,PR,tierra,30,34,69
IE3,Troy Carr,DL,aire,68,67,47
IE3,Hollis Ticure,DL,fuego,68,67,45
IE3,Guy Dance,MC,tierra,58,69,60
IE3,Jack Trumper,DL,aire,63,69,37
IE3,Herman Waldon,MC,aire,78,80,65
IE3,John Corder,DL,fuego,68,71,46
IE3,Nigel Bramel,DF,aire,48,60,66
IE3,Hank O’Chief,PR,fuego,33,33,63
IE3,Jess Uplement,MC,tierra,63,65,42
IE3,Alec Smart,PR,fuego,29,30,61
IE3,Rob Anchor,DF,aire,57,62,68
IE3,Brent Cross,MC,fuego,66,62,47
IE3,Albert Wister,PR,tierra,32,36,66
IE3,Nev Erin,DL,aire,71,79,47
IE3,Caz Yewell,PR,fuego,38,34,71
IE3,Conor Trail,PR,aire,34,34,74
IE3,Manuel Gere,DF,aire,46,61,66
IE3,Per Hockside,DL,fuego,62,69,43
IE3,Lee Gleagle,DF,bosque,46,50,63
IE3,Paul Pitcher,DF,tierra,48,60,63
IE3,Turner Fortune,DF,bosque,40,46,76
IE3,John Bloom,MC,fuego,66,86,55
IE3,Walter Walken,DF,aire,44,49,63
IE3,Sal Curie,DF,fuego,48,57,66
IE3,Silver Platt,DF,fuego,52,57,66
IE3,Nick Yergrub,DL,aire,69,70,55
IE3,Mal Inger,DF,tierra,50,59,64
IE3,Jim Cook,DF,aire,48,54,61
IE3,Gus Potter,DF,tierra,46,59,69
IE3,Handel Turnon,PR,fuego,32,30,63
IE3,Peter Malus,MC,tierra,68,70,52
IE3,Colin Lection,DF,fuego,51,56,70
IE3,Brock Twigg,MC,bosque,59,61,68
IE3,Paddy Rise,DF,fuego,52,63,72
IE3,Dustin Westend,DL,aire,65,69,41
IE3,Alfonse Way,MC,tierra,59,60,49
IE3,Pippin Flowers,DL,fuego,69,72,45
IE3,Euan Stamper,DF,bosque,60,48,64
IE3,Derek Swing,MC,aire,63,80,66
IE3,Paddy Prunus,PR,aire,31,33,66
IE3,Brian Presser,DL,tierra,69,71,48
IE3,Pete LeGume,DF,fuego,56,64,72
IE3,Shylock Watson,DF,bosque,42,46,61
IE3,Ed Ripp,DF,tierra,44,57,70
IE3,Hike Basher,DL,bosque,69,69,42
IE3,Anthony Phinder,DL,fuego,67,66,46
IE3,Duncan Jump,DF,fuego,42,50,61
IE3,Lucky Winn,MC,aire,62,70,57
IE3,Gene Bates,DF,fuego,55,56,70
IE3,Randolf Finn,PR,tierra,37,37,68
IE3,Ron Away,DL,fuego,62,55,41
IE3,Rick Hatter,DL,fuego,70,71,49
IE3,Grant Mardy,DF,aire,52,51,60
IE3,Shawn Broker,PR,tierra,28,35,66
IE3,Anthony Coyne,DF,fuego,51,59,69
IE3,Daniel Hatch,DL,bosque,74,72,60
IE3,Healey Proctor,MC,tierra,61,69,44
IE3,Ade Posting,DL,aire,60,61,48
IE3,Doug Outon,MC,aire,55,62,40
IE3,Ebenezer Marner,DF,fuego,41,47,66
IE3,Davy Johns,DL,aire,70,64,44
IE3,Bos Horne,DF,tierra,54,59,68
IE3,Nick Orner,PR,aire,26,28,62
IE3,Nathin Gaunt,MC,tierra,56,70,57
IE3,Quentin Quartz,DL,tierra,69,60,50
IE3,Andrew Meikle,PR,fuego,30,35,64
IE3,Gary Salmon,PR,tierra,33,34,70
IE3,Fontaine Tapper,DL,fuego,63,69,42
IE3,Leon Lawn,DF,tierra,53,53,63
IE3,Jim Sweatman,PR,aire,29,35,64
IE3,Cole Coaker,PR,bosque,30,34,66
IE3,Stu Born,PR,fuego,33,30,64
IE3,Jude Sharp,MC,aire,80,82,57
IE3,Romeo Montague,PR,fuego,34,36,70
IE3,Drew Straitedge,PR,tierra,29,28,63
IE3,Dash Dotter,MC,aire,63,68,52
IE3,Gill O’Mend,MC,fuego,65,69,53
IE3,Pay Chance,PR,fuego,34,34,69
