juego,equipo,nombre,posicion,elemento,ATT,CTL,DEF,Kick,Body,Control,Guard,Speed,Stamina,Guts
IE1,Right Panel,Wes Abbey,DL,bosque,89,77,46,68,64,64,61,62,66,60
IE1,Right Panel,Benedict Eggers,DF,bosque,66,51,90,64,60,58,71,36,65,62
IE1,Right Panel,Nick Savers,PR,aire,51,65,94,71,70,68,72,40,76,65
IE1,Right Panel,Sly Winker,DF,aire,42,45,64,48,34,28,62,72,52,52
IE1,Right Panel,Manny Carbs,DF,tierra,47,60,52,50,55,68,42,53,59,54
IE1,Right Panel,Jonny Strutt,DL,bosque,50,49,34,40,48,53,55,57,47,46
IE1,Right Panel,Arthur Myrddin,DF,fuego,59,62,73,60,58,63,61,55,60,54
IE1,Right Panel,Aaron Peacy,PR,tierra,28,56,67,42,54,56,59,71,52,52
IE1,Right Panel,Hank Shortman,MC,aire,51,66,45,47,52,74,43,52,61,52
IE1,Right Panel,Dylan Swan,DL,tierra,51,45,30,44,40,40,43,49,41,47
IE1,Right Panel,Andy Sided,DF,tierra,63,75,82,63,66,60,67,59,59,52
IE1,Right Panel,Michael Angeloni,PR,aire,29,69,53,40,60,74,46,60,56,61
IE1,Right Panel,Teagen Brewer,DF,bosque,43,47,66,47,42,40,60,67,57,56
IE1,Right Panel,Seymor Senary,DL,fuego,53,61,38,45,55,52,56,71,62,59
IE1,Right Panel,Armstrong Peck,PR,fuego,34,42,62,53,48,54,57,42,54,57
IE1,Right Panel,Colin Eager,DL,tierra,58,51,32,52,60,45,49,48,52,56
IE1,Bottom-Left Panel,Lon Grainger,PR,fuego,40,48,56,60,52,55,52,63,72,60
IE1,Bottom-Left Panel,Tom Felix,MC,aire,60,90,68,54,60,71,63,71,61,59
IE1,Bottom-Left Panel,Fred Makepeace,DF,bosque,40,47,85,40,63,29,76,42,55,40
IE1,Bottom-Left Panel,Hunter Glory,MC,bosque,72,89,76,62,70,63,71,56,55,60
IE1,Bottom-Left Panel,Shay Chez,MC,tierra,61,86,62,56,66,59,61,63,52,63
IE1,Bottom-Left Panel,Preston Gumbs,DL,aire,77,57,32,61,62,55,45,48,63,63
IE1,Bottom-Left Panel,Buster Clout,DF,fuego,61,72,87,60,62,63,69,59,56,63
IE1,Bottom-Left Panel,Sam Firman,PR,fuego,40,47,63,60,54,60,57,52,67,52
IE1,Bottom-Left Panel,Cruz Ligner,MC,tierra,63,59,59,59,53,52,60,62,59,58
IE1,Bottom-Left Panel,Olly Popman,MC,aire,79,75,59,67,63,61,58,53,60,62
IE1,Bottom-Left Panel,Shemmy Ramis,MC,tierra,66,77,62,60,60,60,60,62,63,56
IE1,Bottom-Left Panel,Rab Acus,DL,aire,56,70,34,48,63,53,52,64,57,58
IE1,Bottom-Left Panel,Ryder Waverly,MC,fuego,49,50,58,49,39,33,62,60,62,56
IE1,Bottom-Left Panel,Adam Nesiac,DF,tierra,69,73,93,68,70,55,76,52,61,55
IE1,Bottom-Left Panel,Tosh Coach,DF,tierra,40,52,84,34,70,39,78,37,32,32
IE1,Bottom-Left Panel,Max Bright,MC,aire,50,52,49,50,44,41,55,67,52,58
IE1,Bottom-Left Panel,Harry Harper,PR,aire,29,49,68,43,52,60,60,60,56,52
IE1,Bottom-Left Panel,Moses Pumper,DL,fuego,76,68,51,63,67,46,70,60,68,54
IE1,Bottom-Left Panel,Phil O'Biblist,MC,fuego,76,54,70,65,58,60,67,30,52,61
IE1,Bottom-Left Panel,Onslow Ball,DF,bosque,54,72,86,58,69,47,70,61,63,60
IE1,Bottom-Left Panel,Django Keyes,PR,aire,28,60,95,43,76,46,76,42,38,41
IE1,Bottom-Left Panel,Cory Andish,DL,bosque,69,74,50,59,70,47,69,62,62,57
IE1,Bottom Panel,Winston Windfall,MC,bosque,50,54,58,50,48,40,62,68,58,53
IE1,Bottom Panel,Trey Dalbum,DL,bosque,58,47,33,52,54,41,49,45,62,60
IE1,Bottom Panel,Mark Tinney,MC,tierra,66,61,49,60,58,56,53,52,53,60
IE1,Bottom Panel,Chaz Anover,MC,bosque,54,70,59,53,62,53,61,58,56,53
IE1,Bottom Panel,Theo Riser,MC,fuego,46,60,62,42,60,60,64,43,44,48
IE1,Bottom Panel,Rob Zervatory,DL,bosque,86,55,39,68,52,58,57,62,63,52
IE1,Bottom Panel,Rob Ottman,PR,aire,38,45,53,58,52,55,48,54,54,58
IE1,Bottom Panel,Glen Garry,MC,aire,48,53,43,48,51,44,44,51,48,40
IE1,Bottom Panel,Gauge Diven,DF,fuego,51,66,72,54,61,59,61,57,55,55
IE1,Bottom Panel,Al Mannack,DF,tierra,41,66,77,40,56,63,63,63,60,55
IE1,Bottom Panel,Pica Vellosum,DL,tierra,72,53,39,59,56,56,56,52,60,63
IE1,Bottom Panel,Bramley Cox,DL,aire,82,67,52,64,62,54,71,61,52,60
IE1,Bottom Panel,Rufus Judge,DL,fuego,61,53,43,52,58,52,61,52,52,63
IE1,Bottom Panel,Adam Icklock,PR,fuego,28,40,52,45,44,42,48,42,42,44
IE1,Bottom Panel,Creed Wrighter,DL,bosque,65,56,35,55,56,58,53,56,60,53
IE1,Bottom Panel,Barry Strerr,MC,aire,47,75,47,41,63,61,48,53,62,61
IE1,Bottom Panel,Finn Carper,PR,tierra,42,42,70,62,52,49,60,42,63,57
IE1,Bottom Panel,Guy Forker,DF,fuego,44,47,53,50,50,44,51,48,44,46
IE1,Bottom Panel,Toby Patient,DF,bosque,42,68,64,44,57,55,60,71,32,58
IE1,Bottom-Right Panel,Dec Orum,DL,bosque,91,66,42,70,56,63,56,63,74,60
IE1,Bottom-Right Panel,Bill Looney,DF,bosque,50,78,77,52,61,72,63,61,53,52
IE1,Bottom-Right Panel,Pete Sadow,MC,fuego,46,84,64,40,62,52,61,76,72,60
IE1,Bottom-Right Panel,Benny Factor,PR,fuego,36,55,64,56,61,54,56,58,63,58
IE1,Bottom-Right Panel,Cole Easteroll,DL,bosque,50,47,30,40,51,48,42,45,49,40
IE1,Bottom-Right Panel,Clark Roach,MC,tierra,76,53,61,66,54,57,60,36,63,56
IE1,Bottom-Right Panel,Connor Bation,DL,bosque,64,49,30,55,59,45,41,44,56,61
IE1,Bottom-Right Panel,Kevin Boardman,PR,aire,29,67,51,41,60,75,42,56,61,62
IE1,Bottom-Right Panel,Simon Stryker,PR,bosque,30,58,53,45,60,61,46,56,59,60
IE1,Bottom-Right Panel,Rory Circles,MC,tierra,47,50,51,45,37,36,55,62,63,63
IE1,Bottom-Right Panel,Nick Turine,DF,bosque,72,57,77,70,62,59,63,44,64,53
IE1,Bottom-Right Panel,Jacob Grimley,DL,aire,87,49,34,69,58,44,51,44,62,62
IE1,Bottom-Right Panel,Tim Crochett,DF,aire,48,70,87,52,62,57,70,62,62,53
IE1,Bottom-Right Panel,Will Bayeux,PR,tierra,40,51,74,61,57,55,62,58,55,52
IE1,Bottom-Right Panel,Norm Drilling,DL,fuego,67,53,39,57,53,54,58,60,57,54
IE1,Bottom-Right Panel,Al Chemmy,DF,fuego,72,80,81,69,68,60,65,64,62,60
IE1,Bottom-Right Panel,Braden Bakewell,DL,tierra,92,46,31,76,33,39,48,70,40,44
IE1,Bottom-Right Panel,Dexter Raleigh,DF,tierra,42,45,63,46,34,35,59,69,55,60
IE1,Bottom-Right Panel,Gary Osoto,DF,aire,44,73,63,48,60,57,56,71,61,53
IE1,Bottom-Right Panel,Spike Clutcher,DL,aire,61,53,35,53,53,53,54,60,55,56
IE1,Bottom-Right Panel,Carter Nightly,DF,bosque,71,81,76,68,65,63,61,68,60,63
IE1,Bottom-Right Panel,Scot Enguard,DF,tierra,68,71,76,65,60,64,60,60,62,65
IE1,Bottom-Right Panel,Max Hurt,PR,fuego,30,59,73,45,59,52,60,69,65,63
IE1,Bottom-Right Panel,Olly Gammy,MC,tierra,53,69,45,51,68,50,44,48,69,66
IE1,Scouting by name,Edward Albion,PR,tierra,43,70,65,60,60,69,56,68,62,61
IE1,Scouting by name,Stu Born,PR,fuego,38,42,53,60,56,40,48,46,56,52
IE1,Scouting by name,Kevin Doors,PR,aire,50,72,92,70,66,68,71,62,63,63
IE1,Scouting by name,Hugh Dyer,PR,tierra,31,62,57,48,56,61,52,70,71,60
IE1,Scouting by name,Marv Errick,PR,fuego,52,66,96,74,71,64,76,43,68,60
IE1,Scouting by name,Alfie Fine,PR,bosque,46,44,86,66,52,52,69,50,68,57
IE1,Scouting by name,Randolf Finn,PR,tierra,47,67,66,66,63,63,56,63,68,63
IE1,Scouting by name,Rex George,PR,aire,49,70,76,68,68,60,60,62,67,66
IE1,Scouting by name,Den Hidden,PR,tierra,52,51,95,73,60,64,76,44,79,60
IE1,Scouting by name,Trey Hugger,PR,fuego,28,61,94,36,73,60,73,35,28,58
IE1,Scouting by name,Will Noble,PR,bosque,30,43,50,48,48,54,41,52,48,45
IE1,Scouting by name,Joe Nalist,PR,bosque,44,42,85,63,53,55,68,38,68,58
IE1,Scouting by name,Billy Nomates,PR,bosque,53,54,96,76,64,64,77,40,76,65
IE1,Scouting by name,Sly O'Hands,PR,aire,41,74,98,56,72,79,79,45,61,69
IE1,Scouting by name,Ort Omaton,PR,fuego,44,61,69,63,54,61,60,72,70,53
IE1,Scouting by name,Jay Pan,PR,tierra,46,61,65,64,79,48,52,36,52,77
IE1,Scouting by name,Oscar Petty,PR,fuego,53,66,94,76,71,63,70,44,78,82
IE1,Scouting by name,Sascha Powder,PR,fuego,31,40,66,51,36,33,60,68,56,60
IE1,Scouting by name,Jen Quibble,PR,tierra,35,57,91,56,67,40,70,62,67,58
IE1,Scouting by name,Ace Server,PR,aire,53,70,98,76,69,63,78,56,77,68
IE1,Scouting by name,Shaun Staid,PR,aire,29,69,74,43,61,53,61,79,77,56
IE1,Scouting by name,Griff Strummer,PR,aire,41,47,70,60,52,60,60,55,57,57
IE1,Scouting by name,Nick Swagg,PR,fuego,50,75,82,68,69,71,64,64,64,60
IE1,Scouting by name,Les Tarrant,PR,aire,32,45,52,52,63,40,44,47,53,56
IE1,Scouting by name,Tim Toppel,PR,bosque,50,70,74,69,65,64,60,64,69,61
IE1,Scouting by name,Boe Tyer,PR,fuego,32,57,57,49,59,65,51,53,63,62
IE1,Scouting by name,Julius Vernon,PR,tierra,52,40,93,77,45,44,76,39,51,48
IE1,Scouting by name,Rainier Welkin,PR,fuego,31,63,95,48,60,68,76,56,61,52
IE1,Scouting by name,Gerry Attrick,DF,tierra,56,64,85,60,65,44,70,62,60,60
IE1,Scouting by name,Pascal Blaise,DF,bosque,46,68,69,49,56,60,61,68,45,57
IE1,Scouting by name,Scot Chopper,DF,bosque,43,45,67,48,28,30,62,70,59,56
IE1,Scouting by name,Dan Dandy,DF,aire,60,48,77,61,43,44,63,68,65,68
IE1,Scouting by name,Beau Fort,DF,aire,44,50,65,48,48,45,60,68,52,54
IE1,Scouting by name,Jack Frosty,DF,aire,69,84,84,65,70,64,65,67,60,68
IE1,Scouting by name,Shaun Imago,DF,aire,40,45,57,42,36,30,55,60,60,60
IE1,Scouting by name,Sirley Ladyman,DF,bosque,45,45,56,51,31,30,53,68,60,62
IE1,Scouting by name,Doug Lee,DF,fuego,41,45,57,44,36,30,55,70,62,57
IE1,Scouting by name,Scout Messenger,DF,bosque,70,68,65,69,61,56,58,63,56,52
IE1,Scouting by name,Sam Murray,DF,aire,68,47,87,67,54,52,69,35,68,59
IE1,Scouting by name,Drew Reiner,DF,tierra,70,85,87,66,71,70,66,62,68,63
IE1,Scouting by name,Reg Thrift,DF,tierra,43,70,75,45,56,54,63,77,53,60
IE1,Scouting by name,Dan Vega,DF,bosque,70,77,76,66,64,62,60,64,62,68
IE1,Scouting by name,Walter Walken,DF,aire,43,46,55,44,42,48,49,50,51,73
IE1,Scouting by name,Des Ainer,MC,fuego,82,57,66,71,60,61,63,34,60,59
IE1,Scouting by name,Bryce Bergman,MC,fuego,49,79,63,45,61,59,60,64,69,60
IE1,Scouting by name,Tim Bergoods,MC,aire,55,79,48,51,52,62,52,78,39,62
IE1,Scouting by name,Holly Cricket,MC,fuego,65,83,64,61,70,48,63,63,67,56
IE1,Scouting by name,Grew Driver,MC,aire,79,89,70,67,64,64,64,68,64,64
IE1,Scouting by name,Waite Forrit,MC,tierra,69,64,60,61,55,59,58,59,68,59
IE1,Scouting by name,Garland Gathers,MC,tierra,57,52,44,56,44,52,44,52,61,46
IE1,Scouting by name,Cameron Hameha,MC,bosque,47,54,44,44,49,58,44,46,55,50
IE1,Scouting by name,Bert Neptune,MC,bosque,75,92,69,64,70,64,64,62,61,61
IE1,Scouting by name,Ton Nino,MC,aire,78,73,59,66,60,63,56,55,71,63
IE1,Scouting by name,Phil Occifer,MC,bosque,55,70,46,51,55,65,44,60,61,62
IE1,Scouting by name,Vinny O'Gaines,MC,bosque,49,73,49,46,61,64,52,52,52,55
IE1,Scouting by name,Bobby Peel,MC,tierra,67,73,53,60,62,55,56,59,52,62
IE1,Scouting by name,Biron Pendexter,MC,bosque,70,84,75,62,68,53,71,63,60,59
IE1,Scouting by name,Harry Redcastle,MC,aire,71,62,72,63,60,53,69,52,56,60
IE1,Scouting by name,Ollie Seeker,MC,tierra,82,61,58,71,60,52,58,52,63,62
IE1,Scouting by name,Gabriel Shekinah,MC,aire,75,83,67,62,58,82,60,52,64,56
IE1,Scouting by name,Rupert Spiers,MC,aire,62,94,78,55,64,70,70,74,68,63
IE1,Scouting by name,Daley Switcher,MC,tierra,69,86,66,61,66,63,63,59,60,56
IE1,Scouting by name,Kay Acker,DL,aire,68,76,44,58,71,48,60,62,74,60
IE1,Scouting by name,Dave Altair,DL,aire,76,64,42,61,63,57,58,53,69,60
IE1,Scouting by name,Manny Atom,DL,fuego,85,64,50,67,59,54,68,64,61,54
IE1,Scouting by name,Gene Bottle,DL,aire,71,50,49,62,60,40,68,52,69,52
IE1,Scouting by name,Ashley Dale,DL,bosque,70,83,49,55,60,78,61,70,61,68
IE1,Scouting by name,Ike Doerflinger,DL,bosque,61,59,43,53,60,58,61,52,56,52
IE1,Scouting by name,Ben Evolent,DL,aire,87,52,42,68,52,60,60,52,59,52
IE1,Scouting by name,Ashley Fay,DL,aire,71,47,33,62,56,40,51,40,57,52
IE1,Scouting by name,Mo Hawkes,DL,fuego,71,72,45,60,69,47,63,60,62,60
IE1,Scouting by name,Eggbert Heading,DL,bosque,88,48,55,68,53,58,71,38,76,62
IE1,Scouting by name,Monty Hillary,DL,tierra,51,64,46,42,56,59,63,65,64,52
IE1,Scouting by name,Jimmy Mach,DL,aire,59,81,42,52,61,60,58,79,76,50
IE1,Scouting by name,Pat Maclean,DL,aire,83,75,53,63,64,62,69,60,60,68
IE1,Scouting by name,Bill Moony,DL,tierra,96,56,42,79,53,56,60,64,61,52
IE1,Scouting by name,Will Racer,DL,bosque,67,66,42,56,61,56,60,60,54,60
IE1,Scouting by name,Char Shumaker,DL,tierra,73,64,39,60,60,59,57,57,59,55
IE1,Scouting by name,Scott Springer,DL,aire,96,61,36,78,59,63,53,52,60,54
IE1,Scouting by name,Derek Terr,DL,fuego,55,45,40,50,32,31,61,77,58,59
IE1,Scouting by name,George Winters,DL,bosque,56,88,55,44,72,76,68,79,70,73
IE1,Scouting by name,Evan Yielding,DL,bosque,62,52,43,53,46,50,60,76,65,64
IE1,Special Scouting,Darrel Jeeling,PR,bosque,31,64,52,47,60,68,46,58,59,53
IE1,Special Scouting,Paul Peabody,DF,aire,69,86,92,65,76,62,69,64,73,74
IE1,Special Scouting,Miles Ryan,DF,aire,56,52,86,59,48,46,69,76,64,65
IE1,Special Scouting,Duncan Jump,DF,fuego,40,46,51,40,48,48,40,43,76,48
IE1,Special Scouting,Saul Dowd,DF,tierra,49,60,61,52,56,58,54,61,53,63
IE1,Special Scouting,Chester Horse jr.,MC,bosque,61,95,61,55,72,71,58,63,59,59
IE1,Special Scouting,Nathin Gaunt,MC,tierra,46,75,60,40,56,52,61,76,52,61
IE1,Special Scouting,Rory Boomer,MC,tierra,84,76,60,71,62,57,56,60,65,79
IE1,Special Scouting,Erik Eagle,MC,bosque,89,89,71,79,60,76,64,63,53,71
IE1,Special Scouting,Cash Barganier,DL,fuego,51,46,32,43,35,38,52,76,37,61
IE1,Special Scouting,Saggy,DL,bosque,96,82,55,77,71,60,70,64,70,67
IE1,Special Scouting,Shadow Cimmerian,DL,bosque,78,86,56,60,74,68,73,63,60,64
IE1,Wi-fi Downloads,Rich Cave,PR,fuego,30,65,66,44,63,59,56,63,71,63
IE1,Wi-fi Downloads,Nester Damus,PR,aire,45,57,74,63,60,63,61,53,54,56
IE1,Wi-fi Downloads,Tabor Drummond,PR,tierra,28,40,57,40,34,29,55,61,58,57
IE1,Wi-fi Downloads,Cal Emarry,PR,bosque,28,54,61,42,56,52,55,68,57,60
IE1,Wi-fi Downloads,Max Scara,PR,aire,39,43,50,62,62,40,40,40,52,52
IE1,Wi-fi Downloads,Lux Sidebottom,PR,fuego,28,54,71,40,59,52,60,63,61,54
IE1,Wi-fi Downloads,Brook Atwater,DF,aire,54,57,63,57,60,54,56,53,60,59
IE1,Wi-fi Downloads,Ace Breaker,DF,tierra,58,79,93,57,60,67,71,71,68,70
IE1,Wi-fi Downloads,Ropert Chapp,DF,aire,60,61,75,61,64,50,62,55,63,62
IE1,Wi-fi Downloads,Horace Coop,DF,bosque,48,50,53,54,59,44,48,50,60,53
IE1,Wi-fi Downloads,Jack Mate,DF,aire,63,75,86,62,68,61,69,53,60,56
IE1,Wi-fi Downloads,Dexter Ambie,DF,tierra,69,64,60,68,59,57,54,61,61,52
IE1,Wi-fi Downloads,John Maggie,DF,bosque,77,75,94,76,79,61,72,31,79,72
IE1,Wi-fi Downloads,Chops Denton,MC,fuego,86,86,74,79,76,46,70,56,76,53
IE1,Wi-fi Downloads,Ainsley Burns,DL,tierra,56,71,36,46,58,68,51,60,62,63
IE1,Wi-fi Downloads,Esau Fagus,DL,aire,52,47,34,46,52,46,58,41,43,40
IE1,Wi-fi Downloads,Loughrey Mose,DL,aire,96,76,37,77,69,62,52,52,73,61
IE1,Wi-fi Downloads,Ty Priter,DL,fuego,91,58,35,71,53,61,52,62,60,54
IE1,Wi-fi Downloads,Percy Verence,DL,fuego,62,78,53,52,62,64,68,68,72,60
IE2,Raimon,Mark Evans (Mark),PR,tierra,52,77,98,72,72,70,77,68,69,79
IE2,Raimon,Jack Wallside (Jack),DF,tierra,62,73,80,62,68,62,66,49,54,54
IE2,Raimon,Jim Wraith (Jim),DF,bosque,60,62,75,58,53,75,59,53,62,60
IE2,Raimon,Bobby Shearer (Bobby),DF,bosque,78,77,97,76,61,72,76,60,72,72
IE2,Raimon,Tod Ironside (Tod),DF,fuego,52,54,64,54,55,53,56,59,56,65
IE2,Raimon,Nathan Swift (Nathan),DF,aire,67,80,62,64,58,68,54,76,58,56
IE2,Raimon,Steve Grim (Steve),MC,aire,75,93,73,62,64,71,64,71,71,71
IE2,Raimon,Tim Saunders (Timmy),MC,bosque,73,93,59,63,76,61,60,55,48,58
IE2,Raimon,Sam Kincaid (Sam),MC,fuego,84,60,57,71,57,56,56,52,56,76
IE2,Raimon,Jude Sharp (Jude),MC,aire,77,99,84,63,79,79,79,76,76,68
IE2,Raimon,Erik Eagle (Erik),MC,bosque,89,89,71,79,60,76,64,63,53,71
IE2,Raimon,Maxwell Carson (Max),DL,aire,80,75,50,60,56,78,64,60,56,62
IE2,Raimon,Kevin Dragonfly (Kevin),DL,bosque,93,67,47,71,60,59,61,60,64,70
IE2,Raimon,Axel Blaze (Axel),DL,fuego,98,86,51,79,66,76,64,72,68,60
IE2,Raimon,William Glass (Willy),DL,bosque,69,56,40,56,51,68,57,56,53,60
IE2,Alpine,Adam Ropes,PR,aire,45,67,77,62,56,62,62,77,67,66
IE2,Alpine,Trent Peggs,PR,tierra,44,57,88,60,60,59,66,57,66,78
IE2,Alpine,Spike Gleeson,DF,bosque,63,70,62,60,63,65,52,52,60,69
IE2,Alpine,Milton Bindings,DF,aire,49,72,63,52,67,57,55,54,60,62
IE2,Alpine,Joaquine Downtown,DF,fuego,56,62,72,57,54,68,59,58,56,60
IE2,Alpine,Gem Strata,DF,fuego,53,56,57,56,57,52,53,60,53,60
IE2,Alpine,Martin Ursus,DF,bosque,58,75,83,60,69,56,68,56,58,56
IE2,Alpine,Kerry Bootgaiter,MC,aire,70,73,62,62,59,57,60,63,64,60
IE2,Alpine,Maddox Rock (Maddox),MC,bosque,62,77,52,56,60,61,54,61,53,65
IE2,Alpine,Pete Bogg,MC,fuego,69,72,57,60,54,69,57,60,53,58
IE2,Alpine,Robert Skipolson,MC,bosque,60,69,50,56,52,62,53,68,54,55
IE2,Alpine,Sean Snowfield,MC,tierra,67,90,79,59,65,60,72,72,76,68
IE2,Alpine,Horace Onlign,DL,bosque,65,66,34,55,63,52,52,60,58,60
IE2,Alpine,Quentin Rackner,DL,bosque,67,62,42,56,57,56,58,64,65,64
IE2,Alpine,Roland Climbstein,DL,aire,83,62,41,65,62,52,59,58,58,61
IE2,Cloister Divinity,Crane Kik,PR,bosque,52,76,81,71,71,76,62,58,75,69
IE2,Cloister Divinity,Earnest Bookworm,PR,aire,36,69,78,53,70,60,60,55,55,70
IE2,Cloister Divinity,Ollie Gami,DF,bosque,62,59,68,62,57,59,58,57,60,58
IE2,Cloister Divinity,Parry Waxon,DF,aire,67,79,81,64,64,68,64,62,60,60
IE2,Cloister Divinity,Max Fortune (Maxi),DF,bosque,55,78,75,56,67,55,59,68,71,70
IE2,Cloister Divinity,Bri Spark (Sparky),DF,tierra,55,56,62,56,53,62,52,57,69,64
IE2,Cloister Divinity,Brendan Water,DF,fuego,51,72,65,53,58,67,56,62,59,53
IE2,Cloister Divinity,Lee Dinglite,MC,bosque,65,66,68,57,52,70,61,56,68,64
IE2,Cloister Divinity,Ian Telektual,MC,aire,67,72,51,60,57,62,52,61,69,56
IE2,Cloister Divinity,Roman Kandel,MC,fuego,66,68,49,60,61,54,52,57,58,60
IE2,Cloister Divinity,Junior Fardream,MC,bosque,67,71,69,58,53,70,62,60,66,63
IE2,Cloister Divinity,Don Ation,DL,aire,88,56,38,69,60,54,57,52,56,57
IE2,Cloister Divinity,Tyke Wando,DL,bosque,75,73,44,60,56,65,61,70,58,55
IE2,Cloister Divinity,Marshall Artz (Marshall),DL,fuego,85,73,52,63,56,68,63,68,74,76
IE2,Cloister Divinity,Dirk Artz (Dirk),DL,aire,98,75,42,77,55,68,57,72,52,71
IE2,Royal Academy Redux,Joseph King,PR,fuego,51,76,94,72,75,69,72,55,74,60
IE2,Royal Academy Redux,Jimbo Cellar,PR,bosque,34,72,95,52,76,56,72,54,63,68
IE2,Royal Academy Redux,Blade Healen,DF,tierra,52,71,76,53,56,70,60,62,63,62
IE2,Royal Academy Redux,Argie Bargie,DF,bosque,76,72,84,76,60,62,64,64,79,60
IE2,Royal Academy Redux,Lee Bamboo,DF,fuego,72,77,89,68,62,68,69,62,59,62
IE2,Royal Academy Redux,Dawson Little,DF,aire,74,62,61,73,54,61,54,65,60,53
IE2,Royal Academy Redux,Rowan Beltzer,DF,aire,60,75,75,60,62,63,60,64,69,58
IE2,Royal Academy Redux,Maston Color,MC,tierra,81,58,70,68,53,59,64,53,66,69
IE2,Royal Academy Redux,Sue Sparrow,MC,aire,63,84,53,57,63,64,54,62,59,60
IE2,Royal Academy Redux,Jonah Spark,MC,tierra,74,89,68,62,64,61,62,70,63,74
IE2,Royal Academy Redux,Cosimo Beck,MC,bosque,68,64,62,59,52,63,60,61,52,68
IE2,Royal Academy Redux,Eton Messer,MC,bosque,71,91,52,60,63,70,52,68,56,67
IE2,Royal Academy Redux,Caleb Stonewall,MC,fuego,87,90,69,75,60,78,60,64,66,69
IE2,Royal Academy Redux,Zenn Wildhorse,DL,aire,76,63,45,60,57,61,61,60,56,64
IE2,Royal Academy Redux,Riley Jamm,DL,bosque,91,62,49,70,55,64,64,60,69,60
IE2,Royal Academy Redux,David Samford,DL,bosque,94,82,54,70,60,78,66,66,67,71
IE2,Triple C,Daisy Fields (Daisy),PR,fuego,44,72,88,60,61,70,67,69,52,71
IE2,Triple C,Dell Closeout,PR,tierra,32,51,71,52,60,52,60,55,58,52
IE2,Triple C,Janine Brook,PR,fuego,44,73,79,62,70,63,62,61,57,58
IE2,Triple C,Rose Pinkpetal,DF,bosque,49,77,71,52,60,68,60,66,52,52
IE2,Triple C,Esther Greenland,DF,fuego,64,81,67,62,67,60,58,68,52,63
IE2,Triple C,Alexia Sand,DF,bosque,60,61,78,61,56,61,65,60,52,52
IE2,Triple C,Amy Spires,DF,bosque,50,52,61,54,55,56,55,52,60,52
IE2,Triple C,Hellen Hearth (Earth),DF,bosque,64,53,61,63,52,56,55,60,55,57
IE2,Triple C,Peony Cash,MC,fuego,57,69,52,52,58,60,52,58,62,68
IE2,Triple C,Natalie Sunrise,MC,bosque,62,80,57,57,58,63,57,67,60,58
IE2,Triple C,Hillary Bush,MC,aire,71,79,75,63,66,59,71,53,60,54
IE2,Triple C,Bela Bluebells,MC,aire,61,70,67,56,55,64,63,61,63,59
IE2,Triple C,Gayle Revel,MC,bosque,84,84,58,71,64,60,56,64,63,70
IE2,Triple C,Mary Moor,MC,tierra,62,86,56,56,65,58,56,66,54,69
IE2,Triple C,Lily Willow,DL,bosque,87,70,47,67,64,62,63,53,56,61
IE2,Triple C,Suzette Hartland,DL,bosque,83,83,48,62,65,70,62,68,60,64
IE2,Fauxshore,Darren LaChance,PR,bosque,43,76,98,60,76,66,79,56,71,64
IE2,Fauxshore,Wiley Cracker,PR,fuego,33,63,84,52,64,56,66,60,56,56
IE2,Fauxshore,Knowle Bathers,PR,aire,39,52,68,59,59,52,58,59,71,62
IE2,Fauxshore,Maurice Badgame,DF,tierra,75,68,75,73,66,52,60,57,65,71
IE2,Fauxshore,Mick Mishap,DF,bosque,58,60,72,60,60,53,60,59,66,60
IE2,Fauxshore,Louis Leave,DF,fuego,71,72,88,69,63,60,70,60,64,52
IE2,Fauxshore,Drancis Fake,DF,aire,53,60,64,55,56,60,55,60,60,60
IE2,Fauxshore,Spencer Duskplay,MC,aire,86,58,57,77,52,62,57,52,64,53
IE2,Fauxshore,Cannon Random,MC,fuego,56,84,51,53,62,60,53,68,63,55
IE2,Fauxshore,Alton Cotts,MC,tierra,70,84,79,60,68,62,71,54,68,71
IE2,Fauxshore,Ulric Richmen,MC,bosque,70,73,53,62,61,59,55,57,61,58
IE2,Fauxshore,Mark Failing,DL,bosque,75,60,38,61,61,56,57,54,54,55
IE2,Fauxshore,Mike Passing,DL,aire,64,75,42,52,56,71,57,68,57,63
IE2,Fauxshore,Jonathan Luckyman,DL,bosque,85,78,54,65,62,62,71,69,61,64
IE2,Fauxshore,Joe Poker,DL,fuego,66,77,38,54,62,63,55,67,55,64
IE2,Fauxshore,Dave Fate,DL,tierra,64,76,39,54,64,54,56,70,62,61
IE2,Mary Times Memorial,Rocky Black,PR,fuego,52,64,97,76,72,52,76,50,72,72
IE2,Mary Times Memorial,Gaston Cooley,PR,aire,38,58,82,57,63,52,64,59,59,66
IE2,Mary Times Memorial,Hector Redding,DF,fuego,63,61,62,62,57,63,54,56,62,56
IE2,Mary Times Memorial,Bevan Breakfast,DF,bosque,61,82,79,58,66,71,62,61,52,70
IE2,Mary Times Memorial,Victor Hills,DF,tierra,72,66,91,68,61,64,71,52,60,68
IE2,Mary Times Memorial,Chad Taylor (Diver),DF,aire,61,58,60,61,55,60,53,58,61,57
IE2,Mary Times Memorial,Hurley Kane,DF,aire,75,87,95,72,70,71,73,71,71,65
IE2,Mary Times Memorial,Tom Contented,MC,tierra,76,78,51,64,60,69,52,54,59,59
IE2,Mary Times Memorial,Jack Griddle,MC,fuego,67,62,56,60,53,58,56,61,62,61
