nombre,posicion,juegos,ATT,CTL,DEF
Bot 9,DL,GO2 GO3,72,62,45
Bountine,MC,GO2 GO3 IE2,68,74,55
Bourne Birch,DF,GO1 GO2 GO3,49,57,70
Bowan Arras,DL,GO1 GO2,76,80,45
"Boyle ""Egg"" Egger",DL,GO2 GO3,72,59,38
Boyle Egger,DL,GO1,78,60,46
Bracknell Forge,DL,GO1 GO2 GO3,77,66,40
Brad Coldwater,MC,IE3,72,78,66
Braden Bakewell,DL,IE1 IE2 IE3,76,56,35
Bradford Ash,DL,GO1 GO2 GO3,75,76,47
Bramley Cox,DL,IE1 IE2 IE3,72,71,54
Brane Friese,DL,GO1 GO2 GO3,71,58,41
Brava Hardy,DL,IE3,80,67,32
Bravo,MC,GO2 GO3,66,66,58
"Breeze ""Flurry"" Aireward",DL,GO2,81,74,44
"Breeze ""Flurry"" Windward",DL,GO3,80,74,43
Breeze Skyler,PR,GO2 GO3,31,30,79
Breeze Windward,DL,GO1,72,67,43
Brenda Brandish,DL,IE2 IE3,74,64,50
Brenda Firequest,MC,GO1 IE3,71,75,52
Brendan Branch,PR,IE1 IE2 IE3,29,38,71
Brendan Water,DF,IE2 IE3,54,65,70
Brent Cross,MC,IE1 IE2 IE3,68,62,47
Bri Spark,DF,IE2 IE3,54,59,68
Brian Presser,DF,GO2,46,49,76
Brian Presser,DL,IE1 IE2 IE3,70,74,50
Brick DeVille,DL,GO3,76,73,38
Brick Devine,DL,GO2,77,74,39
Brighton Spark,MC,GO1 GO2 GO3,63,74,64
Brock Twigg,MC,IE1 IE2 IE3,60,61,74
Brody Gloom,MC,IE1 IE2 IE3,64,60,52
Brom,DL,GO3,78,68,36
Bromo Shubill,MC,GO3,72,80,49
Brook Atwater,DF,IE1 IE2 IE3,53,59,68
Brook Bold,MC,GO1 GO2 GO3,65,75,59
Brook Dredger,MC,IE3,62,67,45
Brook Linden,MC,GO1 GO2 GO3,71,77,58
Bruce Barkley,DL,IE2 IE3,78,80,53
Bruce Chaney,MC,IE1 IE2 IE3,60,67,45
Bruce Marlin,DL,IE3,78,70,37
Bruce Monkey,MC,IE1 IE2 IE3,65,72,47
Bruno Tanner,MC,GO1 GO2 GO3,69,82,54
Brutus Nastion,PR,GO1 GO2 GO3,32,36,82
Brutus Pummel,DF,GO1 GO2 GO3,47,63,73
Bryan Klamm,MC,IE2 IE3,62,70,54
Bryce Bergman,MC,IE1 IE2 IE3,60,73,61
Bryce Whitingale,DL,GO1 IE2 IE3,76,79,55
Buck Choy,MC,GO1 GO2 GO3,63,73,65
Buck Teachey,DF,IE1 IE2 IE3,51,61,70
Buck Tucker,DF,GO1 GO2 GO3,46,54,72
Bucky Bosquechuck,MC,GO2,63,70,53
Bucky Colt,DL,IE3,74,70,47
Bucky Woodchuck,MC,GO1 GO3,66,73,54
Bud Dahman,DL,IE1 IE2 IE3,67,63,37
Bud Hunter,PR,IE1 IE2 IE3,30,36,66
"Buddy ""Muscles"" Arnolds",PR,GO3,28,33,74
Buddy Arnolds,PR,GO1 GO2,29,34,76
Buddy Fury,MC,GO3,69,72,55
Buddy Goodman,DF,IE1 IE2 IE3,46,62,62
Buddy Plains,DF,IE3,57,58,72
Buff Bagenal,DF,IE3,52,59,77
Bully Thrower,DL,IE1 IE2 IE3,64,71,34
Bump Trungus,DF,GO1 GO2 GO3 IE3,47,65,80
Bunaashi,DF,GO3,51,56,76
Burt Mocking,DF,IE1 IE2 IE3,55,57,65
Burt Wolf,MC,IE1 IE2 IE3,77,67,51
Burt Zerka,DL,GO1 GO2 GO3,73,60,35
Buster Chopps,PR,IE1 IE2 IE3,35,35,70
Buster Clout,DF,IE1 IE2 IE3,57,63,75
Buster Locke,DF,IE1 IE2 IE3,52,56,61
Buster Lungs,DL,IE3,74,70,38
Butch Pythons,PR,IE1 IE2 IE3,38,40,71
Butler Chambers,DL,IE1 IE2 IE3,73,63,33
Buzz,DF,GO3,53,61,75
"Buzz ""Beanie"" Cutt",DF,GO3,53,55,80
Buzz Cutt,DF,GO1 GO2,56,61,78
Buzz O'Hare,MC,GO1 GO2 GO3,69,71,55
Buzz Scrambler,DL,IE3,65,70,37
Byeon Min-Seo,MC,GO3,59,70,54
Byrd Stryke,DF,GO1 GO2,56,66,76
Byrd Stryke,MC,GO3,67,72,70
Byron Love,MC,GO1 IE1 IE2 IE3,84,81,67
C-Bear,DF,GO2 GO3,48,61,78
Cadence Soundtown,MC,GO3 IE2 IE3,72,74,63
Caesar Cornell,MC,GO1 GO2 GO3,69,79,60
Caesar Lionheart,MC,GO1 GO2 GO3,70,83,54
Caetano Settler,DL,GO1 GO2 GO3,72,70,43
Caffrey Punt,PR,IE3,33,35,70
Cain Cavalier,DL,GO1 GO2 GO3,78,68,36
Cal Cooler,DL,IE1 IE2 IE3,75,69,48
Cal Emarry,PR,IE1 IE2 IE3,28,36,68
Cal O'Rees,DF,IE1 IE2,48,64,66
Cal O’Rees,DF,IE3,48,61,66
Cal Trops,MC,IE1 IE2 IE3,72,76,57
Calamar Blanco,MC,GO3,69,75,50
Calder Elm,DL,GO1 GO2 GO3,65,71,36
Cale Sticklin,DL,IE2 IE3,70,70,52
Caleb Stonewall,MC,GO1 GO2 GO3 IE2 IE3,77,83,61
Calico Corsair,DL,GO1 GO3,66,72,42
Calla de Wild,DL,GO1 GO2 GO3,74,72,45
Callan Trens,DL,IE1 IE2 IE3,72,70,50
Callie Graffy,DF,IE2 IE3,50,60,76
Callis Jove,MC,GO1 GO2 GO3,71,73,45
"Callum ""Croc"" Rocke",DL,GO2,74,63,33
Callum Biddy,MC,IE2 IE3,59,66,44
Callum Rocke,DL,GO1 GO3,80,64,35
Cam Broadsheet,MC,IE1 IE2 IE3,59,72,57
Cam Lensman,MC,IE1 IE2 IE3,58,70,47
Cam Mando,PR,IE3,36,38,80
Cam O'Miles,PR,IE1 IE2,40,30,74
Cam O’Miles,PR,IE3,38,29,71
Cam Vass,PR,IE1 IE2 IE3,29,36,63
Camelia Travis,DF,GO3,46,59,78
Camellia Travis,DF,GO1 GO2 IE3,44,55,76
Cameron Cambridge,DF,GO1 GO2 GO3,52,66,70
Cameron Hameha,MC,IE1 IE2 IE3,59,64,44
Cameron Mann,MC,IE1 IE2 IE3,70,69,59
Cameron Morefield,MC,IE1 IE2 IE3,71,68,52
Camilla Textor,DL,IE2 IE3,63,70,40
Camille Aeon,DF,GO1 GO2,54,59,72
Campen Allerjee,DL,IE3,73,62,38
Candice Mell,MC,IE2 IE3,75,68,52
Candido Glow,DF,GO1 GO2,49,57,80
Candy Reviva,DF,IE3,51,59,70
Cannon Random,MC,IE2 IE3,66,77,54
Canon Evans,DL,GO1 GO2 GO3 IE2 IE3,75,75,51
Cao Cao,DF,GO2 GO3,56,60,78
Capitán Jokar,DL,GO3,77,70,41
Capro Lynes,MC,GO1 GO2 GO3,63,79,49
Captain Jokar,DL,GO1 GO2,76,71,44
Cara Mass,DF,GO1 GO2 GO3,53,62,73
Cardin Hands,DL,IE1 IE2 IE3,71,64,49
Carey Bean,MC,IE1 IE2 IE3,66,64,66
Carey Filling,DF,IE2 IE3,41,50,60
Carey Ginu,DL,IE1 IE2 IE3,62,72,48
Carey Noakie,DL,GO1 GO2 GO3,75,65,38
Carey Vanpark,MC,IE1 IE2 IE3,61,61,54
Carl Belcher,PR,IE2 IE3,32,34,70
Carl Gnu,DL,IE1 IE2 IE3,62,70,49
Carl Nivor,PR,IE1 IE2 IE3,30,35,66
Carl Penter,DL,IE1 IE2 IE3,73,66,42
Carl Rhodes,DF,IE2 IE3,50,56,71
Carl Rissian,MC,GO1 GO2 GO3,63,74,45
Carl Sacks,DL,IE1 IE2 IE3,70,71,47
Carlos Arroyo,MC,IE3,64,79,62
Carlos Lagarto,DF,IE3,48,59,79
Carmen Aria,DL,GO2 GO3 IE3,69,59,41
Carny Voris,DF,GO1 GO2,49,48,81
Carol Chanter,DF,IE2 IE3,46,61,67
Carol Fairfoot,DL,GO2 GO3 IE3,77,73,46
Carrie McCuring,DL,GO3 IE3,78,73,44
Carrie O'Kea,DF,IE2,51,52,62
Carrie O’Kea,DF,IE3,50,53,63
Carson Haynes,DF,IE1 IE2 IE3,54,60,69
Carter Nightly,DF,IE1 IE2 IE3,62,67,72
Carter Spaid,DL,GO1 GO2 GO3,75,71,41
Cary Fearless,DL,IE2 IE3,73,72,46
Carys Chaparon,DL,IE2 IE3,78,73,60
"Casey ""Bagworm"" Moth",PR,GO2,29,29,73
Casey Leather,MC,IE2 IE3,71,76,77
Casey Moth,PR,GO1 GO3,29,30,74
Casey Novak,DF,IE1 IE2 IE3,55,61,75
"Cash ""Crash"" Tempest",MC,GO2 GO3,76,86,54
Cash Barganier,DL,IE1 IE2 IE3,60,58,37
Cash Tempest,MC,GO1,66,77,44
Cash Winfall,DF,IE2 IE3,48,60,65
Cass Crocker,DL,IE1 IE2 IE3,75,64,30
Cassius Tobler,DF,IE3,57,66,66
Cat Selima,MC,IE2 IE3,70,74,60
"Cato ""Caterpillar"" Pillar",MC,GO3,61,72,49
Cato Pillar,MC,GO1 GO2,62,74,51
Catora Peiji,DL,GO3,76,74,44
Catvari,DF,GO2 GO3,50,48,76
Caul Erpa,MC,GO1 GO2 GO3,61,72,43
Caz Yewell,PR,IE1 IE2 IE3,40,35,73
Cecil Crowley,MC,IE3,66,70,64
Cee Eff,MC,GO2 GO3,64,76,55
Celer Lightfoot,DL,GO1 GO2 GO3,77,78,35
Celia Hills,MC,GO1 GO2 GO3 IE2 IE3,66,73,54
Cerise Crane,MC,IE2 IE3,62,82,76
Chaa Mehn,DL,GO2 GO3,72,66,44
Chad Bullford,PR,IE1 IE2 IE3,26,34,83
Chad Jowell,PR,IE2 IE3,40,38,71
Chad Taylor,DF,IE2 IE3,58,60,68
Cham Barra,DF,GO1 GO2,50,64,82
Cham Lion,MC,IE1 IE2 IE3,57,61,57
Chamomile,MC,GO2 GO3,70,82,64
Champ Pignon,MC,GO2 GO3,70,70,44
Chance Cerulean,MC,IE2 IE3,68,77,57
Chandler Blanc,DF,GO1 GO2 GO3,53,62,76
Chandler Spillane,MC,IE3,64,71,60
Changsu Choi,MC,GO1 GO2 GO3 IE3,68,77,59
Char Shumaker,DL,IE1 IE2 IE3,71,71,45
Charity Verchu,DL,GO1 GO2 GO3,73,69,47
Charles Island,DF,IE1 IE2 IE3,65,71,78
Charles LeMans,MC,IE3,59,70,51
Charles Oughtry,MC,IE1 IE2 IE3,65,62,46
Charles Riverboat,DF,IE3,55,62,80
Charlie,MC,GO2 GO3,64,72,53
Charlie Boardfield,PR,IE1 IE2 IE3,35,33,77
Charlie Horse,DF,GO2 GO3,44,56,75
Charlie Krelborn,DL,IE1 IE2 IE3,62,72,33
Charlie Shearing,DF,IE1 IE2 IE3,54,61,67
Charon,DF,IE2,53,59,76
Charr Lightning,PR,GO1 GO2 GO3,28,31,81
Chase Faithfull,MC,IE3,69,73,58
Chase Spoor,MC,IE2 IE3,72,68,60
Chauncey Slinka,MC,GO2 GO3 IE3,73,78,59
Chaz Anover,MC,IE1 IE2 IE3,64,71,59
Chaz Biggins,DL,IE1 IE2 IE3,68,64,47
Chell,DL,GO2 GO3,78,74,42
Cherio Pardon,DF,GO3,58,63,80
Cherise Blossom,MC,GO3,72,88,42
Ches Nutcracker,PR,IE1 IE2 IE3,41,45,77
"Chester ""Manc"" Mann",PR,GO2 GO3,28,27,78
Chester Horse,PR,GO2 GO3,30,28,79
Chester Horse Jr,MC,IE1 IE2 IE3,70,84,62
Chester Takes,MC,IE2 IE3,70,74,64
Cheung Po,MC,GO1 GO2 GO3,60,70,59
Chi-Won Ho,PR,IE3,31,30,77
Chick Adiddy,DL,IE1 IE2 IE3,66,72,53
"Chief ""Kerchief"" Kerr",MC,GO2 GO3,62,70,48
Chief Kerr,MC,GO1,70,73,60
Chikka,MC,GO2 GO3,66,76,56
Chilee Menjacko,DF,GO3,52,59,76
Chinami Tokunaga,DF,IE3,40,46,82
Chinen Koishi,MC,GO3,60,70,40
Chip Chisel,DF,GO1 GO2 GO3,56,67,71
Chip Spacek,PR,IE2 IE3,40,39,79
Chip Stocks,DL,IE2 IE3,73,78,60
Chip Tatum,MC,IE3,64,73,59
Chiron Vestal,DL,GO1 GO3,70,72,46
Chitoh,PR,GO2 GO3,32,36,82
Chloe Glazier,DF,GO2 GO3 IE2 IE3,48,61,76
Choen Ryo,DL,GO2 GO3,80,74,48
Choi sin jae,DF,GO3,47,55,76
Chomo Ba,MC,GO2 GO3,74,88,62
Chops Denton,MC,IE1 IE2 IE3,80,75,70
Chris Country,MC,IE2 IE3,61,63,64
Chris Ellis,DF,IE3,57,69,68
Chris Glover,MC,IE1 IE2 IE3,75,68,75
Chris Hypogee,MC,IE1 IE2 IE3,61,72,48
Chris Massey,DF,IE1 IE2 IE3,59,59,66
Chris Miles,MC,IE1 IE2 IE3,68,74,59
Chris Pecracker,PR,IE1 IE2 IE3,33,36,62
Chris Talise,DF,IE1 IE2 IE3,40,46,68
Chris Ticker,DL,IE3,69,71,41
Chrissy Urchin,MC,GO1 GO2 GO3,64,73,61
Christian Ball,PR,GO1 GO2 GO3,32,31,78
Christian Dear,DF,IE1 IE2 IE3,58,63,74
Chroma,MC,GO3,66,82,63
Chuck Dollman,DL,IE1 IE2 IE3,65,65,37
Chuck Hardy,DL,IE1 IE2 IE3,67,71,38
Chuck Pumpkins,PR,GO1 GO2 GO3,27,29,74
"Chuckie ""Lasso"" Roper",MC,GO2,73,78,58
Chuckie Roper,MC,GO3 IE3,70,75,56
Chucky Cardaway,DL,IE3,88,72,38
Chunk Gorman,DL,IE1 IE2 IE3,65,70,46
Chunky,DF,GO2 GO3,52,50,74
Ciaran Wale,DF,GO1 GO2 GO3,50,49,74
Cinagy,PR,GO3,31,32,77
Cindy Reller,DL,GO1 GO2,74,79,50
Cinereous Slate,PR,GO1 GO2 GO3,31,30,77
Cinqua Lightning,DF,GO1 GO2 GO3,48,57,77
"Cinque ""5-Black"" Blackley",DL,GO2 GO3,76,74,46
Cinque Blackley,DL,GO1,68,76,46
Circulus,DL,GO3,86,81,47
"Ciril ""Citrine"" Trine",DF,GO2,43,54,77
Ciril Trine,DF,GO1 GO3,45,57,78
Cirrus Whisp,DF,GO2,49,54,78
Cirrus Whisp,MC,GO1 GO2 GO3,69,79,50
Claire Hostess,DL,IE2 IE3,74,71,44
Claire Lesnow,DF,GO1 IE3,46,57,76
Claire Taker,DF,IE2 IE3,46,52,64
Claire Voyant,MC,IE2 IE3,72,77,66
Clam Childs,DF,GO3,47,58,76
Clara Schott,DL,GO1 GO2 GO3,77,67,37
Clara Tompkins,DF,GO2 IE2 IE3,53,48,65
Clark Phylen,DL,IE3,70,70,42
Clark Rain,MC,IE1 IE2 IE3,61,74,43
Clark Roach,MC,IE1 IE2 IE3,74,63,60
Clark Tappen,PR,IE2 IE3,28,36,71
Clark Watcher,DF,IE1 IE2 IE3,46,61,72
Claude Beacons,DL,GO1 IE2 IE3,78,80,46
Claude Hammer,MC,GO1 GO2 GO3,62,76,58
Claude Moreau,MC,IE3,74,81,60
Claude Snap,DL,IE1 IE2 IE3,74,75,51
Clay Ellement,MC,IE3,65,82,72
Clay Modlin,DL,IE1 IE2 IE3,72,67,49
Clay Moor,DF,GO1 GO2 GO3,49,54,72
Clay Turnor,PR,IE2 IE3,42,37,76
Clear,DF,GO2 GO3 IE2,49,60,75
Clef Bassett,MC,IE2 IE3,59,71,56
Clem Attish,PR,GO1 GO2 GO3,31,36,73
Clerk Welcome,DF,IE1 IE2 IE3,62,63,62
Cletus Badden,MC,IE1 IE2 IE3,67,68,53
Cliff Tomlinson,DL,IE1 IE2 IE3,67,70,48
Climie Hills,PR,IE3,29,29,77
Clint Peacock,MC,IE2 IE3,71,68,54
Clint Wester,DF,IE1 IE2 IE3,62,68,76
Clive Mooney,DL,IE1 IE2 IE3,69,64,39
Cloudy Forbes,DF,GO1 GO2 GO3,53,59,77
Clove,MC,GO3,61,71,56
Cobie Clubb,PR,GO1 GO2 GO3,28,31,77
Cody Barani,PR,IE1 IE2 IE3,28,26,71
Cody Fink,MC,GO2 GO3 IE2 IE3,70,76,62
Coe Dachy,PR,IE2 IE3,36,34,74
Coeus Heavens,DL,GO1 GO2 GO3,74,63,37
Col Lector,DL,IE1 IE2 IE3,68,76,50
Colby Columbia,DL,GO1 GO2 GO3,79,69,45
"Cole ""Rhino"" Optera",DL,GO2,66,67,44
Cole Bear,MC,GO2 IE3,63,70,56
Cole Bludd,DF,GO1 GO2 GO3,50,46,74
Cole Coaker,PR,IE1 IE2 IE3,30,35,66
Cole Easteroll,DL,IE1 IE2 IE3,60,61,32
Cole Ebony,DF,GO1 GO2 GO3,50,60,77
Cole LaRuze,MC,GO3,73,78,58
Cole Optera,DL,GO1 GO3,66,68,44
Cole Stoaker,PR,GO2 GO3 IE2 IE3,28,28,73
Cole Tivator,DF,IE3,48,55,68
Colet First,DF,IE2 IE3,55,56,70
Colin Binder,MC,IE2 IE3,73,76,55
Colin Eager,DL,IE1 IE2 IE3,65,65,37
Colin Glower,MC,IE2 IE3,63,72,49
Colin Lection,DF,IE1 IE2 IE3,52,57,71
Colin Mando,MC,IE3,56,84,70
Colin Salts,DL,IE1 IE2 IE3,71,57,31
Colin Urlane,MC,GO1 GO2 GO3,62,78,65
Colt Youngstein,DF,IE2 IE3,64,68,74
Conan Fox,PR,IE1 IE2 IE3,29,36,67
Conant Ó Briain,DF,GO1 GO2 GO3,44,53,74
Concordia Choral,MC,GO2 GO3 IE3,65,69,53
Conn Fuchus,PR,IE2 IE3,42,38,80
Conn Pass,MC,IE1 IE2 IE3,63,74,43
"Connie ""Confucia"" Fucsia",DF,GO3,47,54,77
Connie Fuchsia,DF,GO2 IE3,55,58,74
Connor Bation,DL,IE1 IE2 IE3,67,64,32
Connor Fuschius,MC,GO1 GO2 GO3,61,69,44
Connor Murray,MC,GO1 IE3,74,75,58
Connor Seuer,MC,IE2 IE3,72,74,65
Connor Shuttle,DF,IE3,55,67,76
Conor Abley,PR,IE1 IE2 IE3,38,33,75
Conor Trail,PR,IE1 IE2 IE3,35,35,76
Conrad Jacket,MC,IE2 IE3,69,82,68
Constance Durand,DL,GO2 GO3,82,76,45
Constant Builder,DL,IE1 IE2 IE3,78,78,45
Cooper Kettle,MC,GO1 GO2 GO3,59,71,51
Cooper Nikos,PR,GO1 GO2 GO3,27,27,71
Coral,DF,IE2,54,69,74
Coral Talent,DL,IE2 IE3,72,68,46
Corey Washington,DF,IE3,60,58,65
Cornelius Roes,MC,GO1 GO2 GO3,68,76,51
Coruja Cerezo,MC,IE3,64,79,80
Corvus Cardson,DL,GO1 GO2 GO3,75,71,39
"Cory ""Coral"" Alberts",DL,GO2 GO3,68,70,36
Cory Alberts,DL,GO1,71,82,50
Cory Andish,DL,IE1 IE2 IE3,69,74,53
Cosimo Beck,MC,IE2 IE3,72,70,62
Craig Placid,DL,IE2 IE3,70,70,48
Crane Clawson,MC,IE1 IE2 IE3,70,73,66
Crane Kik,PR,IE2 IE3,40,43,73
Crateris Mercury,DF,GO1 GO2,48,61,69
Crateris Mercury,DL,GO3,64,67,52
Craven Kenville,DF,IE3,56,64,72
Creed Craving,PR,IE1 IE2 IE3,37,36,71
Creed Wrighter,DL,IE1 IE2 IE3,68,68,42
Creepy,DL,GO2 GO3,70,64,32
Crester Lipp,DL,GO2 GO3,73,55,32
Crimson Wiseman,DF,GO1 GO2 GO3,49,65,83
Crispin Shooter,PR,IE1 IE2 IE3,26,33,60
Cronus Fourseasons,MC,GO1 GO2 GO3,77,80,55
Cruz Ligner,MC,IE1 IE2 IE3,68,67,59
Crystal Clears,DL,IE2 IE3,68,74,44
Cuba Lieber,MC,IE3,70,77,61
Cumulo Nimbus,PR,GO1 GO2 GO3,30,29,75
"Curtis ""Curses"" Carson",DF,GO2 GO3,48,54,78
Curtis Carson,DF,IE3,44,54,76
Curtis Croon,DF,IE2 IE3,59,51,72
Curtis Rebell,DL,IE2 IE3,70,74,50
Cutter Shorten,DF,IE3,60,57,72
Cyber Dalekman,MC,GO1 GO2 GO3,66,75,55
Cymbal Kit,DF,GO2,50,57,73
"Cynthia ""Synthpop"" Electra",DL,GO2 GO3,72,68,33
Cynthia Electra,DL,GO1,80,74,42
Cyril Fox,PR,IE3,36,36,80
DEsmond Cartes,MC,GO3,65,66,40
Daffyd Blayne,DF,GO1 GO2 GO3,53,62,76
Dai Hart,DF,IE1 IE2 IE3,40,45,60
Dai Mondo,DF,GO1 GO2 GO3,49,59,77
Daisy Fields,PR,GO3 IE2 IE3,34,36,77
Daisy Young,DF,GO1 GO2 GO3,44,56,80
Dakarai Furman,DF,IE3,57,72,68
Dakkar Nemo,MC,GO1 GO2 GO3,69,77,55
Dale Riverhead,PR,IE2 IE3,40,39,72
Daley Switcher,MC,IE1 IE2 IE3,71,75,63
Damien Blackloch,DL,GO1 GO2 GO3,77,73,39
Damien Crawford,MC,IE3,64,78,52
"Damo ""DJ"" Jukes",DL,GO2,73,64,35
Damo Jukes,DL,GO1 GO3,74,66,38
Damon Sumner,DL,IE3,75,62,41
Damon Valiant,DL,GO1 GO2 GO3,81,75,37
Dan Bannerman,DF,GO1 GO2 GO3,46,60,74
Dan Carpenter,PR,IE1 IE2 IE3,28,34,61
Dan Castella,PR,IE1 IE2 IE3,36,37,66
Dan Cawarry,DL,IE2 IE3,74,64,48
Dan Dandy,DF,IE1 IE2 IE3,54,52,72
Dan Drobium,DL,IE1 IE2 IE3,67,71,43
Dan Fei,DL,IE3,70,67,50
Dan Hopper,DF,IE1 IE2 IE3,52,62,74
Dan Mirthful,DF,IE1 IE2 IE3,55,63,74
Dan Nettles,PR,IE1 IE2 IE3,37,37,71
Dan Rhino,MC,IE1 IE2 IE3,78,73,53
Dan Vega,DF,IE1 IE2 IE3,61,65,71
Dandy,MC,GO2 GO3,71,82,64
Daniel Dawson,MC,IE1 IE2 IE3,67,70,77
Daniel Hatch,DL,IE1 IE2 IE3,78,80,57
Daniele Sanctis,PR,IE3,30,43,84
Danny Wood,DF,GO1 IE1 IE2 IE3,56,62,78
Dante Diavolo,MC,IE3,86,76,49
Dany Destiny,DF,IE2 IE3,52,62,68
Dar Wynne,DL,GO1 GO2 GO3,66,65,39
Darehn,DF,GO2 GO3,50,62,78
Daren Blakh,DL,GO1 GO2 GO3,70,69,39
Darius Cyrus,MC,GO1 GO2 GO3,68,71,62
Darrel Jeeling,DF,GO2,54,56,80
Darrel Jeeling,PR,IE1 IE2 IE3,31,38,63
Darren Catt,DL,IE2 IE3,72,64,47
Darren LaChance,PR,GO1 GO2 GO3 IE2 IE3,34,37,82
Darren LaChance Adulto,PR,GO3,34,34,80
Dart H. Cylon,DF,GO1 GO2 GO3,54,69,74
Daryl Floor,DL,GO2 IE2 IE3,74,70,41
Dasan,DL,GO2 GO3,76,70,42
Dash Dotter,MC,IE1 IE2 IE3,64,70,53
Dave,PR,GO2,38,35,79
Dave Altair,DL,IE1 IE2 IE3,71,71,47
Dave Chaucer,MC,IE1 IE2 IE3,76,70,54
Dave Coppfielder,MC,GO1 GO2 GO3,73,81,64
Dave Dreem,DF,GO1 GO2 GO3,46,54,79
Dave Fate,DL,IE2 IE3,68,76,43
Dave Inchy,MC,GO1 GO2 GO3,66,68,56
Dave Lung,PR,IE2 IE3,39,44,78
Dave O'Resis,MC,IE1 IE2,60,64,42
Dave O’Resis,MC,IE3,59,63,44
Dave Quagmire,MC,IE3,86,80,68
Dave Walker,MC,GO2,67,83,64
Davi Peroquｺ,DL,IE3,79,76,30
David Buckingham,DF,IE3,58,69,79
David Burnum,DF,IE1 IE2 IE3,45,53,62
David Evans,PR,GO3,36,37,82
David Quagmire,MC,GO2 GO3,74,72,56
David Quintola,DL,GO1 GO2 GO3,79,72,39
David Samford,DL,GO1 GO2 GO3 IE1 IE2 IE3,77,74,47
David Waterman,DF,IE3,56,59,72
Davy Johns,DL,IE1 IE2 IE3,72,65,45
Davy Jones,DL,GO1 GO2 GO3,79,74,39
Dawntavius Spectrum,MC,GO1 GO2 GO3,74,75,56
Dawson Foxx,MC,GO1 IE3,71,75,56
Dawson Little,DF,IE2 IE3,62,62,68
Daz Tighthead,PR,IE1 IE2 IE3,39,43,76
Dean Goddard,DF,IE3,51,66,72
Debbie Dare,MC,GO1 GO2 GO3,67,70,53
Debra Lee,DL,IE3,64,61,38
Dec O'Rator,DL,IE1 IE2,68,68,34
Dec Orum,DL,IE1 IE2 IE3,76,71,46
Dec O’Rator,DL,IE3,67,66,36
Decker Pile,PR,IE3,43,43,76
Dee Tarrant,PR,IE3,38,35,76
Dee Vee,DF,GO2 GO3,50,58,80
Deece Lightning,MC,GO1 GO2 GO3,72,77,57
Deimos Mars,MC,GO1 GO2 GO3,66,72,44
Deimos Repton,DF,GO3,58,60,81
Dekih,DL,GO2 GO3,78,76,44
Del Aket,DF,GO1 GO2,52,48,78
Del Brighton,DL,IE2 IE3,68,67,51
Del Iverryboy,PR,IE1 IE2 IE3,34,35,63
"Delia ""Psyche"" Sykes",DL,GO2 GO3,74,64,40
Delia Sykes,DL,GO1,72,68,43
"Deliah ""Dazzle"" Aze",MC,GO3,66,79,58
"Deliah ""Dazzle"" Azel",MC,GO2,65,74,57
Deliah Azel,MC,GO1,61,66,49
Dell Closeout,PR,IE2 IE3,32,36,72
Delta,DL,GO2 GO3,72,66,42
Demerara Kane,DL,IE3,74,74,55
Demeter,DL,GO2 GO3,76,69,37
Den Hidden,PR,IE1 IE2 IE3,42,35,80
Den Taligene,MC,IE1 IE2 IE3,76,63,45
Denbee Asama,MC,GO2 GO3,67,76,56
Dennis Tistry,MC,GO1 GO2 GO3,63,70,60
Dennosuke Tokuni,DL,GO2 GO3,70,58,42
Denrai Ochimura,MC,GO2 GO3,68,68,57
Denzel Freezer,DL,IE3,68,81,48
Deos,MC,GO3,62,77,58
Derek Longhand,DL,IE1 IE2 IE3,71,74,52
Derek Rabson,MC,IE3,68,74,65
Derek Swing,MC,IE1 IE2 IE3,75,78,63
Derek Terr,DL,IE1 IE2 IE3,63,55,45
Derry Farmer,MC,IE3,63,68,50
Des Ainer,MC,IE1 IE2 IE3,77,67,62
Des Count,DF,IE1 IE2 IE3,58,63,77
Des Einer,DL,IE3,74,68,46
Des Eving,MC,GO1 GO2 GO3,67,79,47
Des Igner,DF,IE2 IE3,43,51,65
Des Tiny,DF,IE1 IE2 IE3,50,55,70
Desmodus Drakul,MC,GO2 GO3,83,89,62
Desmond Cartes,MC,GO1 GO2,71,70,44
Despina Laks,DL,GO3,77,75,48
Destra,DL,GO1 GO2 IE3,82,72,44
Devin Hornes,DF,GO1 GO2 GO3,48,53,75
Devlin Ogor,PR,IE3,45,45,71
Dex Territy,PR,IE1 IE2 IE3,36,34,66
Dexter Ambie,DF,IE1 IE2 IE3,61,61,67
Dexter Caise,DF,IE2 IE3,59,54,72
Dexter Poine,DL,GO1 GO2 GO3,72,64,40
Dexter Raleigh,DF,IE1 IE2 IE3,43,46,68
Dextra,DL,GO3,81,72,46
Dextra Gleeson,DL,IE3,64,69,40
Diam,DL,IE2,82,77,50
"Dias ""Diamond"" Mondragon",PR,GO2,30,37,77
Dias Mondragon,PR,GO1 GO3,29,38,80
Diazo Kagobutsu,PR,GO3,31,34,78
Dick Turbin,DF,IE1 IE2 IE3,42,45,65
Dicus,PR,GO3,33,33,82
Diego Oro,DL,IE3,75,75,52
Dijea Graffin,DF,GO2 GO3,44,52,75
Dilly Honeywell,MC,GO1 GO2 GO3,62,77,57
Dilshod Sokurov,DL,GO3,80,77,48
Diminuto,MC,GO3,64,74,53
Dino Zolletta,DL,IE3,81,85,42
Dione Balge,MC,GO3,73,75,57
Dionysus,DF,GO2 GO3,46,48,79
