Inagle ID,Image,Name (Romaji),Name (Localised),Gender,Position,Element,Playstyle,Moveset,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence
2,,Shuya Goenji,Axel Blaze,男 (Male),FW,火 (Fire),Justice,Fireball Screw | Maximum Fire | Grand Fire | Scorching Tackle | Ignited Steal | Burning Overdrive,145.0,138.0,126.0,106.0,102.0,102.0,112.0
4841,,Heita Kisoji,Cedric Freud,男 (Male),林 (Forest),MF,Tension,Clone Faker | Circus Block | Samba Strike | Clone Faker | Samba Strike | Entertainer,125.0,134.0,131.0,109.0,110.0,102.0,120.0
4841,,Heita Kisoji,Cedric Freud,男 (Male),林 (Forest),MF,Bond,Clone Faker | Circus Block | Samba Strike | Clone Faker | Samba Strike | Entertainer,125.0,134.0,131.0,109.0,110.0,102.0,120.0
4846,,Suruga Yagyu,Thierry Reyes,男 (Male),山 (Mountain),MF,Tension,Heavenly Thunder | Super Elastico | Ball Lightning | Heavenly Thunder | Super Elastico | Elemental Catalyst,125.0,134.0,131.0,109.0,110.0,102.0,120.0
4846,,Suruga Yagyu,Thierry Reyes,男 (Male),山 (Mountain),MF,Breach,Heavenly Thunder | Super Elastico | Ball Lightning | Heavenly Thunder | Super Elastico | Elemental Catalyst,125.0,134.0,131.0,109.0,110.0,102.0,120.0
4843,,Kameo Kodokai,Cade Shelby,男 (Male),風 (Wind),DF,Bond,Twirling Turtle | Kraken Seaquake | Dash Storm | Twirling Turtle | Kraken Seaquake | Mix 'n' Match: Raika,100.0,113.0,114.0,122.0,126.0,109.0,137.0
4843,,Kameo Kodokai,Cade Shelby,男 (Male),風 (Wind),DF,Counter,Twirling Turtle | Kraken Seaquake | Dash Storm | Twirling Turtle | Kraken Seaquake | Mix 'n' Match: Raika,100.0,113.0,114.0,122.0,126.0,109.0,137.0
4845,,Garyu Shisendo,Alix La Fontaine,男 (Male),風 (Wind),GK,Justice,Icy Grace | Divine Deflectors | Crystal Barrier | Icy Grace | Divine Deflectors | Keeper's Grit,108.0,116.0,109.0,122.0,126.0,128.0,116.0
4845,,Garyu Shisendo,Alix La Fontaine,男 (Male),風 (Wind),GK,Breach,Icy Grace | Divine Deflectors | Crystal Barrier | Icy Grace | Divine Deflectors | Keeper's Grit,108.0,116.0,109.0,122.0,126.0,128.0,116.0
4894,,Sei Soramiya,Nikas Himmelstein,男 (Male),火 (Fire),FW,Justice,Sunshine Splitter | Grand Glow | Foil Formula | Atomic Flare | Sunshine Splitter | Burning Overdrive,137.0,134.0,122.0,109.0,106.0,102.0,120.0
4894,,Sei Soramiya,Nikas Himmelstein,男 (Male),火 (Fire),FW,Breach,Sunshine Splitter | Grand Glow | Foil Formula | Atomic Flare | Sunshine Splitter | Burning Overdrive,137.0,134.0,122.0,109.0,106.0,102.0,120.0
