juego,nombre,posicion,elemento,ATT,CTL,DEF
IE2,Ike Banner,PR,bosque,36,37,71
IE2,Frank Meyer,MC,fuego,69,75,66
IE2,Phil Fog,PR,fuego,39,35,74
IE2,Bob Lioteck,PR,fuego,36,34,74
IE2,Rory Polisher,PR,fuego,32,36,69
IE2,Tex Curvator,DL,tierra,69,75,49
IE2,Perry Pincher,DL,tierra,72,68,40
IE2,Al Plates,DL,tierra,66,72,38
IE2,Bane Marie,DF,tierra,54,65,68
IE2,Cam Broadsheet,MC,bosque,62,75,63
IE2,Mo Hawkes,DL,fuego,72,73,47
IE2,Chris Pecracker,PR,tierra,35,35,70
IE2,Andy Crafter,DL,aire,71,67,46
IE2,Boe Tyer,PR,fuego,33,36,72
IE2,Dave O'Resis,MC,bosque,63,66,47
IE2,Victor Mancey,DL,fuego,71,72,49
IE2,Ray Dioset,DL,bosque,76,63,50
IE2,Preston Gumbs,DL,aire,74,68,34
IE2,Tiny Forester,DF,tierra,57,66,62
IE2,Cardin Hands,DL,bosque,73,63,47
IE2,Callan Trens,DL,fuego,75,70,48
IE2,Tim Mittus,DF,tierra,64,60,67
IE2,Keenan Brainard,MC,bosque,65,75,65
IE2,Orson Douvre,PR,tierra,41,31,77
IE2,Sandy Hope,DF,tierra,62,53,74
IE2,Ort Omaton,PR,fuego,38,37,75
IE2,Clerk Welcome,DF,tierra,64,65,59
IE2,Rob Ottman,PR,aire,36,32,71
IE2,Cam O'Miles,PR,bosque,41,28,77
IE2,Jack Pott,PR,tierra,34,35,73
IE2,Florian Selles,DL,bosque,69,71,47
IE2,Finn Sawyer,PR,fuego,34,39,70
IE2,Bobby Constable,DL,fuego,75,71,47
IE2,Ray Menn,DL,aire,65,73,46
IE2,Odo Toilette,PR,fuego,30,37,75
IE2,Tel Egram,MC,tierra,66,76,48
IE2,Char Shumaker,DL,tierra,74,70,43
IE2,Sim Pathy,DF,bosque,69,62,58
IE2,Jon Driedon,DL,fuego,62,69,48
IE2,Monty Burrows,PR,tierra,25,28,69
IE2,Gaston Berry,DL,fuego,62,57,28
IE2,Cruz Ligner,MC,tierra,73,70,64
IE2,Irv Washinton,DF,aire,45,46,58
IE2,Shem Bassey,DF,bosque,55,57,68
IE2,Pres Cripton,DL,tierra,71,70,44
IE2,Winston Windfall,MC,bosque,63,66,65
IE2,Rich Eden,PR,bosque,36,39,77
IE2,Teagen Brewer,DF,bosque,45,50,67
IE2,Ry Sling,DF,aire,51,64,59
IE2,Bard Crooner,MC,aire,70,62,63
IE2,Armstrong Peck,PR,fuego,34,28,74
IE2,Carey Vanpark,MC,fuego,65,62,59
IE2,Garland Gathers,MC,tierra,71,63,48
IE2,David Burnum,DF,fuego,45,53,59
IE2,Tad Trinket,MC,fuego,60,65,45
IE2,Harvey Lifter,DF,tierra,52,56,62
IE2,Kurt Price,MC,bosque,60,62,52
IE2,Cameron Hameha,MC,bosque,62,65,48
IE2,Will Stonehead,DF,fuego,64,59,72
IE2,Hugh Marble,DF,tierra,57,56,59
IE2,Urson Brown,PR,bosque,34,31,71
IE2,Bo Luger,DL,bosque,81,66,42
IE2,Kim Ono,DL,tierra,72,75,47
IE2,Bully Thrower,DL,aire,66,71,31
IE2,Bill Wordsworthy,MC,tierra,58,72,45
IE2,Mo Lusk,DL,tierra,72,70,53
IE2,Ben Curd,DF,fuego,64,72,80
IE2,Powers Squatts,PR,fuego,36,29,80
IE2,Paisley Onepiece,DF,aire,59,60,68
IE2,Gauge Diven,DF,fuego,55,63,68
IE2,Zane Laughead,MC,aire,69,72,72
IE2,Daz Tighthead,PR,bosque,41,44,79
IE2,Sandy Beecher,DL,aire,73,69,45
IE2,Ty Priter,DL,fuego,79,69,40
IE2,Nick Savers,PR,aire,42,38,80
IE2,Percy Wrench,MC,fuego,74,67,52
IE2,Max Scara,PR,aire,36,31,69
IE2,Jonny Strutt,DL,bosque,62,63,40
IE2,Larry Oldman,DL,tierra,62,60,28
IE2,Dom Anding,MC,tierra,65,71,66
IE2,Pip Goodweather,PR,tierra,34,36,75
IE2,Bamber Mandrina,DF,bosque,40,56,79
IE2,Scrap Salvadge,PR,tierra,36,34,70
IE2,Michael Angeloni,PR,aire,30,39,70
IE2,Ryder Wheeling,DF,tierra,57,55,58
IE2,Stu Venier,DF,fuego,43,62,64
IE2,Linden Dray,DF,bosque,45,62,60
IE2,Patsy Cornish,MC,fuego,60,73,48
IE2,Sharkey Gobble,DF,aire,55,63,68
IE2,Olly Popman,MC,aire,78,75,64
IE2,Tyche Winham,PR,bosque,37,35,75
IE2,Page Helper,MC,tierra,66,75,63
IE2,Barry Lugh,DL,aire,64,71,42
IE2,Jen Quibble,PR,tierra,34,36,79
IE2,Dan Drobium,DL,bosque,70,71,41
IE2,Lyle O'Day,DL,tierra,73,71,39
IE2,Crane Clawson,MC,aire,74,76,70
IE2,Raven Crowe,DF,tierra,63,53,72
IE2,Shirley Ladyman,DF,bosque,46,45,62
IE2,Cody Barani,PR,tierra,27,25,76
IE2,Bob Shishker,DL,fuego,64,67,40
IE2,Pica Vellosum,DL,tierra,73,66,43
IE2,Sascha Powder,PR,fuego,30,25,75
IE2,Gore Lyath,MC,fuego,70,72,58
IE2,Marty Gras,DL,aire,70,60,36
IE2,Bob Dingnagian,MC,tierra,63,72,65
IE2,Hugh Dyer,PR,tierra,32,37,73
IE2,Carl Penter,DL,tierra,76,66,41
IE2,Jebb Ettow,DL,tierra,74,71,43
IE2,Julian Siezer,DL,tierra,62,55,42
IE2,Bill Dozer,PR,tierra,34,33,74
IE2,Benny Factor,PR,fuego,35,35,74
IE2,Roman Candler,MC,fuego,64,73,50
IE2,Ray Whitehead,MC,bosque,67,77,65
IE2,Aston Isher,MC,fuego,77,70,58
IE2,Grover Bearing,PR,fuego,37,32,74
IE2,Andy Sided,DF,tierra,61,66,72
IE2,Phil O'Biblist,MC,fuego,77,67,69
IE2,Roy Plimsole,PR,aire,31,34,74
IE2,Jem Paste,PR,bosque,31,36,74
IE2,Mike Creasewell,MC,aire,73,76,70
IE2,Hale Quinn,DF,fuego,59,61,74
IE2,Al Askan,DL,tierra,70,75,53
IE2,Scot Chopper,DF,bosque,43,45,67
IE2,Nick Templeton,DL,fuego,67,71,36
IE2,Butler Chambers,DL,fuego,77,63,29
IE2,Pip Skinner,PR,bosque,29,34,70
IE2,Dan Vega,DF,bosque,63,66,69
IE2,Manny Kinsland,DL,tierra,69,69,50
IE2,Chick Adiddy,DL,fuego,69,72,51
IE2,Jig Charleston,MC,tierra,75,81,63
IE2,Powers Flawless,PR,tierra,35,37,75
IE2,Alistair Horizon,MC,bosque,64,79,47
IE2,Tim Bergoods,MC,aire,69,75,55
IE2,Lux Sidebottom,PR,fuego,26,35,75
IE2,Nat Picker,MC,fuego,61,62,57
IE2,Harold Derry,DF,fuego,40,45,72
IE2,Josh Rogan,MC,fuego,70,71,50
IE2,Ronny O'Mania,DF,aire,59,62,65
IE2,Buck Teachey,DF,tierra,54,62,67
IE2,Rayburn Lightly,MC,bosque,70,70,65
IE2,Pat Greene,MC,fuego,66,66,45
IE2,Sylver Stone,DL,tierra,65,70,43
IE2,Equin Knocks,MC,fuego,74,74,67
IE2,Hans Bigger,DF,bosque,57,60,67
IE2,Creed Wrighter,DL,bosque,71,68,40
IE2,Fran Zimmer,DF,aire,58,58,69
IE2,Chaz Anover,MC,bosque,68,74,65
IE2,Kurt O'Graphy,DF,bosque,47,61,65
IE2,Pace Storey,DL,fuego,70,64,42
IE2,Paddy Streehan,PR,bosque,35,31,69
IE2,Carson Haynes,DF,bosque,57,61,67
IE2,Earl Grayson,DF,bosque,61,67,75
IE2,Pip Aminty,DF,tierra,60,66,74
IE2,Noel Vacancies,PR,fuego,36,37,79
IE2,Jon Quill,DL,bosque,77,70,41
IE2,Bill Looney,DF,bosque,56,66,70
IE2,Dan Nettles,PR,bosque,38,36,75
IE2,Clark Watcher,DF,tierra,47,62,70
IE2,Tim Eisback,DF,bosque,50,63,66
IE2,Sam Aritan,MC,bosque,66,70,50
IE2,Cal Emarry,PR,bosque,27,35,74
IE2,Bambis Shakin,DL,tierra,68,73,43
IE2,Zin Giber,MC,bosque,58,76,63
IE2,Wes Abbey,DL,bosque,78,75,47
IE2,Alec Dote,PR,aire,29,35,69
IE2,Dougie McFlea,MC,aire,69,72,66
IE2,Jacky Lantern,PR,fuego,36,25,78
IE2,Matt Tudor,DF,fuego,40,51,79
IE2,Gabriel Shekinah,MC,aire,78,76,67
IE2,Biron Pendexter,MC,bosque,75,77,73
IE2,Rod Entwhistle,PR,aire,39,32,78
IE2,Toby Patient,DF,bosque,45,63,66
IE2,Glen Garry,MC,aire,62,64,45
IE2,Bill Yards,PR,bosque,36,30,70
IE2,Kay Acker,DL,aire,71,75,46
IE2,Django Keyes,PR,aire,27,37,82
IE2,John Demi,DF,tierra,58,64,75
IE2,Sage Wisdom,MC,tierra,66,77,61
IE2,Nick Washing,DF,bosque,53,63,72
IE2,Steve Pinner,PR,bosque,29,34,76
IE2,Vance Bookings,PR,tierra,30,25,74
IE2,Bud Dahman,DL,bosque,69,63,35
IE2,Reagan Boneman,MC,bosque,69,71,67
IE2,Erhard Blower,DL,aire,71,70,42
IE2,Jack Tradesman,DL,tierra,74,68,46
IE2,Rufus Judge,DL,fuego,68,66,45
IE2,Ace Fettick,PR,tierra,27,27,79
IE2,Lance Lotts,PR,bosque,37,34,75
IE2,Attley Hightable,PR,bosque,32,38,71
IE2,Jim Nastick,DL,bosque,73,70,48
IE2,Theo Riser,MC,fuego,60,71,66
IE2,Weldon Wrought,DF,aire,44,61,58
IE2,Seymour Senary,DL,fuego,64,70,43
IE2,Finn Carper,PR,tierra,37,29,75
IE2,Herc Bigsby,DF,tierra,56,62,75
IE2,Bramley Cox,DL,aire,75,71,52
IE2,Mitch Hett,DL,aire,72,70,46
IE2,Mo Zarella,MC,bosque,80,68,70
IE2,Scout Messenger,DF,bosque,63,63,67
IE2,Paul Chucker,PR,bosque,37,29,70
IE2,Andy Wallpole,MC,fuego,75,75,61
IE2,Solomon Justice,MC,bosque,75,73,58
IE2,Mark Tinney,MC,tierra,74,71,57
IE2,Archy Medez,PR,aire,35,37,73
IE2,Jay Pan,PR,tierra,38,37,73
IE2,Jonah Troutman,DL,bosque,68,72,37
IE2,Carl Nivor,PR,bosque,32,34,73
IE2,Phil Occifer,MC,bosque,69,73,50
IE2,Noah Gerkin,PR,fuego,42,28,72
IE2,Colin Eager,DL,tierra,67,65,35
IE2,Don Ringo,PR,tierra,35,32,71
IE2,Nick Crew,PR,fuego,30,35,69
IE2,Ivor Parrot,MC,aire,74,63,55
IE2,Matthew Pencil,DL,bosque,62,55,35
IE2,Ropert Chapp,DF,aire,58,62,69
IE2,Hal LeButt,PR,aire,29,35,70
IE2,Al Chemmy,DF,fuego,64,68,71
IE2,Rob Zervatory,DL,bosque,78,67,44
IE2,Joe Stick,MC,fuego,66,75,48
IE2,Nick Turine,DF,bosque,64,60,70
IE2,Marc O'Lepsy,DF,bosque,63,62,68
IE2,Jim Makegood,DL,bosque,64,69,45
IE2,Vin Spinner,DF,aire,44,45,66
IE2,Grew Driver,MC,aire,79,79,69
IE2,Ed Dupee,DF,bosque,40,45,63
IE2,Hank Shortman,MC,aire,68,72,50
IE2,Aaron Peacy,PR,tierra,28,35,75
IE2,Harvey Sweats,DL,bosque,77,66,51
IE2,Harry Overton,PR,bosque,32,37,78
IE2,Archie Tate,PR,aire,25,25,73
IE2,Neville List,DF,bosque,42,63,64
IE2,Lee Dorr,PR,fuego,29,26,69
IE2,Sam Which,PR,aire,41,37,76
IE2,Dwight Self,DL,aire,76,65,41
IE2,Shep Shank,DL,aire,67,70,40
IE2,Dylan Swan,DL,tierra,62,55,28
IE2,Theo Bernoulli,MC,bosque,73,77,71
IE2,Sul Tarner,MC,bosque,74,72,68
IE2,Silas Scrooge,DF,fuego,66,72,72
IE2,Mario Nette,DF,tierra,43,49,59
IE2,Telly Fonbocks,MC,fuego,75,71,57
IE2,Bones Size,DF,bosque,48,64,68
IE2,Frank Koshar,DL,aire,68,67,47
IE2,Keifer Tiliser,DF,fuego,61,64,71
IE2,Jak Hammerslam,DL,fuego,63,70,47
IE2,Rob Freeby,DL,tierra,76,64,50
IE2,Chris Talise,DF,bosque,40,45,66
IE2,Derek Longhand,DL,bosque,75,74,50
IE2,Manny Gerry,DL,fuego,66,72,36
IE2,Des Count,DF,aire,60,64,75
IE2,Rocky Rollans,DF,fuego,60,69,73
IE2,Shaun Staid,PR,aire,28,39,76
IE2,Heath Freke,PR,tierra,39,35,73
IE2,Olly Gammy,MC,tierra,66,74,49
IE2,Aidan Model,DL,fuego,73,59,35
IE2,Mick Thatcher,PR,tierra,32,37,70
IE2,Owen Greenfield,MC,bosque,76,81,69
IE2,Charlie Krelborn,DL,tierra,64,72,30
IE2,Rory Circles,MC,tierra,58,62,58
IE2,Barry Sterr,MC,aire,60,75,54
IE2,John Baird,MC,tierra,71,73,68
IE2,Tyson Moodey,PR,bosque,28,37,74
IE2,Al Istatin,MC,fuego,75,72,65
IE2,Paddy Popper,MC,aire,82,74,57
IE2,Dwayne Woo,MC,aire,75,74,66
IE2,Pete Sadow,MC,fuego,58,77,66
IE2,Troy Glodight,DF,tierra,59,63,79
IE2,Chris Hypogee,MC,tierra,64,74,52
IE2,Connor Bation,DL,bosque,69,63,28
IE2,Rhys Masher,MC,aire,72,65,51
IE2,Charlie Shearing,DF,bosque,57,62,65
IE2,Al Mannack,DF,tierra,44,62,70
IE2,Nathan Weyton,DF,aire,41,45,63
IE2,Simon Stryker,PR,bosque,31,36,70
IE2,Will Bayeux,PR,tierra,37,34,76
IE2,Thomas Ediston,MC,bosque,74,81,70
IE2,Aubry Dient,PR,fuego,38,32,77
IE2,Les Tarrant,PR,aire,31,32,70
IE2,Sim Cope,DF,fuego,45,63,66
IE2,Cal O'Rees,DF,tierra,50,65,64
IE2,Ringo Spinning,PR,fuego,36,33,77
IE2,Dec O'Rator,DL,aire,70,67,32
IE2,Pat Shinko,DF,fuego,40,47,66
IE2,Ryan Ferry,DL,aire,72,64,34
IE2,Les Belisha,DL,fuego,73,72,49
IE2,Tim Crochett,DF,aire,54,64,74
IE2,Hiroshi Dot,MC,aire,70,73,69
IE2,Jack Nimble,DF,tierra,53,60,58
IE2,Patch Upright,DF,fuego,55,66,59
IE2,Joe Nalist,PR,bosque,38,30,78
IE2,Esau Fagus,DL,aire,64,59,41
IE2,Braden Bakewell,DL,tierra,79,55,32
IE2,Virgil Lantis,DL,tierra,77,62,45
IE2,Norm Drilling,DL,fuego,71,66,44
IE2,Kurt Tweedy,DL,bosque,68,69,49
IE2,Solomon Osaka,DL,aire,68,71,31
IE2,Pike Tucker,DL,fuego,62,55,43
IE2,Gary Osoto,DF,aire,50,65,66
IE2,Dec Orum,DL,bosque,79,71,45
IE2,Alan Carte,MC,tierra,80,65,45
IE2,Morgan Iser,MC,bosque,75,70,57
IE2,Ken Broad,MC,tierra,58,62,57
IE2,Scot Enguard,DF,tierra,62,64,69
IE2,Dick Turbin,DF,fuego,41,45,63
IE2,Benedict Eggers,DF,bosque,61,57,75
IE2,Beau Painton,MC,fuego,78,69,58
IE2,Butch Pythons,PR,aire,38,40,76
IE2,Sam Murray,DF,aire,62,52,74
IE2,Eathan Ringer,DL,tierra,76,66,48
IE2,Jack Lumbar,PR,aire,35,33,77
IE2,Todd Tempole,DF,fuego,59,66,70
IE2,Jacob Grimley,DL,aire,77,63,38
IE2,John Coralli,PR,bosque,43,31,74
IE2,Drew Faxon,DL,bosque,63,69,43
IE2,Cole Easteroll,DL,bosque,62,60,29
IE2,Cam Lensman,MC,aire,61,72,51
IE2,Tighe Windsor,MC,tierra,76,68,66
IE2,Phil Dippedes,DL,bosque,65,75,40
IE2,Lenny Lakeman,PR,fuego,34,33,70
IE2,Vaughn DeVille,DF,aire,55,63,66
IE2,Arthur Myrddin,DF,fuego,59,62,69
IE2,Guy Forker,DF,fuego,48,51,61
IE2,Bob Stretcher,DL,bosque,64,61,38
IE2,Spike Clutcher,DL,aire,69,66,40
IE2,Austin Tayssus,MC,bosque,67,74,54
IE2,Tom Stevenson,DF,fuego,54,62,68
IE2,Ricky Charmers,DL,bosque,69,65,46
IE2,Max Hurt,PR,fuego,29,36,75
IE2,Dexter Raleigh,DF,tierra,43,45,66
IE2,Pete Pang,PR,fuego,37,40,79
IE2,Sam Fitspire,PR,bosque,37,34,75
IE2,Carter Nightly,DF,tierra,64,68,69
IE2,Daley Switcher,MC,tierra,75,78,68
IE2,Dexter Ambie,DF,tierra,63,62,65
IE2,Gill Able,PR,fuego,40,33,75
IE2,Drew Reiner,DF,tierra,64,71,73
IE2,Kevin Boardman,PR,aire,30,39,69
IE2,Andy Craft,DL,bosque,62,55,29
IE2,Julius Vernon,PR,tierra,42,26,82
IE2,Robin Sherwood,DL,tierra,65,72,50
IE2,Ei King,DF,fuego,65,60,66
IE2,Travis McClean,MC,aire,79,64,68
IE2,Rusty Spoakes,PR,fuego,25,25,76
IE2,Clint Wester,DF,aire,64,69,74
IE2,Pete Nokeyo,DF,bosque,43,61,64
IE2,Will Racer,DL,tierra,71,71,45
IE2,Ollie Seeker,MC,tierra,79,71,63
IE2,Graham Hush,DL,tierra,72,73,47
IE2,Ronny Knowles,DF,bosque,56,59,67
IE2,Les Abel,DL,fuego,66,70,39
IE2,Reg Thrift,DF,tierra,46,63,69
IE2,Jools Iceberg,DL,fuego,68,67,36
IE2,Mark Brent,MC,aire,58,71,65
IE2,Vern Ironfist,DL,bosque,65,75,44
IE2,Rob Burnsides,DF,aire,49,63,70
IE2,Ace Bragg,MC,bosque,79,80,72
IE2,Claude Snap,DL,aire,77,74,49
IE2,Paul Rush,MC,bosque,74,83,71
IE2,Guile Crocket,DF,fuego,58,55,69
IE2,Carey Bean,MC,fuego,71,66,70
IE2,John Maggie,DF,bosque,68,66,77
IE2,Chops Denton,MC,fuego,83,78,73
IE2,Bobby Yellow,PR,bosque,29,27,73
IE2,Ace Breaker,DF,tierra,58,67,76
IE2,Percy Verence,DL,fuego,70,75,53
IE2,Erik Eagle,MC,bosque,86,78,69
IE2,Bobby Shearer,DF,bosque,70,66,80
IE2,Paul Peabody,DF,aire,62,72,75
IE2,Chester Horse Jr,MC,bosque,73,82,64
IE2,Sagaminator,DL,bosque,82,78,53
IE2,Jude Sharp,MC,aire,79,89,80
IE2,Shadow Cimmerian,DL,bosque,75,81,55
IE2,Neppten,DL,bosque,79,86,54
IE2,Galileo,PR,bosque,44,39,78
IE2,Coral,DF,aire,57,69,71
IE2,Gigs,DF,fuego,60,65,73
IE2,Ganymede,DF,tierra,62,70,68
IE2,Charon,DF,fuego,56,60,73
IE2,Pandora,MC,aire,77,79,62
IE2,Grengo,MC,tierra,71,75,72
IE2,Io,MC,fuego,70,78,73
IE2,Rihm,DL,bosque,76,76,48
IE2,Janus,MC,bosque,78,80,66
IE2,Diam,DL,bosque,83,76,48
IE2,Dvalin,PR,fuego,45,40,75
IE2,Kenville,DF,fuego,59,61,65
IE2,Mole,DF,bosque,67,69,67
IE2,Kayson,DF,aire,64,69,70
IE2,Tytan,DF,tierra,64,64,65
IE2,Fedora,MC,fuego,76,73,58
IE2,Krypto,MC,aire,74,82,61
IE2,Sworm,MC,bosque,73,83,69
IE2,Mercury,DL,aire,79,73,39
IE2,Metron,DL,aire,80,76,49
IE2,Zell,DL,aire,77,72,56
IE2,Dvalin,DL,aire,84,84,43
IE2,Nero,PR,aire,44,39,77
IE2,Gele,DF,aire,57,64,65
IE2,Kiburn,DF,fuego,59,68,66
IE2,Zohen,DF,tierra,65,75,75
IE2,Hauser,DF,tierra,62,66,73
IE2,Kormer,MC,fuego,77,81,67
IE2,Kiwill,MC,bosque,73,77,63
IE2,Ark,MC,bosque,75,80,74
IE2,Wittz,DL,bosque,78,78,49
IE2,Bellatrix,MC,aire,80,84,63
IE2,Xene,DL,fuego,84,84,49
IE2,Seymour Hillman,PR,tierra,38,38,77
IE2,Charles Island,DF,bosque,61,70,74
IE2,Garret Hairtown,DF,aire,64,72,74
IE2,Arthur Sweet,DF,tierra,64,75,78
IE2,Peter Mildred,MC,bosque,79,77,68
IE2,Josh Nathaniel,MC,bosque,81,88,74
IE2,Edward Gladstone,MC,fuego,80,78,68
IE2,Tyler Thomas,MC,tierra,81,78,68
IE2,Joseph Yosemite,DL,aire,78,74,50
IE2,Ian Suffolk,MC,fuego,78,81,67
IE2,Constant Builder,DL,fuego,76,73,49
IE2,Grent,PR,fuego,43,34,76
IE2,Baller,DF,bosque,62,65,71
IE2,Balcke,DF,fuego,65,64,70
IE2,Seats,DF,bosque,63,64,73
IE2,Bomber,MC,fuego,73,78,68
IE2,Heat,MC,bosque,69,83,66
IE2,Lean,MC,fuego,73,83,68
IE2,Bountine,MC,bosque,77,79,68
IE2,Sidern,DL,fuego,69,76,41
IE2,Claude Beacons,DL,fuego,79,79,50
IE2,Neppten,DL,bosque,74,74,48
IE2,Beluga,PR,tierra,40,38,78
IE2,Arkew,DF,aire,64,66,67
IE2,Clear,DF,aire,62,66,70
IE2,Gocker,DF,tierra,63,64,70
IE2,Icer,MC,aire,74,81,66
IE2,Balen,MC,tierra,74,81,64
IE2,Droll,MC,aire,76,80,65
IE2,Rhine,MC,aire,76,80,61
IE2,Blown,DL,aire,73,72,42
IE2,Bryce Whitingale,DL,aire,84,79,57
IE2,Frost,DL,tierra,74,76,44
IE2,Ken Ironwall,PR,tierra,40,39,78
IE2,Timothy Western,DF,aire,59,68,69
IE2,Wallace Hammond,DF,aire,63,68,66
IE2,Shirley Stevens,DF,bosque,61,62,68
IE2,Ian Smith,DF,bosque,66,66,68
IE2,Taylor Firepool,MC,aire,73,74,69
IE2,Marge Fielding,MC,aire,75,77,59
IE2,Marshall Firsthand,MC,bosque,75,74,61
IE2,Holly Mirror,DL,fuego,77,73,54
IE2,Victoria Vanguard,MC,aire,82,80,72
IE2,Joe Kenneddy,DL,bosque,75,75,48
IE2,Ian Sights,PR,tierra,34,37,77
IE2,Greene Beray,DF,aire,62,64,65
IE2,Ryan Tappin,MC,bosque,80,69,58
IE2,Linda Shadey,DL,aire,79,76,46
IE2,Sid Safehouse,DF,fuego,58,65,75
IE2,Adam Ropes,PR,aire,38,38,76
IE2,Joaquine Downtown,DF,fuego,58,61,68
IE2,Milton Bindings,DF,aire,54,64,65
IE2,Spike Gleeson,DF,bosque,60,64,64
IE2,Sean Snowfield,MC,tierra,74,79,76
IE2,Kerry Bootgaiter,MC,aire,75,74,65
IE2,Maddox Rock,MC,bosque,72,75,59
IE2,Robert Skipolson,MC,bosque,73,73,58
IE2,Shawn Froste,DF,aire,67,72,72
IE2,Roland Climbstein,DL,aire,76,70,44
IE2,Quentin Rackner,DL,bosque,71,70,44
IE2,Trent Peggs,PR,tierra,37,36,78
IE2,Martin Ursus,DF,bosque,58,65,73
IE2,Pete Bogg,MC,fuego,76,74,63
IE2,Gem Strata,DF,fuego,55,60,63
IE2,Horace Onlign,DL,bosque,70,71,39
IE2,Shawn Froste,DL,aire,82,81,51
IE2,Shawn Froste,DL,aire,84,83,53
IE2,Crane Kik,PR,bosque,43,43,76
IE2,Parry Waxon,DF,aire,62,67,71
IE2,Bri Spark,DF,tierra,57,59,65
IE2,Max Fortune,DF,bosque,56,67,68
IE2,Brendan Water,DF,fuego,56,64,66
IE2,Junior Fardream,MC,bosque,75,73,68
IE2,Ian Telektual,MC,aire,75,74,59
IE2,Lee Dinglite,MC,bosque,74,72,68
IE2,Marshall Artz,DL,fuego,77,73,50
IE2,Tyke Wando,DL,bosque,75,73,47
IE2,Dirk Artz,DL,aire,82,74,44
IE2,Scott Banyan,DF,bosque,61,70,71
IE2,Earnest Bookworm,PR,aire,34,40,75
IE2,Ollie Gami,DF,bosque,60,61,67
IE2,Roman Kandel,MC,fuego,74,73,57
IE2,Don Ation,DL,aire,78,68,43
IE2,Scott Banyan,DF,bosque,70,75,70
IE2,Rowan Beltzer,DF,aire,59,65,69
IE2,Blade Healen,DF,tierra,56,64,69
IE2,Argie Bargie,DF,bosque,68,64,72
IE2,Lee Bamboo,DF,fuego,65,66,74
IE2,Eton Messer,MC,bosque,76,79,58
IE2,Jonah Spark,MC,tierra,76,79,67
IE2,Sue Sparrow,MC,aire,73,77,60
IE2,Riley Jamm,DL,bosque,79,70,50
IE2,Caleb Stonewall,MC,fuego,85,79,67
IE2,Jimbo Cellar,PR,bosque,34,41,80
IE2,Zenn Wildhorse,DL,aire,74,70,46
IE2,Dawson Little,DF,aire,66,61,65
IE2,Cosimo Beck,MC,bosque,74,72,64
IE2,Maston Color,MC,tierra,79,69,69
IE2,Darren LaChance,PR,bosque,38,43,84
IE2,Drancis Fake,DF,aire,56,61,65
IE2,Mick Mishap,DF,bosque,58,61,68
IE2,Louis Leave,DF,fuego,64,64,75
IE2,Maurice Badgame,DF,tierra,65,63,68
IE2,Cannon Random,MC,fuego,70,77,59
IE2,Ulric Richmen,MC,bosque,75,74,61
IE2,Dave Fate,DL,tierra,70,74,43
IE2,Spencer Duskplay,MC,aire,84,69,63
IE2,Jonathan Luckyman,DL,bosque,77,75,53
IE2,Joe Poker,DL,fuego,71,75,42
IE2,Wiley Cracker,PR,fuego,34,37,78
IE2,Mark Failing,DL,bosque,74,70,43
IE2,Alton Cotts,MC,tierra,75,77,74
IE2,Mike Passing,DL,aire,71,74,44
IE2,Knowle Bathers,PR,aire,36,35,75
IE2,Rocky Black,PR,fuego,43,38,82
IE2,Chad Taylor,DF,aire,59,60,64
IE2,Victor Hills,DF,tierra,64,63,75
IE2,Hurley Kane,DF,aire,67,72,78
IE2,Hector Redding,DF,fuego,60,61,65
IE2,Mackenzie Fordline,MC,aire,73,72,60
IE2,Cadence Soundtown,MC,bosque,75,73,67
IE2,Dora Delight,MC,fuego,73,71,60
IE2,Tom Contented,MC,tierra,78,75,59
IE2,Joston Easton,DL,aire,74,77,50
IE2,Spring Millpond,DL,aire,76,80,47
IE2,Gaston Cooley,PR,aire,35,36,77
IE2,Bevan Breakfast,DF,bosque,59,68,70
IE2,Jack Griddle,MC,fuego,74,71,62
IE2,Stan Andagi,MC,tierra,77,69,66
IE2,Coral Talent,DL,aire,75,68,47
IE2,Daisy Fields,PR,fuego,38,40,78
IE2,Alexia Sand,DF,bosque,60,61,71
IE2,Hellen Hearth,DF,bosque,60,58,65
IE2,Rose Pinkpetal,DF,bosque,55,66,68
IE2,Esther Greenland,DF,fuego,60,68,67
IE2,Bela Bluebells,MC,aire,73,73,68
IE2,Natalie Sunrise,MC,bosque,73,76,63
IE2,Hillary Bush,MC,aire,76,76,73
IE2,Mary Moor,MC,tierra,72,78,61
IE2,Suzette Hartland,DL,bosque,76,78,48
IE2,Lily Willow,DL,bosque,78,72,47
IE2,Dell Closeout,PR,tierra,33,34,75
IE2,Amy Spires,DF,bosque,55,58,65
IE2,Peony Cash,MC,fuego,69,73,58
IE2,Gayle Revel,MC,bosque,80,77,62
IE2,Janine Brook,PR,fuego,38,41,76
IE2,Colin Binder,MC,fuego,76,78,60
IE2,Larry Pogue,DL,bosque,82,73,51
IE2,Rob Cardson,DF,fuego,70,69,82
IE2,Ken Mayfield,DF,bosque,69,63,79
IE2,Casey Leather,MC,aire,75,78,80
IE2,Ethan Swallow,MC,aire,73,76,67
IE2,Bob Daruma,MC,tierra,67,70,59
IE2,Mitch Blackston,DL,fuego,82,77,43
IE2,Aurelia Dingle,MC,bosque,64,76,68
IE2,Canon Evans,DL,aire,75,84,58
IE2,Syon Blaze,DL,fuego,80,78,52
IE2,Thor Stoutberg,DL,aire,80,76,57
IE2,Nelly Raimon,DL,fuego,81,59,37
IE2,Celia Hills,MC,aire,67,76,50
